icon_id,current_status,existing_internal_review,maximum_narrow_run,minimum_sampled_ink_gap,file
curtains-open,pass,False,4.7471,3.0007,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/curtains_open_4f732af1_71a8_516e_aec3_32b7c620ce19.py
curved-dam-wall,fail,True,3.9945,3.0,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/curved_dam_wall_f9f457f4_66e4_4c02_af5b_93edb4742bbd.py
cushioned-handle-pliers,pass,False,4.2281,3.8443,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/cushioned_handle_pliers_c2add48e_0255_4362_8d2f_928582da2c95.py
data-lake,pass,False,2.4982,1.898,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/data_lake_8b2de994_23b5_46e7_a39d_85b82b3b13cf.py
data-lake-level-chart,pass,False,3.4777,1.6205,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/data_lake_level_chart_efbcacb7_495b_4dce_b085_552411365b22.py
database-hierarchy,pass,False,5.7456,2.6482,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/database_hierarchy_0fa8599a_e471_5ab4_977f_c512cb403729.py
dentistry-tooth,pass,True,11.243,0.8411,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/dentistry_tooth_0efa6d0c_3493_59f8_8621_84558458859e.py
dentistry-tooth-chipped,pass,True,7.9876,1.2853,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/dentistry_tooth_chipped_3be1d7f3_7a5d_5505_b530_fef1f4917455.py
deviant-art-logo,pass,True,7.4878,2.0451,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/deviant_art_logo_4703f83b_eaef_48fe_a0f0_cd5656e78ec5.py
dinosaur-footprint,fail,False,12.2325,-1.9201,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/dinosaur_footprint_ec456c34_7c0b_56af_aad1_9dbebe847e95.py
dinosaur-skull,fail,True,21.4737,2.0,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/dinosaur_skull_f8b2772e_1a7e_4a46_b432_a5aa1ea004a8.py
dinosaur-skull-v2,fail,True,16.2385,1.0,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/dinosaur_skull_v2_f8b2772e_1a7e_4a46_b432_a5aa1ea004a8.py
do-not-disturb-sleep-mode,pass,False,6.2389,1.2333,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/do_not_disturb_sleep_mode_f20dfd15_62cd_5761_8284_47d3f1972b48.py
dog-bark,fail,True,3.9962,-0.0713,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/dog_bark_ca5793fd_6124_5adc_af11_d58e19f57b73.py
dog-jumping-through-hoop,pass,True,9.9706,1.6829,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/dog_jumping_through_hoop_043475f5_0e22_4f77_8911_d5857370f0e2.py
dog-offering-paw,pass,True,8.4847,-0.4247,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/dog_offering_paw_520f29cc_1cbb_4177_b8b8_89624c81e125.py
dog-paw-on-hand,pass,True,5.7434,2.0013,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/dog_paw_on_hand_511ea518_3b8b_552d_b9df_827c71ed2c6b.py
domed-beetle,fail,False,2.2435,3.0143,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/silk_bug_d29e7ca4_d2c5_4d01_abce_5114e1f6725b.py
domed-flying-saucer,pass,False,4.7425,2.5015,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/domed_flying_saucer_b93c8314_312a_450a_b457_e0c4f530e56d.py
dragon-fruit,pass,False,3.2481,-1.0377,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/dragon_fruit_a2765449_859e_4487_b952_c495c743933d.py
dragonfly-with-round-eyes,fail,False,10.2222,-2.0009,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/dragonfly_d6685301_6b89_4411_b0fe_9a3e331aecd9.py
dress,fail,True,8.2426,2.0,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/dress.py
drone,fail,True,2.738,2.4858,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/drone_6cdf8164_727e_4119_a576_7aff4948255a.py
drone-1,fail,True,2.738,2.4858,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/drone_1_673c2bb4_20d5_46ea_9272_e82a19207dfb.py
dust-cloud-gusts,pass,False,7.246,1.2084,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/dust_cloud_gusts_7895f6a0_0d28_4ebd_9d17_c0b740f48b84.py
earth-model-1,fail,True,15.1923,0.0,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/earth_model_1_a5e62027_4155_4c3f_9eea_0fcf4e0f687b.py
elephant-head,fail,True,11.9966,-0.3312,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/elephant_head_448ae7e7_230e_5858_9857_5a4d7a93f188.py
elephant-head-profile,fail,True,20.9686,-1.4892,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/elephant_head_size_bb426c49_781e_424c_919c_ba4daf28dc05.py
email-action-reply,pass,True,4.4923,2.0129,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/email_action_reply_941eddd0_ce09_5acc_8292_b980e062b376.py
end-point-triangle-arrow,pass,False,25.4498,-1.9616,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/end_point_triangle_arrow_5bbb4936_8e64_448b_a983_a3110668f576.py
end-point-triangle-arrow-1,pass,False,18.982,-2.5511,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/end_point_triangle_arrow_1_9c1f6ea2_97f0_41eb_96d5_43b4feacf58b.py
equalizer,fail,False,6.7045,1.5787,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/equalizer_3cb200bc_b63a_5cdf_b3df_b8eaf3162ee7.py
equalizer-7b5f7ef4,fail,False,6.7045,1.5787,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/equalizer_7b5f7ef4_2b7e_52f6_a1e1_348ac33fec76.py
equalizer-audio,fail,False,6.7045,1.5787,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/equalizer_7ab89ad7_86f2_56d0_9d06_1c301854cdbc.py
error-500-label,fail,True,26.1722,2.0,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/error_500_label_ef5df59f_84d6_4816_b3bd_f093f78b50f4.py
exponential,fail,False,2.734,2.5411,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/exponential_1195ed25_2865_5967_8377_ba7934eebadd.py
eye-strain,pass,True,7.4979,2.0806,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/eye_strain_ddd19dd6_b9d8_4f43_9403_4673a5541cd4.py
facehugger-creature,pass,True,12.9679,1.6837,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/facehugger_creature_dc7287d8_fb7a_459c_a8f7_fbe230702c82.py
faq-text,fail,True,23.1736,2.0,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/faq_text_d9c1c79a_c6ed_49e0_81a3_44343e733b6f.py
feather,pass,False,2.2415,3.0099,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/feather_8ab28f10_44ce_40c6_b0df_2578356c15de.py
feathered-war-bonnet,fail,True,8.1924,0.834,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/feathered_war_bonnet_5ae08697_a439_498f_937f_0695fa985da7.py
fighter-jet,fail,True,8.7389,0.308,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/fighter_jet_52c0aadd_f8f3_580e_ace0_9eb0f6f36a19.py
finger-point,fail,True,16.7152,1.853,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/finger_point_bae26537_844f_44bd_bc92_cf5af361e501.py
finger-touching-board,pass,True,11.7366,0.7005,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/finger_touching_board_8485b3a4_fcce_4366_a674_06665c2bb463.py
fish-rod,pass,False,3.2424,2.4348,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/fish_rod_03dbc4e5_5755_4b95_a62e_3b755dafdffb.py
fishing-line,fail,False,3.7447,2.3572,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/fishing_line_d931a080_b0aa_5280_b50e_074e997cbca4.py
five-leaf-hanging-vine,fail,False,6.9782,1.3835,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/five_leaf_hanging_vine_73751da6_c4f7_4cdd_9167_eaaf2012de13.py
five-leaf-hanging-vine-v2,fail,False,6.9782,1.3835,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/five_leaf_hanging_vine_v2.py
flame,pass,False,3.2473,1.7304,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/flame_949214a5_cd3d_46da_8416_617e71942aa0.py
flame-fire,pass,False,2.2472,0.6648,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/flame_cc8b16d8_a0dd_424c_92d1_94e1ac8e918b.py
flamingo,fail,True,12.9876,-0.5118,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/wild_bird_flamingo_0eedad4e_672e_40c7_9399_bd5db48d8049.py
flash,pass,True,18.7411,-3.9448,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/flash_482239ce_8075_436a_b065_ac0bc289a949.py
flash-a1503607,pass,False,17.9874,-3.9444,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/flash_a1503607_5c61_5edd_bfbc_5466fc717ea6.py
flying-bird,fail,True,8.7421,0.1824,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/wild_bird_fly_00732191_23f0_53ae_84da_b288489181c6.py
flying-bird-v2,fail,True,8.7428,1.3929,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/flying_bird_v2_00732191_23f0_53ae_84da_b288489181c6.py
flying-rocket-exhaust-streaks,pass,True,7.224,1.5149,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/flying_rocket_exhaust_streaks_683c4fec_fa63_5a3e_ac51_16a0e58b788c.py
folding-pocket-knife,pass,True,21.2274,0.8171,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/folding_pocket_knife_876a3ef0_1a0b_5bbc_b9ee_2b52166f106e.py
folding-pocket-knife-cba37bed,pass,False,2.4956,2.9984,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/folding_pocket_knife_cba37bed_3b52_500d_a313_087354344c54.py
folding-pocket-knife-tools,pass,True,13.9868,2.0281,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/folding_pocket_knife_48529d8a_2300_5d56_9cdf_36592414c464.py
fork-and-knife,fail,True,7.7278,1.6476,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/fork_and_knife_b66fd641_5f5f_41b7_acfe_644485d3c82d.py
four-way-text-sign,pass,True,4.0,-4.0,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/four_way_text_sign_71e83a5c_ca8f_4fc3_96ff_5a4ac5b09283.py
four-wheel-drive-text-label,fail,True,26.1652,-3.2388,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/four_wheel_drive_text_label_1dfab6f7_a053_5aee_8d2b_b99c63e6f3df.py
free-text,fail,True,2.9985,1.6853,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/free_text_d78c27ca_e412_402d_bae7_16842ff46ea5.py
frog-head,fail,False,28.2235,-0.9222,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/amphibian_frog_de82f94b_4b63_5902_9b4d_4f8c91eabd43.py
front-rear-windows,pass,True,12.7159,0.5733,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/front_rear_windows_790ca62d_d763_4431_90d6_607482d5463c.py
fuel-pump-with-display,fail,True,14.4985,2.0,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/fuel_pump_with_display_cec9fb57_7707_4073_9575_5af2780bbda0.py
fwd-text-label,fail,True,26.1652,-3.2388,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/fwd_text_label_06084d76_f689_41e9_af67_fb957a5c2084.py
gauge,pass,False,3.7468,-2.3956,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/gauge_f851be15_9995_4280_9f7a_d66f70d256fd.py
ge-text-u,pass,False,7.4842,1.4934,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/ge_text_u_6a1cef81_74dd_4aac_86f0_786b211f3267.py
genie-oil-lamp,fail,False,9.9933,0.5804,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/genie_oil_lamp_9b076c46_6d46_5818_b377_d9e940d9ec78.py
ghost,pass,False,2.7472,0.6503,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/ghost_a257f108_5e8d_40d4_97ad_643846319b7b.py
ghost-scare,fail,True,7.2461,-0.7454,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/ghost_scare_d3eaffac_83bd_5771_b93b_97075edcfae5.py
giraffe-head,fail,True,5.9933,0.9582,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/giraffe_b015c246_ad94_44ce_bdf2_15ad1992a32b.py
goalkeeper-glove,pass,True,5.2451,-2.131,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/goalkeeper_glove_45069e12_ea84_507d_9581_e11dc6318102.py
gold,pass,False,6.4833,-1.9114,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/gold_60218d13_a329_4988_b2f7_354732a0478e.py
google-photos-logo,pass,True,11.4757,1.8578,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/google_photos_logo_18462b77_f609_45c8_904b_db1c5d66a91f.py
google-voice-logo,pass,True,26.2285,3.0014,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/google_voice_logo_6981ade4_e102_4951_9fe8_81610abcd4ee.py
grand-canyon-with-river,fail,True,12.2314,0.386,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/grand_canyon_with_river_021a0b5f_bd2d_4f08_b36b_7afe509eb0fc.py
grand-canyon-with-river-v2,fail,False,2.2426,3.0,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/grand_canyon_with_river_v2_021a0b5f_bd2d_4f08_b36b_7afe509eb0fc.py
grand-canyon-with-river-v3,fail,True,12.2314,0.386,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/grand_canyon_with_river_v3.py
great-sphinx,fail,False,2.2466,2.9637,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/great_sphinx_c701c596_0404_4be0_8228_3ddc825a28fa.py
grizzly-head-profile,fail,True,5.996,0.5258,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/grizzly_head_side_3b805db1_6ba6_4ad5_8913_496730af8a1d.py
grizzly-head-profile-v2,fail,True,5.996,0.5258,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/grizzly_head_profile_v2_3b805db1_6ba6_4ad5_8913_496730af8a1d.py
hammerhead-shark,fail,True,17.2344,-3.1663,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/shark_hammer_bdd1577c_6f14_5bee_a41f_fac2b80017a7.py
hammerhead-shark-v2,fail,True,14.2448,-0.001,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/hammerhead_shark_v2_bdd1577c_6f14_5bee_a41f_fac2b80017a7.py
hand-clapper-toys,pass,True,3.7291,1.013,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/hand_clapper_toys_d14f767a_d27e_45c9_837c_e0c5f4d0ad51.py
hand-down-1,pass,True,6.7499,1.8347,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/hand_down_1_ce80faa0_dd47_4d1a_9ecb_fb349333dde8.py
hand-holding-hammer,pass,False,10.9864,-2.1338,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/hand_holding_hammer_9c2e6a00_c352_4f4c_97df_5e296d00637d.py
hand-holding-wrench,pass,True,7.7491,2.5524,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/hand_holding_wrench_80b7765d_72c2_4b01_b0bf_6a084aa9bc97.py
hand-pointing-up,pass,True,9.4896,-0.6863,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/hand_pointing_up_6c5ced19_9a99_46fd_9dda_dfd6ad80f1a9.py
hand-saw,pass,True,8.7427,3.0517,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/hand_saw_f9355663_65dc_4eff_a52d_6442ba084c4a.py
hand-touching-payment-kiosk,pass,False,4.472,1.846,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/hand_touching_payment_kiosk_3ef6b67e_c42b_4c1d_bcda_1a6c0146046d.py
hands-cradling-heart,pass,True,6.4741,2.7273,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/hands_cradling_heart_b2c7c47b_4d63_5df9_a04a_0a0fda69500c.py
hands-holding-puzzle-piece,pass,False,2.2494,1.3573,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/hands_holding_puzzle_piece_cafe2d4d_7c9a_454e_8b86_9c5b5f0b2b05.py
handwritten-text-character,pass,True,4.4935,1.9769,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/handwritten_text_character_0ba5d992_ec2d_4765_998d_7bd4c2d3a9b3.py
hang-glider,fail,True,3.4929,1.8982,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/fly_1af77d24_44c3_4ebd_97a7_9094e5cd4e55.py
hang-glider-rider,pass,False,13.9991,-2.1298,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/hang_glider_rider_3bc58e49_3bd9_4b80_9381_7be53c19633b.py
hang-glider-with-harness,fail,True,3.4929,1.8982,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/fly_c154bd5e_85cc_4682_977f_bac1bfee4f64.py
hanging-bassinet,fail,True,6.7311,1.7156,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/hanging_bassinet_cac28c98_7a13_413c_8246_fe935c1db139.py
hanging-scoreboard,pass,True,3.492,0.5358,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/hanging_scoreboard_0918c48a_7ee6_4895_9035_4645fdc17ae1.py
hatching-dinosaur-egg,fail,False,7.2334,-2.1226,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/dinosaur_egg_hatch_1f496c94_6b6c_4e5e_abaf_34bc8a91c90b.py
hatching-dinosaur-egg-v2,pass,False,6.7484,-0.4176,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/hatching_dinosaur_egg_v2_1f496c94_6b6c_4e5e_abaf_34bc8a91c90b.py
hdr-text,fail,False,28.4445,-0.5405,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/hdr_text_5580b474_3597_486f_9212_1e7b6c337f96.py
head-profiles-with-heart,pass,False,5.4802,1.6636,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/head_profiles_with_heart_26e8f72f_fceb_4a4f_95db_e00ca1a93624.py
headphones-90ffd8be,pass,False,5.2465,2.1283,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/headphones_90ffd8be_8c2b_43c1_9cda_658b2b74c820.py
heart-beat,pass,True,18.9724,-2.1309,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/heart_beat_e2caf3a5_8618_493f_9324_4f824d7cba74.py
heart-eyes-face,pass,False,3.9824,1.6361,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/heart_eyes_face_947547ca_2668_5370_8ab0_93b823725d21.py
heart-flower-in-flowerpot,pass,False,10.4874,1.5778,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/heart_flower_in_flowerpot_b7afebde_5da4_59cb_937b_08ef031c585a.py
heart-flower-in-vase,pass,False,6.9807,1.776,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/heart_flower_in_vase_c6a8f9b5_4b58_5f76_86c0_ef27a854f0e3.py
heart-flower-stem,pass,False,6.9807,1.776,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/heart_flower_stem_b95b4f32_ce00_535a_800c_4f12020dc625.py
heart-leaf-potted-plant,fail,False,2.2496,2.1205,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/heart_leaf_potted_plant_c669888e_0e1f_5c0a_8970_eb3689be7ae7.py
height-limit-4m,fail,False,4.0,-4.0,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/height_limit_4m_a47b1045_80c6_488c_96a8_7c8c2d19fc7f.py
hierarchy,fail,True,7.478,1.2949,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/hierarchy_03c563a0_7c54_57e4_a8ff_454322ef2c14.py
hippo-head-open-mouth,fail,False,6.4929,1.5555,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/hippo_head_side_98d7a770_4c91_498d_bf85_a23b90ed8d32.py
hooded-cobra,fail,True,13.4825,0.0,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/reptile_cobra_2629056c_fce2_5c6a_9cb5_0859b52071a1.py
hooded-cobra-v2,pass,True,6.7408,0.1632,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/hooded_cobra_v2_2629056c_fce2_5c6a_9cb5_0859b52071a1.py
horn-transportation,pass,True,14.2254,0.2016,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/horn_b3537a95_f079_578a_8461_2993efd2c72f.py
horse,fail,True,10.1794,0.0,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/symbol_cavalry_11fe477f_8b48_5d9e_adf0_2f40df538526.py
horse-rider,pass,True,6.2479,0.1144,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/horse_rider_932e176d_8abb_4412_94f0_22f2542b288a.py
horse-skijoring,pass,True,9.4972,-0.1639,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/horse_skijoring_8a0e37cf_e3ff_4de5_bc93_53ba132c5629.py
horseback-rider,pass,True,3.7408,0.7886,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/horseback_rider_bebbb6da_7e2b_58de_b56f_770e3a08a34d.py
howling-wolf,fail,True,3.4946,2.1077,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/wolf_body_howl_02bbed8d_19bf_42c9_9539_d93fbda86791.py
howling-wolf-head,fail,True,4.9931,-2.1423,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/wolf_howl_5eb9130e_55bf_582b_bfe6_c9510aba9335.py
howling-wolf-profile,fail,True,4.9931,-2.1423,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/wolf_a0bfe2b0_0978_5035_895c_0984390340c4.py
howling-wolf-v2,fail,True,3.4964,2.1085,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/howling_wolf_v2_02bbed8d_19bf_42c9_9539_d93fbda86791.py
hutt-creature,pass,True,3.2451,2.4968,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/hutt_creature_8d9dbd78_bcd2_586d_9f37_3e76d77e8447.py
hydroelectric-dam,fail,True,25.4883,-1.0009,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/hydroelectric_dam_6411cee5_9e14_533a_9adf_d5bcd2213734.py
i-love-you-hand-sign,pass,True,8.9988,-0.227,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/i_love_you_hand_sign_bc3891bc_5102_4f88_a2a6_e67fda30b51d.py
ice-skate-boot,pass,True,6.7432,1.2148,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/ice_skate_boot_727add99_ce34_4828_932a_d2567ed13149.py
ice-snowflake,pass,False,2.4959,3.0187,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/ice_snowflake_1ae2009c_069c_5d8b_b45c_7070506d36c5.py
icon-24-text,pass,False,14.2178,-2.1374,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/icon_24_text_e3ef1255_7230_466e_a0e3_b1897407d9eb.py
icon-3,pass,False,4.4932,-3.395,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/icon_3_daa2822c_e67f_46c5_b0c3_95e9fef6b6e4.py
icon-3-text,pass,False,4.4932,-3.395,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/icon_3_text_d6068f6e_88ad_404f_b73f_7784c44f0a4d.py
icon-3-typeface,pass,False,4.4932,-3.395,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/icon_3_1995ca04_2440_46b9_ac9b_e1c0f044621f.py
icon-4-t-text,pass,False,14.7462,-2.1945,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/icon_4_t_text_5439420f_4735_4fc9_a2d7_5bc1b31545d8.py
icon-40-text,pass,False,14.7462,-2.1944,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/icon_40_text_74f712af_249f_43fb_9887_0016aff122ef.py
icon-4g,pass,False,14.7462,-2.1944,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/icon_4g_760eff2b_e2a4_5207_9921_b55280c076a0.py
icon-4g-text,pass,False,14.7462,-2.1944,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/icon_4g_text_ac8587c1_0df5_4aea_b48e_de1aeb5f9c83.py
icon-4k-text,pass,False,14.7462,-2.1944,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/icon_4k_text_158a7c23_08e8_4d37_b765_aff45068e1b6.py
icon-4m-text,pass,True,21.7347,-2.4641,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/icon_4m_text_6323b2a3_5811_461c_8215_b5e860c35564.py
icon-64-text,pass,False,14.7462,-2.1944,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/icon_64_text_5d18e085_8432_40df_9bf9_61ee5537075b.py
imessage-logo,pass,False,3.4968,0.4197,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/imessage_logo_57877e05_412a_4ab7_81af_b1b8f5355989.py
institution,pass,True,4.7403,-0.4198,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/institution_2ee457ae_4157_4c6d_bafa_66a532de7822.py
invoice-in-open-envelope,pass,False,4.472,1.846,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/invoice_in_open_envelope_57201c70_c002_40bb_8fad_0abd9f9ca4db.py
ionic-column-capital,pass,False,2.9882,1.9994,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/ionic_column_capital_78546722_f2d3_45ff_a469_2afaf6a268c0.py
jackal-headed-egyptian-deity,pass,False,10.9828,-1.9783,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/jackal_headed_egyptian_deity_5cd719d8_bd6e_465e_bf8d_1c40e4f2e30e.py
