family,icon,build_status,released,overlay_distance_passed,overlay_holes_passed,lowest_distance,failed_holes,pinches
solo,children-on-seesaw,pass,True,True,True,1024.0,0,0
solo,chili-peppers-three,pass,True,True,True,15.0,0,0
solo,chili-peppers-two,pass,True,True,True,1024.0,0,0
solo,chilli,pass,True,True,True,1024.0,0,0
solo,chilli-jelapeno,pass,True,True,True,1024.0,0,0
solo,chinese-alphabet,pass,True,True,True,1024.0,0,0
solo,chinese-character-wen,pass,True,True,True,1024.0,0,0
solo,chinese-coin-with-square-hole,pass,True,True,True,14.0,0,0
solo,chinese-dragon-head,pass,True,True,True,24.58,0,0
solo,chip,pass,True,True,True,8.0,0,0
solo,chip-symbol,pass,True,True,True,8.0,0,0
solo,chipped-wine-glass,pass,True,True,True,40.0,0,0
solo,chiron-astrological-symbol,pass,True,True,True,1024.0,0,0
solo,chocolate-bar,pass,True,True,True,9.0,0,0
solo,chocolate-box,pass,True,True,True,10.29,0,0
solo,chow-chow-face,pass,True,True,True,30.0,0,0
solo,christ-the-redeemer,pass,True,True,True,8.0,0,0
solo,christian-cross,pass,True,True,True,1024.0,0,0
solo,christianity,pass,True,True,True,1024.0,0,0
solo,christmas-sock,pass,True,True,True,9.0,0,0
solo,christmas-tree,pass,True,True,True,8.49,0,0
solo,chrome-logo,pass,True,True,True,1024.0,0,0
solo,church-with-two-crossed-spires,pass,True,True,True,8.0,0,0
solo,cigarette-in-ashtray,pass,True,True,True,9.43,0,0
solo,cigarette-smoke,pass,True,True,True,10.0,0,0
solo,cinema-4d-logo,pass,True,True,True,1024.0,0,0
solo,circinus,pass,True,True,True,1024.0,0,0
solo,circinus-state,pass,True,True,True,1024.0,0,0
solo,circle-4e3029e6,pass,True,True,True,1024.0,0,0
solo,circle-add,pass,True,True,True,1024.0,0,0
solo,circle-arrow-left,pass,True,True,True,1024.0,0,0
solo,circle-arrow-right,pass,True,True,True,1024.0,0,0
solo,circle-equal,pass,True,True,True,10.0,0,0
solo,circle-half,pass,True,True,True,1024.0,0,0
solo,circle-half-symbol,pass,True,True,True,1024.0,0,0
solo,circle-l,pass,True,True,True,1024.0,0,0
solo,circle-left,pass,True,True,True,1024.0,0,0
solo,circle-medical-cross,pass,True,True,True,1024.0,0,0
solo,circle-messages-bubble,pass,True,True,True,1024.0,0,0
solo,circle-other,pass,True,True,True,1024.0,0,0
solo,circle-pound,pass,True,True,True,10.0,0,0
solo,circle-r,pass,True,True,True,10.0,0,0
solo,circle-smiley-face,pass,True,True,True,12.0,0,0
solo,circle-symbol,pass,True,True,True,1024.0,0,0
solo,circle-target,pass,True,True,True,1024.0,0,0
solo,circle-with-three-blades,pass,True,True,True,1024.0,0,0
solo,circle-yuan,pass,True,True,True,1024.0,0,0
solo,circles-three-trefoil,pass,True,True,True,1024.0,0,0
solo,circuit-lock,pass,True,True,True,12.0,0,0
solo,circular-arrow,pass,True,True,True,1024.0,0,0
solo,circular-emblem-with-banner,pass,True,True,True,16.0,0,0
solo,circular-radar-sweep,pass,True,True,True,1024.0,0,0
solo,circular-steampunk-ornament,pass,True,True,True,1024.0,0,0
solo,clam-shell,pass,True,True,True,1024.0,0,0
solo,clapperboard-plain,pass,True,True,True,10.0,0,0
solo,clapping-hand,pass,True,True,True,8.0,0,0
solo,clapping-hands,fail,False,False,True,6.08,0,0
solo,claris-logo,pass,True,True,True,11.31,0,0
solo,classical-head-with-book,pass,True,True,True,9.0,0,0
solo,classical-piano,pass,True,True,True,10.0,0,0
solo,classical-statue-bust,pass,True,True,True,9.0,0,0
solo,classical-temple-facade,pass,True,True,True,8.0,0,0
solo,claw-grabber-with-joystick-remote,pass,True,True,True,15.14,0,0
solo,claw-gripper-machine,pass,True,True,True,32.0,0,0
solo,claw-hammer-and-nail,pass,True,True,True,8.49,0,0
solo,claw-selecting-person,fail,False,True,False,1024.0,0,2
solo,climbing-airliner,fail,False,False,True,4.66,0,0
solo,climbing-airplane-rounded-nose,pass,True,True,True,8.21,0,0
solo,clip,pass,True,True,True,12.0,0,0
solo,clipboard-empty,pass,True,True,True,32.0,0,0
solo,clock,pass,True,True,True,1024.0,0,0
solo,clock-4ab76b4c,pass,True,True,True,1024.0,0,0
solo,clock-4e5cefd6,pass,True,True,True,1024.0,0,0
solo,clock-64e20f3b,pass,True,True,True,1024.0,0,0
solo,clock-9f37004b,pass,True,True,True,1024.0,0,0
solo,clock-e7f654f6,pass,True,True,True,1024.0,0,0
solo,clock-office,pass,True,True,True,1024.0,0,0
solo,clock-seven,pass,True,True,True,1024.0,0,0
solo,clogged-air-filter,pass,True,True,True,8.0,0,0
solo,close-eyes,pass,True,True,True,1024.0,0,0
solo,close-interface-essential,pass,True,True,True,1024.0,0,0
solo,close-quote,pass,True,True,True,24.0,0,0
solo,closed-caption-letters,pass,True,True,True,1024.0,0,0
solo,closed-fist,pass,True,True,True,10.0,0,0
solo,closed-shipping-box,pass,True,True,True,9.97,0,0
solo,clothes-iron,pass,True,True,True,16.0,0,0
solo,cloud,pass,True,True,True,1024.0,0,0
solo,cloud-display-globe,pass,True,True,True,1024.0,0,0
solo,cloud-fog,pass,True,True,True,8.0,0,0
solo,cloud-gaming-controller,pass,True,True,True,8.0,0,0
solo,cloud-internet,pass,True,True,True,1024.0,0,0
solo,cloud-layered-fog,pass,True,True,True,8.0,0,0
solo,cloud-rainbow,pass,True,True,True,1024.0,0,0
solo,cloud-shaped-tree,pass,True,True,True,1024.0,0,0
solo,clouds-fog,pass,True,True,True,12.0,0,0
solo,clouds-wavy-mist,pass,True,True,True,1024.0,0,0
solo,cloudsmith-logo,pass,True,True,True,1024.0,0,0
solo,clover,pass,True,True,True,1024.0,0,0
solo,clover-symbol,pass,True,True,True,1024.0,0,0
solo,clown-head,pass,True,True,True,1024.0,0,0
solo,cluster,pass,True,True,True,1024.0,0,0
solo,cn-letters-underlined,pass,True,True,True,14.0,0,0
solo,cobra-head,pass,True,True,True,1024.0,0,0
solo,cobra-head-friendly,pass,True,True,True,10.0,0,0
solo,cobra-pose,pass,True,True,True,1024.0,0,0
solo,cockatoo,pass,True,True,True,1024.0,0,0
solo,cocker-spaniel-face,pass,True,True,True,1024.0,0,0
solo,cocktail,pass,True,True,True,28.0,0,0
solo,cocktail-martini,pass,True,True,True,40.0,0,0
solo,code,pass,True,True,True,34.86,0,0
solo,code-1,pass,True,True,True,1024.0,0,0
solo,code-climate-logo,pass,True,True,True,11.69,0,0
solo,code-programing,pass,True,True,True,32.35,0,0
solo,codecov-logo,pass,True,True,True,1024.0,0,0
solo,codefactor-logo,pass,True,True,True,15.0,0,0
solo,codepen-logo,pass,True,True,True,9.98,0,0
solo,codesandbox-logo,pass,True,True,True,14.33,0,0
solo,coffee-aeropress,pass,True,True,True,10.0,0,0
solo,coffee-cup-steam,pass,True,True,True,10.0,0,0
solo,cog,pass,True,True,True,36.0,0,0
solo,cog-1,pass,True,True,True,19.77,0,0
solo,cog-4c6e5052,pass,True,True,True,8.0,0,0
solo,cog-54edfc1d,pass,True,True,True,36.0,0,0
solo,cog-cbadf384,pass,True,True,True,21.06,0,0
solo,cog-interface-essential,pass,True,True,True,28.0,0,0
solo,coiled-rope,pass,True,True,True,8.49,0,0
solo,coiled-snake,pass,True,True,True,15.75,0,0
solo,coins,pass,True,True,True,1024.0,0,0
solo,cold-face-frozen,pass,True,True,True,36.0,0,0
solo,collar-necklace-with-pearl,pass,True,True,True,1024.0,0,0
solo,cologne-cathedral,pass,True,True,True,10.0,0,0
solo,colon,pass,True,True,True,1024.0,0,0
solo,colon-currency-sign,pass,True,True,True,40.0,0,0
solo,color-palette-sample,pass,True,True,True,1024.0,0,0
solo,column-selected-single,pass,True,True,True,12.0,0,0
solo,column-selected-single-1,pass,True,True,True,12.0,0,0
solo,column-selected-single-1-state,pass,True,True,True,12.0,0,0
solo,column-selected-single-interface-essential,pass,True,True,True,12.0,0,0
solo,column-with-open-book,pass,True,True,True,10.0,0,0
solo,columned-gateway-monument,pass,True,True,True,8.0,0,0
solo,comb-tilted,pass,True,True,True,8.19,0,0
solo,combination-pliers,pass,True,True,True,12.0,0,0
solo,combination-wrench,pass,True,True,True,13.17,0,0
solo,comedy-mask,pass,True,True,True,32.0,0,0
solo,commandline,pass,True,True,True,9.0,0,0
solo,comment-box,pass,True,True,True,25.0,0,0
solo,comment-box-chat,pass,True,True,True,25.0,0,0
solo,comment-bubble-tail-right,pass,True,True,True,9.0,0,0
solo,common-file-book,pass,True,True,True,20.0,0,0
solo,common-file-bookmark,pass,True,True,True,9.0,0,0
solo,common-file-empty,pass,True,True,True,32.0,0,0
solo,common-file-horizontal,pass,True,True,True,32.0,0,0
solo,compact-car-front-square-lights,pass,True,True,True,8.0,0,0
solo,compact-disc,pass,True,True,True,1024.0,0,0
solo,compact-disc-with-partition-segment,pass,True,True,True,1024.0,0,0
solo,compact-disc-with-reflection-bands,pass,True,True,True,1024.0,0,0
solo,compact-disc-with-sheen-arcs,fail,False,True,False,1024.0,0,1
solo,compass,pass,True,True,True,18.45,0,0
solo,compass-direction,pass,True,True,True,10.12,0,0
solo,compass-east,pass,True,True,True,8.0,0,0
solo,compass-needle,pass,True,True,True,10.12,0,0
solo,compass-northeast,pass,True,True,True,9.82,0,0
solo,compass-northwest,pass,True,True,True,1024.0,0,0
solo,compass-northwest-triangle,pass,True,True,True,1024.0,0,0
solo,computer-chip,pass,True,True,True,8.0,0,0
solo,computer-chip-core,pass,True,True,True,8.0,0,0
solo,computer-desk-with-chair,pass,True,True,True,8.0,0,0
solo,computer-keyboard,pass,True,True,True,11.0,0,0
solo,computer-memory-module,pass,True,True,True,8.0,0,0
solo,computer-with-error-face,pass,True,True,True,8.0,0,0
solo,concentric-circles,pass,True,True,True,1024.0,0,0
solo,concentric-crosshair,pass,True,True,True,1024.0,0,0
solo,concerned-face,pass,True,True,True,1024.0,0,0
solo,condom,pass,True,True,True,32.0,0,0
solo,cone,pass,True,True,True,1024.0,0,0
solo,cone-and-sphere,pass,True,True,True,1024.0,0,0
solo,confused-face,pass,True,True,True,1024.0,0,0
solo,conical-pendant-lamp,pass,True,True,True,16.0,0,0
solo,connector-to-another-page,pass,True,True,True,40.0,0,0
solo,console-drawers,pass,True,True,True,13.0,0,0
solo,construction-hard-hat,pass,True,True,True,9.0,0,0
solo,consul-logo,pass,True,True,True,1024.0,0,0
solo,contactless-card-payment-dollar,pass,True,True,True,10.0,0,0
solo,contactless-card-payment-euro,pass,True,True,True,10.18,0,0
solo,contactless-card-payment-pound,pass,True,True,True,8.0,0,0
solo,contactless-card-payment-yuan,pass,True,True,True,10.18,0,0
solo,content-pen,pass,True,True,True,11.31,0,0
solo,contrast-star-badge,pass,True,True,True,28.0,0,0
solo,controller-face-buttons,pass,True,True,True,1024.0,0,0
solo,controls-forward,pass,True,True,True,10.52,0,0
solo,controls-movie,pass,True,True,True,8.0,0,0
solo,controls-pause,pass,True,True,True,32.0,0,0
solo,controls-pause-video,pass,True,True,True,32.0,0,0
solo,controls-play,pass,True,True,True,1024.0,0,0
solo,controls-previous,pass,True,True,True,32.0,0,0
solo,controls-previous-video,pass,True,True,True,32.0,0,0
solo,controls-record,pass,True,True,True,1024.0,0,0
solo,controls-rewind,pass,True,True,True,1024.0,0,0
solo,controls-rewind-video,pass,True,True,True,1024.0,0,0
solo,controls-stop,pass,True,True,True,36.0,0,0
solo,convertible,pass,True,True,True,1024.0,0,0
solo,convertible-headrests,pass,True,True,True,8.0,0,0
solo,convertible-roll-bar,pass,True,True,True,12.0,0,0
solo,copyright-and-protecttion,pass,True,True,True,10.0,0,0
solo,cord-sling-and-stone,pass,True,True,True,1024.0,0,0
solo,corded-computer-mouse,pass,True,True,True,32.0,0,0
solo,cordless-power-drill,pass,True,True,True,8.0,0,0
solo,corgi-head-silhouette,pass,True,True,True,1024.0,0,0
solo,corn,pass,True,True,True,1024.0,0,0
solo,coroflot-logo,pass,True,True,True,1024.0,0,0
solo,corporal-2-avatar,pass,True,True,True,14.0,0,0
solo,corporal-avatar,pass,True,True,True,12.0,0,0
solo,correspondent-avatar,pass,True,True,True,1024.0,0,0
solo,cotton-boll,pass,True,True,True,1024.0,0,0
solo,cough,pass,True,True,True,16.0,0,0
solo,couple-broken-heart,pass,True,True,True,36.0,0,0
solo,couple-busts,pass,True,True,True,1024.0,0,0
solo,couple-holding-heart,pass,True,True,True,36.0,0,0
solo,couple-standing,pass,True,True,True,8.0,0,0
solo,couple-standing-with-hair,pass,True,True,True,8.0,0,0
solo,court,pass,True,True,True,10.0,0,0
solo,cow-head,pass,True,True,True,17.23,0,0
solo,cow-head-front,pass,True,True,True,17.21,0,0
solo,cow-head-with-horns,pass,True,True,True,17.36,0,0
solo,cowboy-hat,pass,True,True,True,19.88,0,0
solo,cowboy-hat-with-band,pass,True,True,True,21.28,0,0
solo,cowboy-head,pass,True,True,True,1024.0,0,0
solo,coworkers-with-laptop,pass,True,True,True,16.0,0,0
solo,cpp-text,pass,True,True,True,16.0,0,0
solo,crab,pass,True,True,True,24.0,0,0
solo,cracked-compact-disc,pass,True,True,True,10.72,0,0
solo,cracked-database,pass,True,True,True,40.0,0,0
solo,cracked-house-with-chimney,pass,True,True,True,8.0,0,0
solo,cracked-parcel,pass,True,True,True,36.0,0,0
solo,cracked-shield,pass,True,True,True,15.21,0,0
solo,crane-hook,pass,True,True,True,15.48,0,0
solo,crank-wheel-brace,pass,True,True,True,8.0,0,0
solo,crawling-baby,pass,True,True,True,10.0,0,0
solo,crawling-beetle,pass,True,True,True,9.7,0,0
solo,creative-commons-logo,pass,True,True,True,1024.0,0,0
solo,credit-card,pass,True,True,True,11.0,0,0
solo,credit-card-stripe,pass,True,True,True,10.0,0,0
solo,crenellated-castle-tower,pass,True,True,True,8.0,0,0
solo,crescent-and-star,pass,True,True,True,1024.0,0,0
solo,crescent-head-wrench,fail,False,False,True,6.42,0,0
solo,crescent-lunge-pose,pass,True,True,True,1024.0,0,0
solo,crescent-moon,pass,True,True,True,1024.0,0,0
solo,crescent-moon-rounded,pass,True,True,True,1024.0,0,0
solo,crescent-moon-wide,pass,True,True,True,1024.0,0,0
solo,crested-bird,pass,True,True,True,1024.0,0,0
solo,crested-penguin,pass,True,True,True,1024.0,0,0
solo,crestfallen-face,pass,True,True,True,1024.0,0,0
solo,crib-mobile,pass,True,True,True,14.0,0,0
solo,crib-with-mobile,pass,True,True,True,8.0,0,0
solo,cricket,pass,True,True,True,8.0,0,0
solo,cricket-bat-ball,pass,True,True,True,10.0,0,0
solo,crocodile-in-water,pass,True,True,True,9.0,0,0
solo,croissant-and-coffee,pass,True,True,True,10.0,0,0
solo,cross,pass,True,True,True,1024.0,0,0
solo,cross-69e6b27c,pass,True,True,True,14.0,0,0
solo,cross-a941f1ed,pass,True,True,True,14.0,0,0
solo,cross-ba33e583,pass,True,True,True,12.0,0,0
solo,cross-country-skier,fail,False,False,True,7.57,0,0
solo,cross-health,pass,True,True,True,12.0,0,0
solo,cross-lug-wrench,pass,True,True,True,8.0,0,0
solo,cross-over,pass,True,True,True,36.0,0,0
solo,crossed-arrow,pass,True,True,True,14.14,0,0
solo,crossed-blade-scissors,pass,True,True,True,1024.0,0,0
solo,crossed-cutlass,pass,True,True,True,8.49,0,0
solo,crossed-double-wrenches,pass,True,True,True,8.49,0,0
solo,crossed-spiked-mace,pass,True,True,True,22.0,0,0
solo,crossed-straight-sword,pass,True,True,True,8.49,0,0
solo,crossed-swords,pass,True,True,True,8.49,0,0
solo,crossed-wrench-and-screwdriver,pass,True,True,True,8.49,0,0
solo,crossed-wrists-with-closed-hands,pass,True,True,True,13.6,0,0
solo,crosshair,pass,True,True,True,1024.0,0,0
solo,crouching-mouse,pass,True,True,True,1024.0,0,0
solo,crouching-windsurfer,fail,False,False,True,6.69,0,0
solo,crow-pose,pass,True,True,True,1024.0,0,0
solo,crown,pass,True,True,True,15.85,0,0
solo,crowned-triton-portrait,pass,True,True,True,8.0,0,0
solo,crunchyroll-logo,pass,True,True,True,1024.0,0,0
solo,cryengine-logo,pass,True,True,True,1024.0,0,0
solo,crying-face-with-open-mouth,pass,True,True,True,1024.0,0,0
solo,crypto-currency-dogecoin,pass,True,True,True,19.0,0,0
solo,crypto-currency-infinitecoin,pass,True,True,True,1024.0,0,0
solo,crypto-currency-litecoin,pass,True,True,True,1024.0,0,0
solo,crystal-ball-on-stand,pass,True,True,True,9.0,0,0
solo,crystal-prism,pass,True,True,True,13.85,0,0
solo,cryto-decentralized-blockchain,pass,True,True,True,25.46,0,0
solo,css-text,pass,True,True,True,32.0,0,0
solo,csv-text,pass,True,True,True,13.0,0,0
solo,cub,pass,True,True,True,13.99,0,0
solo,cube,pass,True,True,True,10.49,0,0
solo,cube-hierarchy-round-nodes,pass,True,True,True,8.57,0,0
solo,cube-on-surface,pass,True,True,True,8.28,0,0
solo,cube-shape,pass,True,True,True,12.24,0,0
solo,cube-with-measurement-marks,pass,True,True,True,12.87,0,0
solo,cucumber-logo,pass,True,True,True,1024.0,0,0
solo,cuffed-beanie,pass,True,True,True,10.0,0,0
solo,cuffless-thumbs-up,pass,True,True,True,18.0,0,0
solo,cup,pass,True,True,True,16.0,0,0
solo,cup-1,pass,True,True,True,12.0,0,0
solo,cupcake,pass,True,True,True,1024.0,0,0
solo,curled-centipede,pass,True,True,True,1024.0,0,0
solo,curled-finger-thumbs-up,pass,True,True,True,9.0,0,0
solo,curled-raccoon,fail,False,False,True,7.25,0,0
solo,curled-rat,pass,True,True,True,1024.0,0,0
solo,curling-sweeper,pass,True,True,True,17.78,0,0
solo,curly-brackets,pass,True,True,True,28.0,0,0
solo,curly-brackets-programing,pass,True,True,True,1024.0,0,0
solo,currency-dollar,pass,True,True,True,1024.0,0,0
solo,currency-euro,pass,True,True,True,8.0,0,0
solo,currency-pound,pass,True,True,True,20.0,0,0
solo,currency-pound-bill,pass,True,True,True,8.0,0,0
solo,currency-yuan,pass,True,True,True,1024.0,0,0
solo,cursor,pass,True,True,True,1024.0,0,0
solo,cursor-1,pass,True,True,True,1024.0,0,0
solo,cursor-2,pass,True,True,True,1024.0,0,0
solo,cursor-dcdcb7b9,pass,True,True,True,1024.0,0,0
solo,cursor-ed914756,pass,True,True,True,1024.0,0,0
solo,cursor-interface-essential,pass,True,True,True,1024.0,0,0
solo,cursor-left-horizontal,pass,True,True,True,1024.0,0,0
solo,cursor-right-horizontal,pass,True,True,True,1024.0,0,0
solo,cursor-select-frame,pass,True,True,True,36.0,0,0
solo,cursor-select-frame-bc15b5b4,pass,True,True,True,36.0,0,0
solo,cursor-select-frame-interface-essential,pass,True,True,True,1024.0,0,0
solo,cursor-target,pass,True,True,True,1024.0,0,0
solo,curtains-open,pass,True,True,True,17.0,0,0
solo,curve,pass,True,True,True,1024.0,0,0
solo,curve-down,pass,True,True,True,1024.0,0,0
solo,curve-down-large-head,pass,True,True,True,1024.0,0,0
solo,curve-rise,pass,True,True,True,16.0,0,0
solo,curve-rise-dash,pass,True,True,True,17.0,0,0
solo,curve-rise-dash-large-head,pass,True,True,True,1024.0,0,0
solo,curve-rise-large-head,pass,True,True,True,18.0,0,0
solo,curve-up,pass,True,True,True,16.0,0,0
solo,curve-up-1-large-head,pass,True,True,True,1024.0,0,0
solo,curve-up-arrows,pass,True,True,True,1024.0,0,0
solo,curve-up-large-head,pass,True,True,True,16.0,0,0
solo,curved-bodied-missile,pass,True,True,True,1024.0,0,0
solo,curved-dam-wall,pass,True,True,True,10.0,0,0
solo,curved-horn,pass,True,True,True,1024.0,0,0
solo,curved-monitor,pass,True,True,True,8.0,0,0
solo,curved-trunk-bonsai,pass,True,True,True,8.0,0,0
solo,curvy,pass,True,True,True,20.0,0,0
solo,curvy-both-direction,pass,True,True,True,12.0,0,0
solo,curvy-both-direction-large-head,pass,True,True,True,12.0,0,0
solo,curvy-large-head,pass,True,True,True,1024.0,0,0
solo,cushioned-handle-pliers,fail,False,False,True,7.98,0,0
solo,cute-cat,pass,True,True,True,27.46,0,0
solo,cycling,fail,False,False,True,7.52,0,0
solo,cyclist,pass,True,True,True,14.69,0,0
solo,cymbal-on-stand,pass,True,True,True,1024.0,0,0
solo,d-pad,pass,True,True,True,12.0,0,0
solo,dachshund-face,pass,True,True,True,8.0,0,0
solo,dailybooth-logo,fail,False,True,True,8.0,0,0
solo,dalmatian-face,pass,True,True,True,15.88,0,0
solo,dam-spillway-water,pass,True,True,True,15.0,0,0
solo,damaged-shipping-box,fail,False,False,True,5.05,0,0
solo,dash-circle-large-head,pass,True,True,True,1024.0,0,0
solo,dash-fast-up-large-head,pass,True,True,True,1024.0,0,0
solo,dash-wave-down-large-head,pass,True,True,True,12.0,0,0
solo,dashcam,pass,True,True,True,8.0,0,0
solo,dashed-window-with-ornament-bar,pass,True,True,True,10.0,0,0
solo,data,pass,True,True,True,36.0,0,0
solo,data-lake,pass,True,True,True,32.0,0,0
solo,data-lake-level-chart,pass,True,True,True,12.0,0,0
solo,data-servers,pass,True,True,True,36.0,0,0
solo,data-transfer-diagonal,pass,True,True,True,1024.0,0,0
solo,data-transfer-horizontal,pass,True,True,True,14.0,0,0
solo,data-transfer-three-back-forth-back,pass,True,True,True,12.0,0,0
solo,data-transfer-vertical,pass,True,True,True,12.0,0,0
solo,data-transfer-vertical-networks,pass,True,True,True,16.0,0,0
solo,database,pass,True,True,True,32.0,0,0
solo,database-connect,pass,True,True,True,1024.0,0,0
solo,database-cylinder-label,pass,True,True,True,9.0,0,0
solo,database-diagrams,pass,True,True,True,32.0,0,0
solo,database-hierarchy,pass,True,True,True,8.0,0,0
solo,database-servers,pass,True,True,True,32.0,0,0
solo,dating-lips,pass,True,True,True,1024.0,0,0
solo,daytime-running-light,pass,True,True,True,9.78,0,0
solo,db-letters-underlined,pass,True,True,True,26.0,0,0
solo,death-coffin,pass,True,True,True,12.53,0,0
solo,death-star-equatorial-trench,pass,True,True,True,10.0,0,0
solo,deciduous-tree-with-branches,pass,True,True,True,1024.0,0,0
solo,decision,pass,True,True,True,25.15,0,0
solo,decrease,pass,True,True,True,1024.0,0,0
solo,decrease-indent,pass,True,True,True,10.0,0,0
solo,decrease-quote-level,pass,True,True,True,1024.0,0,0
solo,decrease-symbol,pass,True,True,True,1024.0,0,0
solo,deep-learning-amis,pass,True,True,True,36.0,0,0
solo,deep-lid-shipping-box,pass,True,True,True,10.22,0,0
solo,deepfake-face,pass,True,True,True,16.0,0,0
solo,deepfake-face-artificial-intelligence,pass,True,True,True,15.0,0,0
solo,deepfake-rotate,pass,True,True,True,1024.0,0,0
solo,deer-antlers,pass,True,True,True,10.0,0,0
solo,deer-head,pass,True,True,True,36.0,0,0
solo,deezer-logo,pass,True,True,True,16.0,0,0
solo,defense-shield-ability,pass,True,True,True,32.0,0,0
solo,degrees-celsius,pass,True,True,True,1024.0,0,0
solo,delay,pass,True,True,True,32.0,0,0
solo,delete,pass,True,True,True,1024.0,0,0
solo,delicata-squash,pass,True,True,True,1024.0,0,0
solo,delicious-logo,pass,True,True,True,17.0,0,0
solo,delivery-truck,pass,True,True,True,16.0,0,0
solo,delivery-truck-delivery,pass,True,True,True,16.0,0,0
solo,demeter-holding-stalk,pass,True,True,True,9.25,0,0
solo,democratic-donkey,pass,True,True,True,8.0,0,0
solo,dentistry-tooth,pass,True,True,True,1024.0,0,0
solo,dentistry-tooth-chipped,pass,True,True,True,1024.0,0,0
solo,deploy,pass,True,True,True,9.0,0,0
solo,deploy-rules,pass,True,True,True,9.0,0,0
solo,descending-lunar-node-symbol,pass,True,True,True,9.73,0,0
solo,design-bump-logo,pass,True,True,True,14.0,0,0
solo,design-file-text,pass,True,True,True,16.0,0,0
solo,design-float-logo,pass,True,True,True,1024.0,0,0
solo,design-tool-magnet,pass,True,True,True,10.0,0,0
solo,designmoo-logo,pass,True,True,True,1024.0,0,0
solo,desk-globe-stand,pass,True,True,True,1024.0,0,0
solo,desk-rotary-telephone,pass,True,True,True,8.0,0,0
solo,desk-with-arched-back-chair,pass,True,True,True,8.0,0,0
solo,desk-with-curved-lamp,pass,True,True,True,8.0,0,0
solo,desk-with-tucked-in-chair,pass,True,True,True,8.0,0,0
solo,desk-worker-with-dog,pass,True,True,True,8.0,0,0
solo,desktop-hard-drive-enclosure,pass,True,True,True,11.0,0,0
solo,desktop-hole-punch,pass,True,True,True,8.0,0,0
solo,desktop-monitor-bezel-splayed-stand,pass,True,True,True,8.0,0,0
solo,desktop-monitor-centre-post-stand,pass,True,True,True,9.0,0,0
solo,desktop-monitor-curved-pedestal,pass,True,True,True,10.0,0,0
solo,desktop-monitor-pedestal-stand,pass,True,True,True,8.0,0,0
solo,desktop-monitor-splayed-stand,pass,True,True,True,8.0,0,0
solo,desktop-monitor-twin-post-stand,pass,True,True,True,8.0,0,0
solo,desktop-projector,pass,True,True,True,18.0,0,0
solo,desktop-tape-dispenser,pass,True,True,True,20.0,0,0
solo,detective-man-2-avatar,pass,True,True,True,14.0,0,0
solo,detective-man-avatar,pass,True,True,True,14.0,0,0
solo,detective-woman-1-avatar,pass,True,True,True,10.0,0,0
solo,devastated,pass,True,True,True,1024.0,0,0
solo,devastated-face,pass,True,True,True,1024.0,0,0
solo,deviant-art-logo,pass,True,True,True,8.12,0,0
solo,devicon-logo,pass,True,True,True,30.11,0,0
solo,devil-figure-with-tail,pass,True,True,True,1024.0,0,0
solo,dew,pass,True,True,True,1024.0,0,0
solo,dholak-barrel-drum,pass,True,True,True,1024.0,0,0
solo,diagonal-airplane-outline,pass,True,True,True,8.39,0,0
solo,diagonal-airplane-pointed-wings,pass,True,True,True,8.28,0,0
solo,diagonal-arrow,pass,True,True,True,16.0,0,0
solo,diagonal-hand-saw,pass,True,True,True,16.0,0,0
solo,diagonal-handshake,fail,False,False,True,6.81,0,0
solo,diagonal-telephone-receiver,pass,True,True,True,1024.0,0,0
solo,diagram-arrow-corner-point-bottom,pass,True,True,True,1024.0,0,0
solo,diagram-arrow-corner-point-left,pass,True,True,True,1024.0,0,0
solo,diagram-arrow-corner-point-right,pass,True,True,True,1024.0,0,0
solo,diagram-arrow-corner-point-top,pass,True,True,True,1024.0,0,0
solo,diagram-arrow-dash-bottom,pass,True,True,True,1024.0,0,0
solo,diagram-arrow-dash-corner-point-bottom,pass,True,True,True,1024.0,0,0
solo,diagram-arrow-dash-corner-point-left,pass,True,True,True,1024.0,0,0
solo,diagram-arrow-dash-corner-point-right,pass,True,True,True,1024.0,0,0
solo,diagram-arrow-dash-corner-point-top,pass,True,True,True,1024.0,0,0
solo,diagram-arrow-dash-left,pass,True,True,True,1024.0,0,0
solo,diagram-arrow-dash-right,pass,True,True,True,1024.0,0,0
solo,diagram-arrow-dash-top,pass,True,True,True,1024.0,0,0
solo,dial-single-hand,pass,True,True,True,1024.0,0,0
solo,diamond-drop-earring,pass,True,True,True,8.0,0,0
solo,diamond-engagement-ring,pass,True,True,True,10.0,0,0
solo,diamond-mesh-network-wifi,pass,True,True,True,25.46,0,0
solo,diamond-money,pass,True,True,True,14.0,0,0
solo,diamond-ring,pass,True,True,True,1024.0,0,0
solo,diamond-shape,pass,True,True,True,25.46,0,0
solo,diamond-shape-bf86e9b1,pass,True,True,True,25.46,0,0
solo,diamond-shape-design,pass,True,True,True,25.46,0,0
solo,diamond-shine,pass,True,True,True,8.0,0,0
solo,diamonds-card,pass,True,True,True,24.89,0,0
solo,diaper,pass,True,True,True,10.0,0,0
solo,diaper-change,fail,False,False,True,3.26,0,0
solo,dice,pass,True,True,True,36.0,0,0
solo,dice-b1fb9650,pass,True,True,True,36.0,0,0
solo,dice-empty,pass,True,True,True,36.0,0,0
solo,dice-entertainment,pass,True,True,True,36.0,0,0
solo,digg-logo,pass,True,True,True,26.0,0,0
solo,diigo-logo,pass,True,True,True,10.0,0,0
