id,concept,old_categories,new_categories,reason,linked_profiles
3abd86f6-8729-4dc7-a6c0-936abbc9d962,Covered Restaurant Service Tray,other,other primitives-generate,other-generate,
3cb36a1f-8edb-4e21-9623-b8c8fac724c3,Electric Car with Lightning Bolt,other,other primitives-generate,other-generate,SOLO48
3d6cd0c8-32b5-4b44-85b4-ced44e8263e3,Top View Airplane Symbol,travel state other,travel state other primitives-generate,other-generate,SOLO48 SYMBOL32
3e9ff037-a258-4b1c-b371-0e61d148d431,Square Dollar Currency Symbol,other,other primitives-generate,other-generate,SOLO48
3edacc9e-08d0-4743-bfd2-e68e5a9fcc93,Square Camera Focus Viewfinder,container other,container other primitives-generate,other-generate,SOLO48
37c9b2bf-2623-41e2-b321-1ce5634ee388,Laboratory Flask with Leaf,other,other primitives-generate,other-generate,SOLO48
37f01c93-6b43-4a0f-8146-d1528c1b5572,Document with Data Graph,other,other primitives-generate,other-generate,SOLO48
39d51711-cb0a-4cf4-bdca-37c1fe832458,Private Message Bubble,other,other primitives-generate,other-generate,SOLO48
3a1f7f57-64f3-5378-81f5-7df2994049c6,Right Pointing Navigation Arrow,arrows state other,arrows state other primitives-generate,other-generate,SOLO48
3b83fd38-db3b-4974-b39c-fe72f9fbd03d,Circular Upload Symbol,other,other primitives-generate,other-generate,SOLO48
3b975376-341b-48a1-92cf-f4ed4b0af1eb,Elevator Doors with Directional Arrows,symbol other,symbol other primitives-generate,other-generate,SOLO48 SUB32 SYMBOL32
3b9c60da-23f6-4017-9891-25b6d2efaad6,Message Chat Bubble,other,other primitives-generate,other-generate,
3bbd3635-ed19-4db8-953f-adcc7ed97b05,Shield Protection Badge,protection other,protection other primitives-generate,other-generate,SOLO48 SUB32
3d250c41-6017-4d1f-9278-42fadf1fc93d,Social Media Like Button,other,other primitives-generate,other-generate,SOLO48
39399a41-99ae-4c98-b7bd-7bfd425ccc2e,Lit candle inside glass holder,combination other,combination other primitives-generate,other-generate,SOLO48
3ab75fea-801a-4cd2-b00b-8df6b38205e4,Rolled Blueprint Paper,container other,container other primitives-generate,other-generate,SOLO48
3b22f5f0-0fdf-465b-8951-1e23238ffe7b,Document Printer With Paper Sheet,devices other,devices other primitives-generate,other-generate,SOLO48 SYMBOL32
3bd744bc-3a24-4a8e-92f3-02a013f3d4f0,Two Wheeled Pedal Bicycle,state other,state other primitives-generate,other-generate,SOLO48 SUB32
3c5d9e7b-b736-46fd-9cd0-c46678889d84,Rounded Mechanical Gear Wheel,interface-essential other,interface-essential other primitives-generate,other-generate,CONTAINER64 SOLO48
3e16363f-ada2-54c9-a72d-11531ba9fcf7,Woman with Long Hair Avatar,avatars other,avatars other primitives-generate,other-generate,SOLO48
3eda77ef-4a51-4c20-a561-a20d8a86f04f,Megaphone for Public Announcement,interface-essential other,interface-essential other primitives-generate,other-generate,SOLO48 SUB32 SYMBOL32
3f4973e2-f775-4a1e-8ffa-b700409c92a7,House with Open Door,other,other primitives-generate,other-generate,SOLO48
25e8dad2-374e-4a65-b6de-697a33714628,Vertical Slider Low Intensity Setting,other,other primitives-generate,other-generate,SOLO48 SYMBOL32
25eec6e8-2660-5aa7-9a1c-b7180cbf1f05,Generic Person User Profile,other,other primitives-generate,other-generate,SOLO48
2655bf29-58fa-41d7-9d26-17149d8456f7,Polonium Chemical Element Symbol,symbol other,symbol other primitives-generate,other-generate,TEXT28 TEXT32
265b5a65-5aa8-4bdf-bbf6-682e357fd957,Public Announcement Megaphone,interface-essential other,interface-essential other primitives-generate,other-generate,SOLO48 SUB32 SYMBOL32
265d771c-37ea-4a56-8f73-ffaf2094e77b,Empty Shopping Cart Trolley,shopping other,shopping other primitives-generate,other-generate,SOLO48
268ed530-a32b-4c2b-8b9b-93aab6db8c82,Fire Flame Symbol,other,other primitives-generate,other-generate,SOLO48
27976f56-4e44-4d51-a265-66e6164f5a42,Uppercase Alphabet Letters K and J,text state other,text state other primitives-generate,other-generate,TEXT28 TEXT32
29b5cc6d-0003-4008-aefc-58305cb4d79f,Chemistry Erlenmeyer Flask,science state other,science state other primitives-generate,other-generate,SOLO48 SUB32 SYMBOL32
2b215432-9630-40f7-b54c-8a46d1aa75a7,Mathematical Digit Number Eight,symbol other,symbol other primitives-generate,other-generate,TEXT28 TEXT32
2d6ea938-e0f7-53d4-8ee7-1a3662ed24d3,Simple Pointed Short Sword,war other,war other primitives-generate,other-generate,SOLO48
2d9d4b43-b321-4da2-aa48-7a307656b538,Medical Health Record Document,combination other,combination other primitives-generate,other-generate,SOLO48
30e56ade-c3d8-5998-a5e2-8711b05ffd45,Rotating Sphere Arrow,artificial-intelligence state other,artificial-intelligence state other primitives-generate,other-generate,SOLO48 SUB32
314dcf43-c8b9-4ecf-b0ac-34ec596e757f,Square Mallet Hammer Tool,interface-essential state other,interface-essential state other primitives-generate,other-generate,SOLO48 SYMBOL32
3334fbb0-436e-4762-bc8a-40fa2559c98c,Dollar Currency Symbol,money other,money other primitives-generate,other-generate,SOLO48 SYMBOL32
262dd529-82e6-4744-ac57-ec46c428f624,User Chat Bubble,other,other primitives-generate,other-generate,SOLO48
26319804-c7ff-498f-a76f-62441d482fc8,Locked Smartphone,other,other primitives-generate,other-generate,SOLO48
265ecf16-9a75-43f1-970c-76948410da91,Modern Urban Office Buildings,building other,building other primitives-generate,other-generate,SOLO48 SUB32 SYMBOL32
26e00f91-ffb7-4269-a976-24c5834354ca,Secure Padlock Symbol,other,other primitives-generate,other-generate,SOLO48
2739b613-55fd-4f47-af97-f5cf90cb523d,Person Sitting and Huddled,other,other primitives-generate,other-generate,SOLO48
27692f9d-0668-4fe8-a00a-2837cdaa955d,Dashed Diagonal Down Left Arrow,arrows other,arrows other primitives-generate,other-generate,SOLO48 SYMBOL32
2a9dcb11-7f02-452f-a831-3c5101000f5e,Data Analytics Report Document,other,other primitives-generate,other-generate,
2c2ce02e-d93f-4086-969c-7135c5b08d1b,Online Payment Computer Monitor,other,other primitives-generate,other-generate,SOLO48
2de22ab7-b36e-43f7-805d-727e72c62f15,Short Sleeved T-Shirt,clothes other,clothes other primitives-generate,other-generate,SOLO48 SUB32 SYMBOL32
2ff44051-c27a-489e-8314-464892a54b20,Front View Car,transportation other,transportation other primitives-generate,other-generate,SOLO48
3057870d-1409-44b0-8369-04ad03f65bba,Water Droplet,smileys other,smileys other primitives-generate,other-generate,CONTAINER64 SOLO48 SUB32 SYMBOL32
31bb80bc-c783-4f9b-9edd-e437478a15a7,Virtual Reality Goggles,combination,combination primitives,added-primitives,SOLO48
326c1508-88bb-4d14-8b33-b1d3d8a968c8,Square Celsius Temperature Icon,combination other,combination other primitives-generate,other-generate,SOLO48
3301608a-a147-46b0-a517-f5efd7544a92,Medical Doctor Person Icon,combination,combination primitives,added-primitives,SOLO48
3457d276-baf3-4a40-a40a-44441f8cbaa3,Tilted Bottle with Liquid Drop,other state,other state primitives-generate,other-generate,SOLO48
346cf04b-ef4d-4d45-8063-7d65e0225422,Taxi Cab Front View,transportation other,transportation other primitives-generate,other-generate,SOLO48
27005b33-be8e-4027-a5b5-311a85fa87c3,Hanging Shop Signboard,container other,container other primitives-generate,other-generate,SOLO48
282df875-ad80-4f27-9f87-f3b69a27f229,Simple Circular Analog Clock,office other,office other primitives-generate,other-generate,SOLO48 SUB32
28f61fd8-f550-453e-acc6-c7ed39965df0,Kitchen Cutting Board,other,other primitives-generate,other-generate,SOLO48
2a9825e4-53aa-42cd-9b85-3cf1cc9cdb2d,Three Acupuncture Needles,state other,state other primitives-generate,other-generate,SOLO48
2c0ac7cd-8681-4e21-803e-6437b35eb4a2,Smartwatch with Pound Symbol,combination other,combination other primitives-generate,other-generate,SOLO48
2da2da3d-94f9-4835-b93e-c6f792dd33b0,Underlined Dy Text,text other,text other primitives-generate,other-generate,TEXT28 TEXT32
2e9c1712-6d57-4597-8235-ae8113db02d3,Arrow pointing to a dot,symbol other,symbol other primitives-generate,other-generate,SOLO48 SYMBOL32
2ebfc23c-058f-4089-adb1-309ca3bb6e6f,Kitchen Baking Oven Appliance,food other,food other primitives-generate,other-generate,SOLO48
3352f8c5-b764-483d-b1b4-cbbf08da871f,Retail Store Shopping Cart,other,other primitives-generate,other-generate,SOLO48
2aa72adc-73bd-4dc7-9a10-98093ab16af8,Times Four Multiplier,text state other,text state other primitives-generate,other-generate,TEXT_NATIVE_V2
2bb2d69f-6737-4cb3-ab10-f5735e124183,Document with Text,other,other primitives-generate,other-generate,
2cc3609a-d235-46f7-828b-ef134a6021e2,Television Monitor Password Security,other,other primitives-generate,other-generate,SOLO48
25d79f58-c01d-4a82-8565-6562d2773dd8,Fragile and This Side Up,symbol other,symbol other primitives-generate,other-generate,SOLO48 SYMBOL32
28139a46-33d3-497a-8145-8141fbadc0c4,Circular Play Media Button,other,other primitives-generate,other-generate,SOLO48
29afc4ae-ee0a-4bf3-af0c-b8306cc128fb,Desktop Computer Display Monitor,container other,container other primitives-generate,other-generate,
2d337092-378f-4348-8ecb-887c43d4dcb8,AVI Video File Format,text state other,text state other primitives-generate,other-generate,TEXT28 TEXT32
2e0fbeaa-154e-4e0a-860a-5b0e0542cf5f,Question Mark in Circle,other,other primitives-generate,other-generate,SOLO48
2fc0acbf-1d1b-470d-a272-1cf68f822b5a,Bunch of Grapes,state other,state other primitives-generate,other-generate,SOLO48
31035467-a6b8-4c8d-8d52-52dc236bc2c7,Mobile Phone with Dollar Sign,combination other,combination other primitives-generate,other-generate,SOLO48
2ee5ec1c-2e45-425c-a158-082563f5af59,Underlined Title Case Text,symbol other,symbol other primitives-generate,other-generate,TEXT28 TEXT32
33ef65ff-2528-4211-8fb6-5f9788166e2b,Three Parallel Vertical Columns,symbol other,symbol other primitives-generate,other-generate,SOLO48 SYMBOL32
3012b212-ec5f-487b-935e-c18701a8601b,Circular Refresh Arrows,other,other primitives-generate,other-generate,SOLO48
25e23332-ac02-4ef2-b46e-c1b96052f8f7,Simple House Icon,other,other primitives-generate,other-generate,
18b35c04-4431-44f3-9c6e-e6b8f421efaa,Modern Skyscraper Building,building other,building other primitives-generate,other-generate,SOLO48 SUB32
18b69b98-6848-46ef-bf19-8cfb6edfd4dc,Upward Pointing Arrow,interface-essential state other,interface-essential state other primitives-generate,other-generate,SOLO48
18ef3c0c-f96b-4a36-b74d-e15aada31f40,Canoe and Paddle,symbol other,symbol other primitives-generate,other-generate,SOLO48
18f047b9-f81e-571a-a3ea-2c4af962bcb7,South Korean Won Symbol,money state other,money state other primitives-generate,other-generate,SOLO48 SUB32 SYMBOL32
18f6118d-0b0a-4a7b-89e0-52ba5abbcb54,Biometric Fingerprint Identification,symbol state other,symbol state other primitives-generate,other-generate,SOLO48 SUB32 SYMBOL32
18f96efa-93ca-4c4e-9556-e131c14f8073,Airplane Taking Off,travel state other,travel state other primitives-generate,other-generate,SOLO48
194e0c8a-520e-4ab3-9a3e-2d1ab17a737a,Female User Profile Icon,avatars other,avatars other primitives-generate,other-generate,SOLO48 SUB32
1973e4b7-3a63-4cce-8b8f-86b2a1b7347a,Covered Food Serving Tray,other,other primitives-generate,other-generate,SOLO48
1977a278-47a7-4c2b-9627-a6687c3f657f,Rectangular Signboard Post,container other,container other primitives-generate,other-generate,SOLO48
1995ca04-2440-46b9-ac9b-e1c0f044621f,Number Three Symbol,typeface other,typeface other primitives-generate,other-generate,
19dc1699-da2b-4e42-b072-21890cdb8a28,Heart Rate Pulse Symbol,symbol state other,symbol state other primitives-generate,other-generate,SOLO48
19efbe81-d7b5-489d-9ea7-94a041ff5d58,Number Five Hundred,text state other,text state other primitives-generate,other-generate,
1a0d0787-7922-4516-a288-fd16ad4b775f,Monitor with Letter F,other,other primitives-generate,other-generate,SOLO48
1a5b10c5-e3d9-4568-9b2c-8d04c5b409cd,Simple Weather Cloud Icon,internet other,internet other primitives-generate,other-generate,SOLO48 SUB32
1ab29135-e724-4766-8bba-d4d0f8b7b6d5,Open Palm Hand Gesture,business state other,business state other primitives-generate,other-generate,SOLO48 SUB32
1abc0ab3-cc14-5329-b46e-3658f7db2237,Artistic Paint Brush,other,other primitives-generate,other-generate,SOLO48
1ad5e5d7-322f-4172-8305-36361142449d,Padlock with Central Circle,other,other primitives-generate,other-generate,SOLO48
1aef3c2a-6d0d-43a2-9616-698d70dc5298,Computer Monitor with Application Icons,other,other primitives-generate,other-generate,SOLO48
1b142e96-a7ca-4d29-b690-c751a7da7802,Computer Mouse Arrow Cursor,state other,state other primitives-generate,other-generate,SOLO48 SUB32
1b1d9d6c-194c-5757-b0b8-4299a625eaaa,Cargo Ship on Water,shipping state other,shipping state other primitives-generate,other-generate,SOLO48 SUB32
1b86c327-4937-4a5b-b8e0-6124c33765a0,Digital Product Barcode Symbol,other,other primitives-generate,other-generate,SOLO48
1bb86543-aae8-452c-8b45-50bb1efcab26,Video Game Controller,medias other,medias other primitives-generate,other-generate,SOLO48
1bc0a357-ae8c-5287-a849-d7b91c2e7aff,Person Wearing VR Headset,other,other primitives-generate,other-generate,SOLO48
1ccd28b1-c02a-5c2e-bb72-1fbc386d96b2,Mechanical Gear Wheel,interface-essential other,interface-essential other primitives-generate,other-generate,SOLO48
1d6140d8-fbbf-56b5-a986-e3da6351b189,Digital Photography Camera,photography other,photography other primitives-generate,other-generate,SOLO48
1d7d06ed-e8d1-45e5-bf6a-390fe16ad950,Computer Mouse Pointer Arrow,interface-essential other,interface-essential other primitives-generate,other-generate,SOLO48 SUB32 SYMBOL32
1d8d8f36-b3e7-43ec-9137-f4dfa75706db,Text Search Magnifying Glass,other state,other state primitives-generate,other-generate,SOLO48 SUB32
1e2ca453-12a7-47f3-800d-33b8e22b5f18,Female User Profile Icon,other,other primitives-generate,other-generate,
1e82d117-570c-41ee-9217-7031427f5fea,Mechanical Gear Settings Icon,interface-essential other,interface-essential other primitives-generate,other-generate,SOLO48 SUB32
1f9afcee-e2e4-4a4f-9118-6da37bec3928,Clipboard Task Checklist,office other,office other primitives-generate,other-generate,SOLO48
2007d848-4f3e-4571-a43a-9e9ad6abf259,Simple Retail Shopping Cart,other,other primitives-generate,other-generate,SOLO48
2125ec54-c0c7-4602-bab6-2abca03de2b6,Smart Band on Wrist,combination,combination primitives,added-primitives,SOLO48
22ba9936-54d3-4de1-815f-e80d16f43ff1,Retail Store Shopping Cart,shopping other,shopping other primitives-generate,other-generate,SOLO48
1c0f91c5-ddcd-4057-9258-33ab46aaac34,Mobile Phone with Euro Sign,combination other,combination other primitives-generate,other-generate,SOLO48
1dc2167f-9221-4801-9aa7-1f646f10bc31,Sharp Kitchen Knife,symbol state other,symbol state other primitives-generate,other-generate,SOLO48
1f12e0e9-892e-4d3d-ab45-7a2a22a30f92,First Aid Medical Case,symbol state other,symbol state other primitives-generate,other-generate,SOLO48 SUB32 SYMBOL32
21d09b77-d7c9-47c0-ae18-a1a0e8f2931c,Laboratory Round Flask,combination,combination primitives,added-primitives,SOLO48
22b0de95-e0f5-450b-9f1f-9e0284263be7,Smartwatch Dollar Payment,combination other,combination other primitives-generate,other-generate,SOLO48
23237409-43f0-422b-bb69-aa7978933593,Kilogram Weight Measurement Symbol,text state other,text state other primitives-generate,other-generate,TEXT28 TEXT32
23650838-a114-42c4-968f-13c9b79fbbd0,Medical Pill Capsule,health other,health other primitives-generate,other-generate,SOLO48 SUB32 SYMBOL32
2377450f-7d02-5301-a252-bf36ac99587f,Tall and Short City Buildings,office other,office other primitives-generate,other-generate,SOLO48
23b1ca2a-c99d-4a4c-89e3-6ce9e447d5be,3D Cube on Smartphone Screen,other,other primitives-generate,other-generate,SOLO48
240918de-1160-4292-9b40-49d0208b6170,Smart Fitness Tracker on Wrist,combination other,combination other primitives-generate,other-generate,SOLO48
245fc45b-1580-4530-93b9-2d61d874ff67,Automotive Service Car Lift,symbol other,symbol other primitives-generate,other-generate,SOLO48 SYMBOL32
24e8a2b3-57d5-4e9a-8572-c95bc40dc8e1,Modern Slanted Roof House,building other,building other primitives-generate,other-generate,SOLO48 SUB32 SYMBOL32
24fe2386-b951-48d1-8a50-9d4e65f27e91,Webpage Advertisement Window,other,other primitives-generate,other-generate,SOLO48
2530cf14-a84f-4082-8504-b4d2f35fe972,Industrial Factory Building,symbol other,symbol other primitives-generate,other-generate,SOLO48 SYMBOL32
1d9a58b4-68ec-4f8d-9e8a-122fc721d471,Monitor with Translation Symbol,other,other primitives-generate,other-generate,SOLO48
1de511b3-0217-41f6-9f83-4f718aa3d83a,Simple Home Building Symbol,interface-essential other,interface-essential other primitives-generate,other-generate,SOLO48
1e1fac7c-54c5-4468-baea-d2c722f0520d,Computer Monitor with Pound Symbol,other,other primitives-generate,other-generate,SOLO48
1f4a6c60-d414-4f9d-9cd4-e37b1eba314c,Monitor With Christian Cross,other,other primitives-generate,other-generate,SOLO48
1fb25f2b-ac92-4139-a840-97f6d0b98387,Suitcase with Key,other,other primitives-generate,other-generate,SOLO48
20ae5ca1-a8f1-4814-bf9a-56405dc59ca4,Previous Track Circle Button,other,other primitives-generate,other-generate,SOLO48
215dac05-5cab-5530-af8c-c7516495767a,Web Browser Window,apps other,apps other primitives-generate,other-generate,SOLO48
2234e12a-05f0-48de-ba27-d943238ccfaa,Human User Profile Avatar,symbol other,symbol other primitives-generate,other-generate,SOLO48 SYMBOL32
22698c1f-48fd-44ce-b5f2-9ebee17ac2f8,Simple Text Document,content other,content other primitives-generate,other-generate,SOLO48 SUB32
22c58b17-38c8-590c-851e-f4d7c1776b12,Web Browser Window,apps other,apps other primitives-generate,other-generate,SOLO48
23e48a73-6f3a-4649-8e2c-1ae7c754ab02,Crescent Moon Card,state other,state other primitives-generate,other-generate,SOLO48 SUB32
2445526d-6d27-4ec9-a2bd-a7623908795b,Browser Window with Euro Symbol,other,other primitives-generate,other-generate,SOLO48
1f3bf2aa-954f-457a-bf9a-49c4b3cb9cd3,Mathematical Plus Sign,interface-essential other,interface-essential other primitives-generate,other-generate,SOLO48 SUB32 SYMBOL32
1f8fe214-1e5c-4fa2-badb-7bca35a66309,Meat on Bone,other,other primitives-generate,other-generate,SOLO48
200fc64a-3a4a-41c0-b9a5-1b38a7eada67,Blank Document Clipboard,container other,container other primitives-generate,other-generate,
206fa313-37ee-4826-b03f-bda05b9a6f9d,Stacked Landscape Photo Gallery,other,other primitives-generate,other-generate,SOLO48
21e29b1c-8a04-474e-91fe-2c7c847aadfc,Simple Stylized Cat Face,animals combination,animals combination primitives,added-primitives,SOLO48
21f148ad-8725-429c-aa23-cad9257d7f13,Open Palm Helping Hand,other,other primitives-generate,other-generate,SOLO48
223acbcd-fc0d-46aa-a05a-cd4a9693b0b8,Woman Head Avatar,other,other primitives-generate,other-generate,SOLO48
25a4cb19-9e79-49d4-b5af-74c85495cf76,Online Education Computer Monitor,other,other primitives-generate,other-generate,SOLO48
251e1919-65ab-4b80-b5b3-143b8f0f5187,Lit Smoking Tobacco Cigarette,other,other primitives-generate,other-generate,SOLO48
0045f15c-b131-434f-9f5d-bf6646957611,Smartphone with Letter F,other,other primitives-generate,other-generate,SOLO48
006f0542-de8b-4cfd-9623-f45ac4159bfd,Financial Payment Credit Card,business other,business other primitives-generate,other-generate,SOLO48
0104273d-3559-4788-a337-c2575e324bb8,Simple Heart Love Symbol,romance state other,romance state other primitives-generate,other-generate,SOLO48 SYMBOL32
01358fdb-e97b-45c4-b36d-ff26939879f9,Rounded Dashed Selection Box,container other,container other primitives-generate,other-generate,SOLO48
018187c4-2d3b-507e-8e89-7dff566e58a3,Virtual Private Network Indicator,mobile other,mobile other primitives-generate,other-generate,
022afca4-73a1-4754-a667-2cf081072350,Universal Prohibited Symbol,other,other primitives-generate,other-generate,SOLO48
0275d46c-9a52-48fb-9993-9a0c2a0a4b89,Circular Skull Danger Symbol,combination other,combination other primitives-generate,other-generate,SOLO48
02af3840-b8eb-40f6-b3ef-54661616285b,TIFF Image File Format,text state other,text state other primitives-generate,other-generate,TEXT_NATIVE_V2
033bb549-c6d5-42c3-9f67-16786b6cf70e,Home Property Information,symbol other,symbol other primitives-generate,other-generate,SOLO48 SYMBOL32
0440d8eb-b611-409c-b5fd-71315e26622e,5G Wireless Network Symbol,text state other,text state other primitives-generate,other-generate,SOLO48 TEXT_NATIVE_V2
056563c8-a6c4-4201-b355-6ff5f08795ea,Bitcoin Cryptocurrency Symbol,state other,state other primitives-generate,other-generate,SOLO48 SUB32
07cafd66-efd4-43ca-978e-239ccb6dfed3,Online Payment Browser Window,other,other primitives-generate,other-generate,SOLO48
082bbc6d-66f5-4ed1-9c07-82e626a9bcbb,Downward Trend Arrow,symbol other state,symbol other state primitives-generate,other-generate,SOLO48 SUB32 SYMBOL32
09d46922-aef5-4852-adba-0ef16efae1de,Numerical Digit Two,typeface other,typeface other primitives-generate,other-generate,
0a67da07-eaae-4ea7-8bbf-655ed643b997,Home Temperature Control,other,other primitives-generate,other-generate,
0ae7832b-1984-4734-b4cd-ed0973b91fb2,Simple Residential Home Symbol,interface-essential other,interface-essential other primitives-generate,other-generate,SOLO48
0c3535ed-6772-4bdc-aea7-fb01cc99793c,Circular Award Ribbon Badge,container other,container other primitives-generate,other-generate,SOLO48
0d43b9ae-0677-471f-aad7-b0ebaa87348c,Trash Can with Lid,other,other primitives-generate,other-generate,SOLO48
0147e448-85a3-4a2c-aa81-b64b2b695f99,House Air Ventilation Fan,other,other primitives-generate,other-generate,
019edb66-6728-4e28-ae42-b3dcaedeee84,Person Wearing VR Headset,other,other primitives-generate,other-generate,SOLO48
01d89380-da3f-4d8c-ae1a-a259c8c619ae,Simple Water Drop,other state,other state primitives-generate,other-generate,SOLO48 SUB32 SYMBOL32
02c4f114-340f-49bc-b4ae-89065a04546b,Door With Right Exit Arrow,other,other primitives-generate,other-generate,SOLO48
0456d2ad-8d6b-457d-a5f1-315cf8b0766f,House with Chimney,other,other primitives-generate,other-generate,
05e357f1-918a-47c6-833b-e84768b61f3b,Biometric Fingerprint Identity Scanner,other,other primitives-generate,other-generate,SOLO48
06655b8e-39ad-4051-aafc-316a27ffb14a,GDPR Compliance Badge,state other,state other primitives-generate,other-generate,SOLO48
07459f9b-1db4-4f1f-aeee-4e5113b2f2f4,Briefcase with Dollar Sign,other,other primitives-generate,other-generate,SOLO48
078c527e-7fad-4791-9242-4409c4f071d0,Academic Graduation Cap,other,other primitives-generate,other-generate,SOLO48
07b8f9ac-0a75-41a3-8bc5-9d1b8abe6e74,Mobile User Profile,combination other,combination other primitives-generate,other-generate,SOLO48
07da1c02-3eef-484e-9004-81e29cd29092,Single Water Droplet,health state other,health state other primitives-generate,other-generate,SOLO48
08bd3d5c-e5b7-4c78-8a77-0c6da1cdfbfb,Web Browser Window,websites other,websites other primitives-generate,other-generate,SOLO48
09afbc31-5487-4884-b5bb-9534c9f636f2,Retail Shopping Cart,other,other primitives-generate,other-generate,SOLO48
0a7c7db6-f1c4-4f73-aae4-33b91b0f604c,Four Inward Pointing Arrows,other,other primitives-generate,other-generate,SOLO48
0313a853-8fee-401d-b021-0624788b6cd1,Simple Digital Photo Camera,video other,video other primitives-generate,other-generate,SOLO48 SUB32 SYMBOL32
0347a479-eedb-4204-bff5-6fccfb03c880,Registered Trademark Symbol,other,other primitives-generate,other-generate,SOLO48
045a0447-9d31-4ac4-8345-6b457d6d7fdb,Unlocked Computer Screen,other,other primitives-generate,other-generate,SOLO48
04ecc27d-03d8-408a-819d-858967c25768,User Profile in Circle,state other,state other primitives-generate,other-generate,SOLO48 SUB32
04fb00e6-0b6f-58a2-8050-6761987cf8dd,Diagonal Kitchen Knife,food state other,food state other primitives-generate,other-generate,SOLO48 SUB32
05b85708-b328-4db0-9c82-4b28b3be56f5,Simple Analog Clock Face,office other,office other primitives-generate,other-generate,SOLO48 SUB32 SYMBOL32
05e2ce47-0cc9-49ed-8c9a-44eadff51505,Mobile Phone Repair Service,other,other primitives-generate,other-generate,SOLO48
063ab96d-f4b4-5efb-8556-e39f659bbd47,Nuclear Explosion Mushroom Cloud,other,other primitives-generate,other-generate,SOLO48
069bf6b4-e362-4e8f-b335-eb005c8c4865,Rounded Desktop Monitor Screen,tv other,tv other primitives-generate,other-generate,SOLO48
076bc927-b602-45b8-bfda-183eca16fa3c,Angry Person Profile Icon,other,other primitives-generate,other-generate,SOLO48
0834d074-9946-4b32-82f3-44311a412af0,Electric Power Plug,other,other primitives-generate,other-generate,SOLO48
09ee382a-3706-4a55-a049-30c393a047b6,Person Wearing Ski Mask,other,other primitives-generate,other-generate,SOLO48
0a0feef2-02cf-4796-98f1-93d8a372ce93,Webpage Software Bug,other,other primitives-generate,other-generate,SOLO48
0a5f79fb-077b-4a74-b852-967b66a0f12e,Two Prong Electrical Plug,symbol state other,symbol state other primitives-generate,other-generate,SOLO48 SUB32 SYMBOL32
0ab8a2ab-823f-461d-bcbb-b0e7e1e5af20,Computer Graphics Card,other,other primitives-generate,other-generate,SOLO48
0b1a364e-6481-4ccd-b8ea-1616ed761c6c,Music Note in Rounded Square,combination other,combination other primitives-generate,other-generate,SOLO48
0b41f55f-6e44-4d98-92ba-950bf3b6a2dc,Simple Retail Shopping Cart,other,other primitives-generate,other-generate,SOLO48
0d0d1025-1418-574d-b291-75e0e612531c,3D Object Rotation Tool,other,other primitives-generate,other-generate,SOLO48
05527817-e116-5792-bd22-8f96b697f72b,Diagonal Hand Pointer,other,other primitives-generate,other-generate,SOLO48
05e504e4-9d44-430b-a3b8-b381d38174f9,Monitor with Moon and Star,other,other primitives-generate,other-generate,SOLO48
05f00c7f-9195-41aa-b8b1-c15ae7c59bd3,Crossed Fingers Good Luck Gesture,other,other primitives-generate,other-generate,SOLO48
067b08c0-5163-4e0d-85e0-134c1bd0b193,Smartphone Augmented Reality Cube,other,other primitives-generate,other-generate,
079b29c7-288f-4408-becf-0561f8425ecb,Slice of Bread,other state,other state primitives-generate,other-generate,SOLO48
07e1bb79-331c-4f70-8f6d-2c162b0b2d9a,Human User Profile Icon,other,other primitives-generate,other-generate,SOLO48
08a24aa4-c28b-421f-94e2-f810a7a98af1,Smart Home Mobile App,other,other primitives-generate,other-generate,SOLO48
08ce9242-6dea-4459-b4d0-e91ada71f50a,Movie Production Clapperboard,other,other primitives-generate,other-generate,SOLO48
0a11ecc5-12d2-479f-ad50-bf72f2730e09,Circular Refresh Arrows,symbol state other,symbol state other primitives-generate,other-generate,SOLO48 SUB32
0a850f90-2953-422f-b95d-65062508b5a1,Mobile Phone Airplane Mode,other,other primitives-generate,other-generate,SOLO48
0c65dafc-c26f-4d60-b045-e9301d81fc96,Simple Botanical Leaf,other,other primitives-generate,other-generate,SOLO48
0ccd2887-dbd0-4ab5-a736-e2ba5438da4d,Modern Smartphone Mobile Device,phones other,phones other primitives-generate,other-generate,SOLO48 SUB32
0d1c07b1-b009-4892-8dde-14c895d31e66,Text Input Field,other,other primitives-generate,other-generate,SOLO48
076f94bc-9c1a-413b-90c1-b19234a4a013,Simple Circular World Globe,state other,state other primitives-generate,other-generate,SOLO48 SUB32
079086c7-cfbe-4c2b-a1d3-438ec4146466,Mobile Phone Malware Alert,combination other,combination other primitives-generate,other-generate,SOLO48
08463876-5f43-4cd9-869b-34fbb81d9519,Square Media Play Button,medias other,medias other primitives-generate,other-generate,SOLO48
08bec648-2d52-4612-97b2-467c1570d4eb,Uppercase Letters Q and T,text state other,text state other primitives-generate,other-generate,TEXT_NATIVE_V2
08e6be2e-5fe4-4740-94ab-49f66b70e380,Funnel Filter Symbol,other,other primitives-generate,other-generate,SOLO48
095fe804-eb94-45af-aa66-9fa427a386a8,Eco Friendly House,other,other primitives-generate,other-generate,SOLO48
0bfd29d7-5d44-4550-b64e-501fc09382fa,Crescent Moon Night Symbol,other,other primitives-generate,other-generate,SOLO48
0c7744ab-70fa-4bd8-a27f-4bfec6b0c749,Female User Avatar Icon,other,other primitives-generate,other-generate,
