file,old_category,new_category,categories
icon_set/metadata/solo/card-business.json,business,business,primitives business
icon_set/metadata/solo/card-d486b4cd.json,business,business,business other primitives-generate
icon_set/metadata/solo/card-ea0b88fe.json,business,business,primitives business
icon_set/metadata/solo/card-fc09bb7b.json,business,business,primitives business
icon_set/metadata/solo/card-game-card-club.json,entertainment,entertainment,entertainment primitives
icon_set/metadata/solo/card-game-card-spade.json,entertainment,entertainment,entertainment primitives
icon_set/metadata/solo/card.json,business,business,business other primitives-generate
icon_set/metadata/solo/cargo-bicycle-rear-box.json,objects/transportation,transportation,transportation primitives
icon_set/metadata/solo/cargo-ship-facing-left.json,transportation,transportation,transportation primitives
icon_set/metadata/solo/cargo-ship-facing-right.json,transportation,transportation,transportation other primitives-generate
icon_set/metadata/solo/cargo-ship-symbol.json,symbol,symbol,symbol
icon_set/metadata/solo/cargo-ship-with-birds.json,transportation,transportation,transportation primitives
icon_set/metadata/solo/cargo-ship.json,objects/shipping,shipping,shipping state other primitives-generate
icon_set/metadata/solo/cargo-trailer-batch-078.json,objects/general,primitives-generate,primitives primitives-generate
icon_set/metadata/solo/cargo-truck-cab-window.json,transportation,transportation,transportation primitives
icon_set/metadata/solo/cargo-truck-rear-with-two-boxes.json,objects/delivery,delivery,delivery primitives
icon_set/metadata/solo/carousel-horse-on-pole-beneath-triangular-canopy.json,objects/recreation,entertainment,entertainment primitives
icon_set/metadata/solo/carpenters-square.json,objects/tools,tools,primitives tools
icon_set/metadata/solo/carplay-connect.json,mobile,mobile,mobile primitives
icon_set/metadata/solo/carrot-hanging-from-stick.json,objects/work,work,work primitives
icon_set/metadata/solo/carrot-with-two-pointed-leaves.json,objects/food,food,food state
icon_set/metadata/solo/cart-d135db2c.json,shopping,shopping,shopping primitives
icon_set/metadata/solo/cart-e3de8236.json,shopping,shopping,shopping primitives
icon_set/metadata/solo/cart-e7cacb27.json,shopping,shopping,shopping state
icon_set/metadata/solo/cart-shopping.json,shopping,shopping,shopping primitives
icon_set/metadata/solo/cart-spas.json,spas,spas,primitives spas
icon_set/metadata/solo/cart.json,shopping,shopping,shopping primitives
icon_set/metadata/solo/cartoon-cat-face.json,objects/gaming,video-games,primitives video-games
icon_set/metadata/solo/carving-a-wooden-bowl-batch-013-10.json,objects/batch-subjects,hobbies,primitives hobbies
icon_set/metadata/solo/carving-a-wooden-bowl.json,objects/hobbies,hobbies,primitives hobbies
icon_set/metadata/solo/cash-register-with-receipt.json,objects/shopping,shopping,shopping primitives
icon_set/metadata/solo/cashew.json,_uncategorized,primitives-generate,primitives primitives-generate
icon_set/metadata/solo/casino-chip-1.json,symbol,symbol,symbol state
icon_set/metadata/solo/casino-clover.json,entertainment,entertainment,entertainment primitives
icon_set/metadata/solo/casino-player-man-avatar.json,avatars,avatars,primitives avatars
icon_set/metadata/solo/casino-player-woman-avatar.json,avatars,avatars,primitives avatars
icon_set/metadata/solo/cassette-tape-oval-window.json,objects/music,music,primitives music
icon_set/metadata/solo/cassette-tape-round-reels.json,objects/music,music,primitives music
icon_set/metadata/solo/castle-tower-keyhole-door.json,objects/protection,protection,protection primitives
icon_set/metadata/solo/castle-tower-with-drawbridge.json,objects/protection,protection,protection primitives
icon_set/metadata/solo/castle-tower-with-pennant.json,places/landmarks,landmarks,landmarks primitives
icon_set/metadata/solo/castle-with-gate-tower.json,places/landmarks,landmarks,landmarks primitives
icon_set/metadata/solo/casual-sneakers-pair-profile.json,footwear,footwear,primitives footwear
icon_set/metadata/solo/cat-bed.json,pets,pets,pets primitives
icon_set/metadata/solo/cat-bell.json,objects/pets,pets,pets primitives
icon_set/metadata/solo/cat-cat-ball.json,pets,pets,pets primitives
icon_set/metadata/solo/cat-eared-pet-bed.json,objects/pets,pets,pets primitives
icon_set/metadata/solo/cat-face.json,objects/animals,animals,animals combination primitives
icon_set/metadata/solo/cat-grass-in-pot.json,objects/pets,pets,pets primitives
icon_set/metadata/solo/cat-head-nose-line.json,objects/pets,pets,pets state other primitives-generate
icon_set/metadata/solo/cat-head.json,pets,pets,pets state
icon_set/metadata/solo/cat-paw-print.json,nature/animals,animals,animals
icon_set/metadata/solo/cat-paw.json,objects/animals,animals,animals primitives
icon_set/metadata/solo/cat-scratching-post-with-toy.json,objects/pets,pets,pets primitives
icon_set/metadata/solo/cat-toy.json,pets,pets,pets primitives
icon_set/metadata/solo/categorized-sidebar-layout-batch-001-r2.json,objects/interface,apps,apps primitives
icon_set/metadata/solo/categorized-sidebar-layout-batch-001-r3.json,apps,apps,apps primitives
icon_set/metadata/solo/categorized-sidebar-layout-solo-b001-02.json,objects,apps,apps primitives
icon_set/metadata/solo/caterpillar-toy.json,people/babies,babies,babies primitives
icon_set/metadata/solo/cauldron-with-stirring-spoon.json,objects/holidays,holidays,primitives holidays
icon_set/metadata/solo/cauldron.json,holidays,holidays,primitives holidays
icon_set/metadata/solo/cave-painting-symbols.json,culture,culture,culture primitives
icon_set/metadata/solo/cctv-camera-facing-left.json,objects/protection,protection,protection primitives
icon_set/metadata/solo/cctv-camera-facing-right.json,objects/protection,protection,protection primitives
icon_set/metadata/solo/cd-electronics.json,electronics,electronics,electronics primitives
icon_set/metadata/solo/cd-rom-drive.json,objects/device,computers,computers primitives
icon_set/metadata/solo/cd.json,electronics,electronics,electronics primitives
icon_set/metadata/solo/ceiling-ball-chandelier-retro.json,lamps,lamps,lamps primitives
icon_set/metadata/solo/ceiling-lamp-double.json,lamps,lamps,lamps primitives
icon_set/metadata/solo/ceiling-shower-head.json,hotels,hotels,hotels primitives
icon_set/metadata/solo/celery-bunch.json,objects/food,food,primitives food
icon_set/metadata/solo/celery-stalk-with-leaves-batch-010-12.json,objects/batch-010,food,primitives food
icon_set/metadata/solo/cell-border-full.json,interface-essential,interface-essential,interface-essential primitives
icon_set/metadata/solo/cell-with-wavy-projections.json,objects/health,health,health primitives
icon_set/metadata/solo/cellar-stair-beneath-arch.json,building,building,building primitives
icon_set/metadata/solo/cellar.json,building,building,building primitives
icon_set/metadata/solo/centos-logo.json,brands/logos,logos,logos primitives
icon_set/metadata/solo/ceramic-tool.json,hobbies,hobbies,primitives hobbies
icon_set/metadata/solo/ceramic.json,hobbies,hobbies,primitives hobbies
icon_set/metadata/solo/ceres-astrological-symbol.json,culture,culture,culture primitives
icon_set/metadata/solo/chain-link-diagonal.json,symbols/standalone,symbol,symbol state
icon_set/metadata/solo/chair-pose.json,objects/sports,sports,sports primitives
icon_set/metadata/solo/chairlift-passenger.json,objects/sports,sports,sports primitives
icon_set/metadata/solo/chamfered-film-strip-frame.json,objects/photography,photography,photography primitives
icon_set/metadata/solo/chamomile-flower.json,nature/batch-01,nature,nature primitives
icon_set/metadata/solo/champagne-bottle-with-rounded-cap-and-low-band.json,drinks,drinks,drinks primitives
icon_set/metadata/solo/champagne-glass-with-fireworks-batch-014-03.json,objects/batch-subjects,holidays,primitives holidays
icon_set/metadata/solo/champagne-glass.json,drinks,drinks,drinks primitives
icon_set/metadata/solo/champagne-sparkling-wine-bottle-batch-006-15.json,objects/batch-006,drinks,drinks primitives
icon_set/metadata/solo/charging-battery-104-solo-v2.json,objects/interface-essential,primitives-generate,symbol state other primitives-generate
icon_set/metadata/solo/charging-battery-104-solo.json,objects/interface-essential,primitives-generate,symbol state other primitives-generate
icon_set/metadata/solo/charging-battery-110-solo.json,objects/interface-essential,primitives-generate,other state primitives-generate
icon_set/metadata/solo/charging-puck-and-cable.json,objects/mobile,mobile,mobile primitives
icon_set/metadata/solo/charging.json,symbol,symbol,symbol state
icon_set/metadata/solo/chart-with-floating-horizontal-segments.json,business,business,primitives business
icon_set/metadata/solo/chart-with-three-triangular-peaks.json,business,business,primitives business
icon_set/metadata/solo/chart.json,symbol,symbol,symbol
icon_set/metadata/solo/chat-bubble-smile.json,objects/symbols,symbol,symbol state
icon_set/metadata/solo/chat-bubble-text-lines.json,symbols/standalone,symbol,symbol state
icon_set/metadata/solo/chat-bubble-with-clock-solo.json,objects/interface-essential,symbol,symbol state
icon_set/metadata/solo/chateau-frontenac.json,places/landmarks,landmarks,landmarks primitives
icon_set/metadata/solo/check-1c3b9578.json,interface-essential,interface-essential,interface-essential primitives
icon_set/metadata/solo/check-and-cross-square-solo.json,objects/interface-essential,primitives-generate,state other primitives-generate
icon_set/metadata/solo/check-and-cross.json,symbols/standalone,symbol,symbol
icon_set/metadata/solo/check-button.json,interface-essential,interface-essential,interface-essential primitives
icon_set/metadata/solo/check-circle.json,interface-essential,interface-essential,interface-essential primitives
icon_set/metadata/solo/check-double.json,interface-essential,interface-essential,interface-essential primitives
icon_set/metadata/solo/check-interface-essential.json,interface-essential,interface-essential,interface-essential state other primitives-generate
icon_set/metadata/solo/check-towing-device.json,transportation,transportation,transportation primitives
icon_set/metadata/solo/check-with-lines.json,symbol,symbol,symbol
icon_set/metadata/solo/checklist-document-for-tasks-solo.json,objects/interface-essential,symbol,symbol state
icon_set/metadata/solo/checklist.json,work,work,work primitives
icon_set/metadata/solo/cheeky.json,smileys,smileys,smileys primitives
icon_set/metadata/solo/cheerful.json,smileys,smileys,smileys primitives
icon_set/metadata/solo/cheetah-face.json,nature/animals,animals,animals primitives
icon_set/metadata/solo/chef-gear-biscuits-cup.json,food,food,primitives food
icon_set/metadata/solo/chef-gear-cookie-bowl.json,food,food,primitives food
icon_set/metadata/solo/chef-gear-mug.json,drinks,drinks,drinks primitives
icon_set/metadata/solo/chef-hat-and-mustache-batch-010-13.json,objects/batch-010,food,primitives food
icon_set/metadata/solo/chef-hat-batch-071.json,objects,primitives-generate,primitives primitives-generate
icon_set/metadata/solo/chef-hat-with-mustache.json,objects/food,food,primitives food
icon_set/metadata/solo/chef-knife-batch-012-04.json,objects/batch-subjects,food,food state
icon_set/metadata/solo/chemical-hexagon-health.json,health,health,health primitives
icon_set/metadata/solo/chemical-hexagon.json,health,health,health primitives
icon_set/metadata/solo/chemical-molecule-linked-atoms.json,objects/health,health,health primitives
icon_set/metadata/solo/cherry-ice-cream-sundae.json,objects/food,food,primitives food
icon_set/metadata/solo/chess-bishop-batch-013-01.json,objects/batch-subjects,hobbies,primitives hobbies
icon_set/metadata/solo/chess-bishop.json,objects/hobbies,hobbies,primitives hobbies
icon_set/metadata/solo/chess-king-batch-013-02.json,objects/batch-subjects,hobbies,primitives hobbies
icon_set/metadata/solo/chess-king.json,objects/hobbies,hobbies,primitives hobbies
icon_set/metadata/solo/chess-knight-and-pawn-batch-013-03.json,objects/batch-subjects,hobbies,primitives hobbies
icon_set/metadata/solo/chess-knight-and-pawn.json,objects/hobbies,hobbies,primitives hobbies
icon_set/metadata/solo/chess-knight-piece-batch-019-15.json,objects,primitives-generate,other primitives-generate
icon_set/metadata/solo/chess-knight-piece-solo-b018.json,objects/everyday,primitives-generate,other primitives-generate
icon_set/metadata/solo/chess-pawn-reference-batch-013-04.json,objects/batch-subjects,hobbies,primitives hobbies
icon_set/metadata/solo/chess-pawn-reference.json,objects/hobbies,hobbies,primitives hobbies
icon_set/metadata/solo/chess-pawn.json,hobbies,hobbies,hobbies other primitives-generate
icon_set/metadata/solo/chess-queen-batch-013-06.json,objects/batch-subjects,hobbies,primitives hobbies
icon_set/metadata/solo/chess-queen.json,objects/hobbies,hobbies,primitives hobbies
icon_set/metadata/solo/chess-rook-batch-013-07.json,objects/batch-subjects,hobbies,primitives hobbies
icon_set/metadata/solo/chess-rook-batch-013-15.json,objects/batch-subjects,hobbies,primitives hobbies
icon_set/metadata/solo/chess-rook-wide-battlements.json,objects/hobbies,hobbies,primitives hobbies
icon_set/metadata/solo/chess-rook.json,objects/hobbies,hobbies,primitives hobbies
icon_set/metadata/solo/chevron-down-hollow.json,symbols/standalone,symbol,symbol
icon_set/metadata/solo/chevron-marker-board.json,objects/transportation,transportation,transportation primitives
icon_set/metadata/solo/chevron-up-with-wide-arms.json,arrows,arrows,arrows state
icon_set/metadata/solo/chicken-biryani-bowl.json,objects/food,food,primitives food
icon_set/metadata/solo/chicken-biryani-rice-bowl-batch-010-14.json,objects/batch-010,food,primitives food
icon_set/metadata/solo/chicken-drumstick-batch-010-15.json,objects/batch-010,food,primitives food
icon_set/metadata/solo/chicken-face.json,animals,animals,animals state other primitives-generate
icon_set/metadata/solo/chihuahua-head.json,objects/pets,pets,pets primitives
icon_set/metadata/solo/child-cycle-with-front-basket-batch-018-02.json,objects,kids,primitives kids
icon_set/metadata/solo/child-cycle-with-front-basket-solo-b016-r02.json,objects/toys,kids,primitives kids
icon_set/metadata/solo/child-cycle-with-front-basket-solo-b016.json,objects/toys,kids,primitives kids
icon_set/metadata/solo/child-face.json,objects/symbols,symbol,symbol state
icon_set/metadata/solo/child-jumping-rope.json,objects/wayfinding,wayfinding,wayfinding primitives
icon_set/metadata/solo/child-playing-ball.json,objects/wayfinding,wayfinding,wayfinding primitives
icon_set/metadata/solo/child-playing-with-ball.json,kids,kids,primitives kids
icon_set/metadata/solo/child-playing-with-toy-car.json,objects/wayfinding,wayfinding,wayfinding primitives
icon_set/metadata/solo/child-sitting-on-potty.json,objects/wayfinding,wayfinding,wayfinding primitives
icon_set/metadata/solo/children-on-seesaw.json,objects/wayfinding,wayfinding,wayfinding primitives
icon_set/metadata/solo/chili-peppers-three.json,objects/symbols,symbol,symbol state
icon_set/metadata/solo/chili-peppers-two.json,objects/symbols,symbol,symbol state
icon_set/metadata/solo/chilli-jelapeno.json,food,food,primitives food
icon_set/metadata/solo/chilli.json,symbol,symbol,symbol state
icon_set/metadata/solo/chinese-alphabet.json,interface-essential,interface-essential,interface-essential primitives
icon_set/metadata/solo/chinese-character-wen.json,symbols/standalone,symbol,symbol state
icon_set/metadata/solo/chinese-coin-with-square-hole.json,culture/religion,religion,primitives religion
icon_set/metadata/solo/chinese-dim-sum-dumpling.json,food,food,primitives food
icon_set/metadata/solo/chinese-dragon-head.json,culture,culture,culture primitives
icon_set/metadata/solo/chinese-endless-knot.json,objects/holidays,holidays,primitives holidays
icon_set/metadata/solo/chinese-ghost-mask.json,objects/holidays,holidays,primitives holidays
icon_set/metadata/solo/chinese-moon-goddess.json,objects/holidays,holidays,primitives holidays
icon_set/metadata/solo/chip-symbol.json,symbol,symbol,symbol
icon_set/metadata/solo/chip.json,state,state,state
icon_set/metadata/solo/chipped-wine-glass.json,objects/shipping,shipping,primitives shipping
icon_set/metadata/solo/chiron-astrological-symbol.json,culture,culture,culture primitives
icon_set/metadata/solo/chisel-carving-wood-batch-013-08.json,objects/batch-subjects,hobbies,primitives hobbies
icon_set/metadata/solo/chisel-carving-wood.json,objects/hobbies,hobbies,primitives hobbies
icon_set/metadata/solo/chisel-with-wood-shaving-batch-013-09.json,objects/batch-subjects,hobbies,primitives hobbies
icon_set/metadata/solo/chisel-with-wood-shaving.json,objects/hobbies,hobbies,primitives hobbies
icon_set/metadata/solo/chocolate-bar.json,food,food,primitives food
icon_set/metadata/solo/chocolate-box.json,romance,romance,primitives romance
icon_set/metadata/solo/chow-chow-face.json,objects/pets,pets,pets primitives
icon_set/metadata/solo/christ-the-redeemer.json,objects/landmarks,landmarks,landmarks primitives
icon_set/metadata/solo/christian-cross.json,symbol,symbol,symbol
icon_set/metadata/solo/christian-man-with-chest-cross.json,avatars,avatars,primitives avatars
icon_set/metadata/solo/christianity.json,religion,religion,primitives religion
icon_set/metadata/solo/christmas-bauble.json,objects/holidays,holidays,primitives holidays
icon_set/metadata/solo/christmas-sleigh.json,objects/holidays,holidays,primitives holidays
icon_set/metadata/solo/christmas-sock.json,holidays,holidays,primitives holidays
icon_set/metadata/solo/christmas-tree.json,nature/batch-03,nature,nature primitives
icon_set/metadata/solo/christmas-wreath-with-bow.json,objects/holidays,holidays,primitives holidays
icon_set/metadata/solo/chrome-logo.json,logos,logos,logos primitives
icon_set/metadata/solo/chromosome-pair.json,objects/health,health,health primitives
icon_set/metadata/solo/church-with-two-crossed-spires.json,places/landmarks,landmarks,landmarks primitives
icon_set/metadata/solo/cigarette-in-ashtray.json,objects/wayfinding,wayfinding,wayfinding primitives
icon_set/metadata/solo/cigarette-smoke.json,objects/symbols,symbol,symbol
icon_set/metadata/solo/cinema-4d-logo.json,brands/logos,logos,logos primitives
icon_set/metadata/solo/cinema-showtime-with-audience-batch-007-15.json,entertainment,entertainment,entertainment primitives
icon_set/metadata/solo/cinema-showtime-with-audience-batch-009-03.json,objects/batch-009,entertainment,entertainment primitives
icon_set/metadata/solo/circinus-state.json,state,state,state
icon_set/metadata/solo/circinus.json,state,state,state
icon_set/metadata/solo/circle-4e3029e6.json,other,primitives-generate,other primitives-generate
icon_set/metadata/solo/circle-add.json,other,primitives-generate,state other primitives-generate
icon_set/metadata/solo/circle-arrow-left.json,arrows,arrows,arrows state
icon_set/metadata/solo/circle-arrow-right.json,state,state,state
icon_set/metadata/solo/circle-equal.json,state,state,state
icon_set/metadata/solo/circle-half-symbol.json,symbol,symbol,symbol
icon_set/metadata/solo/circle-half.json,_uncategorized,primitives-generate,primitives primitives-generate
icon_set/metadata/solo/circle-heartbeat-content.json,objects/interface-essential,symbol,symbol
icon_set/metadata/solo/circle-left.json,arrows,arrows,arrows primitives
icon_set/metadata/solo/circle-medical-cross.json,state,state,state
icon_set/metadata/solo/circle-messages-bubble.json,other,primitives-generate,other primitives-generate
icon_set/metadata/solo/circle-other.json,other,primitives-generate,container other primitives-generate
icon_set/metadata/solo/circle-pound.json,state,state,state
icon_set/metadata/solo/circle-r.json,state,state,state
icon_set/metadata/solo/circle-skip-forward-button-solo.json,objects/interface-essential,primitives-generate,other state primitives-generate
icon_set/metadata/solo/circle-smiley-face.json,state,state,state
icon_set/metadata/solo/circle-square-triangle-group.json,objects/design,design,design primitives
icon_set/metadata/solo/circle-symbol.json,symbol,symbol,symbol state
icon_set/metadata/solo/circle-target.json,state,state,state
icon_set/metadata/solo/circle-vertical-sorting-arrows-solo.json,objects/interface-essential,primitives-generate,state other primitives-generate
icon_set/metadata/solo/circle-with-three-blades.json,objects/technology,technology,primitives technology
icon_set/metadata/solo/circle-with-upper-right-triangle-batch-015-13.json,objects/batch-subjects,interface-essential,interface-essential primitives
icon_set/metadata/solo/circle-with-upper-right-triangle-solo-b014.json,interface/controls,interface-essential,interface-essential primitives
icon_set/metadata/solo/circle-yuan.json,state,state,state
icon_set/metadata/solo/circled-curved-share-arrow-solo.json,objects/interface-essential,primitives-generate,state other primitives-generate
icon_set/metadata/solo/circles-three-trefoil.json,objects/symbols,symbol,symbol state
icon_set/metadata/solo/circuit-breaker-with-central-crosswise-toggle.json,objects/electronics,electronics,electronics primitives
icon_set/metadata/solo/circuit-lock.json,products,products,primitives products
icon_set/metadata/solo/circular-adjustment-knob.json,objects/interface-essential,interface-essential,interface-essential primitives
icon_set/metadata/solo/circular-alert-warning-icon-solo.json,objects/interface-essential,state,state
icon_set/metadata/solo/circular-arrow-with-round-tail.json,objects/interface-essential,interface-essential,interface-essential primitives
icon_set/metadata/solo/circular-arrow-with-upward-left-head.json,arrows,arrows,arrows primitives
icon_set/metadata/solo/circular-arrow.json,state,state,state
icon_set/metadata/solo/circular-check-mark-symbol-solo.json,objects/interface-essential,primitives-generate,symbol state other primitives-generate
icon_set/metadata/solo/circular-close-icon-solo.json,objects/interface-essential,primitives-generate,state other primitives-generate
icon_set/metadata/solo/circular-dinner-plate.json,objects/food,food,primitives food
icon_set/metadata/solo/circular-directional-control.json,objects/interface-essential,interface-essential,interface-essential primitives
icon_set/metadata/solo/circular-diverging-arrows-solo.json,objects/interface-essential,primitives-generate,state other primitives-generate
icon_set/metadata/solo/circular-down-right-arrow-solo.json,objects/interface-essential,primitives-generate,state other primitives-generate
icon_set/metadata/solo/circular-downward-pointing-arrow-solo.json,objects/interface-essential,primitives-generate,state other primitives-generate
icon_set/metadata/solo/circular-emblem-with-banner.json,objects/award,rewards,rewards primitives
icon_set/metadata/solo/circular-information-symbol-solo.json,objects/finance,primitives-generate,state other primitives-generate
icon_set/metadata/solo/circular-junction.json,construction,construction,construction primitives
icon_set/metadata/solo/circular-lifebuoy-with-four-radial-bands.json,objects/recreation,entertainment,entertainment primitives
icon_set/metadata/solo/circular-loading-dots.json,objects/interface-essential,interface-essential,interface-essential primitives
icon_set/metadata/solo/circular-makeup-mirror-on-stem.json,beauty,beauty,primitives beauty
icon_set/metadata/solo/circular-minus-symbol-solo.json,objects/interface-essential,primitives-generate,state other primitives-generate
icon_set/metadata/solo/circular-pause-button-solo.json,objects/interface-essential,primitives-generate,state other primitives-generate
icon_set/metadata/solo/circular-precision-target-crosshair-solo-b003-10.json,objects,container,container
icon_set/metadata/solo/circular-question-mark-symbol-solo.json,objects/finance,primitives-generate,state other primitives-generate
icon_set/metadata/solo/circular-radar-sweep.json,objects/war,war,war primitives
icon_set/metadata/solo/circular-refresh-arrows-solo.json,objects/interface-essential,primitives-generate,symbol state other primitives-generate
icon_set/metadata/solo/circular-spiral-stair-profile.json,furnitures,furnitures,furnitures primitives
icon_set/metadata/solo/circular-steampunk-ornament.json,objects/decoration,decoration,primitives decoration
icon_set/metadata/solo/circular-success-verification-check-mark-solo.json,objects/interface-essential,primitives-generate,state other primitives-generate
icon_set/metadata/solo/circular-target-reticle-solo-b003-11.json,objects,container,container
icon_set/metadata/solo/circular-target-symbol-solo-b003-12.json,objects,container,container
icon_set/metadata/solo/circular-thumbs-down-symbol-solo.json,objects/interface-essential,state,state
icon_set/metadata/solo/circular-transformation-tool-solo-b005-11.json,objects,design,design primitives
icon_set/metadata/solo/circular-transistor-symbol-with-outward-lower-arrow.json,objects/electronics,electronics,electronics primitives
icon_set/metadata/solo/circular-vector-path-with-four-nodes.json,objects/design,design,design primitives
icon_set/metadata/solo/circular-virus-cell-projections.json,objects/health,health,health other primitives-generate
icon_set/metadata/solo/circus-tent-with-triangular-peak-flag.json,objects/recreation,entertainment,entertainment primitives
icon_set/metadata/solo/clam-shell.json,animals/marine,animals,animals primitives
icon_set/metadata/solo/clapperboard-plain.json,symbols/standalone,symbol,symbol state
icon_set/metadata/solo/clapperboard-play-content.json,objects/interface-essential,symbol,symbol
icon_set/metadata/solo/clapping-hand.json,objects/wayfinding,wayfinding,wayfinding primitives
icon_set/metadata/solo/clapping-hands.json,objects/social,social,social primitives
icon_set/metadata/solo/claris-logo.json,brands/logos,logos,logos primitives
icon_set/metadata/solo/clasp-coin-purse-batch-018-09.json,objects,money,primitives money
icon_set/metadata/solo/clasp-coin-purse-solo-b017.json,objects/everyday,money,primitives money
icon_set/metadata/solo/classic-armchair-curved-arms.json,furnitures,furnitures,furnitures primitives
icon_set/metadata/solo/classical-columned-building-batch-064.json,objects,primitives-generate,primitives primitives-generate
icon_set/metadata/solo/classical-piano.json,music,music,primitives music
icon_set/metadata/solo/classical-statue-bust.json,objects/culture,culture,culture primitives
icon_set/metadata/solo/classical-temple-facade.json,objects/culture,culture,culture primitives
icon_set/metadata/solo/claw-grabber-with-joystick-remote.json,objects/technology,technology,primitives technology
icon_set/metadata/solo/claw-gripper-machine.json,objects/tools,tools,primitives tools
icon_set/metadata/solo/claw-hammer-and-nail.json,objects/tools,tools,primitives tools
icon_set/metadata/solo/claw-hammer-on-diagonal.json,construction,construction,construction state
icon_set/metadata/solo/claw-selecting-person.json,objects/work,work,work primitives
icon_set/metadata/solo/clenched-fist-batch-020-08.json,objects,primitives-generate,other primitives-generate
icon_set/metadata/solo/clenched-fist-solo-b018.json,objects/everyday,primitives-generate,other primitives-generate
icon_set/metadata/solo/clicking-mouse-pointer.json,objects/interface-essential,interface-essential,interface-essential primitives
icon_set/metadata/solo/climbing-airliner.json,objects/travel,travel,travel primitives
icon_set/metadata/solo/climbing-airplane-rounded-nose.json,objects/travel,travel,travel other primitives-generate
icon_set/metadata/solo/climbing-tower-with-rings.json,kids,kids,primitives kids
icon_set/metadata/solo/clip.json,office,office,office primitives
icon_set/metadata/solo/clipboard-empty.json,symbols/standalone,symbol,symbol state
icon_set/metadata/solo/clipboard-with-checkmark-solo.json,objects/interface-essential,symbol,symbol state
icon_set/metadata/solo/clipped-garden-hedge-batch-064.json,objects,primitives-generate,primitives primitives-generate
icon_set/metadata/solo/clock-4ab76b4c.json,office,office,office primitives
icon_set/metadata/solo/clock-4e5cefd6.json,office,office,office primitives
icon_set/metadata/solo/clock-9f37004b.json,office,office,office primitives
icon_set/metadata/solo/clock-e7f654f6.json,office,office,office state other primitives-generate
icon_set/metadata/solo/clock-office.json,office,office,office other primitives-generate
icon_set/metadata/solo/clock-seven.json,symbols/standalone,symbol,symbol
icon_set/metadata/solo/clock-showing-nine.json,objects/interface-essential,interface-essential,interface-essential primitives
icon_set/metadata/solo/clock-with-three-hour-marks.json,business,business,primitives business
icon_set/metadata/solo/clock.json,office,office,office other primitives-generate
icon_set/metadata/solo/clogged-air-filter.json,objects/transportation,transportation,transportation primitives
icon_set/metadata/solo/close-and-cancel-symbol.json,objects/container-components,primitives-generate,symbol other primitives-generate
icon_set/metadata/solo/close-eyes.json,interface-essential,interface-essential,interface-essential primitives
icon_set/metadata/solo/close-quote.json,interface-essential,interface-essential,interface-essential primitives
icon_set/metadata/solo/closed-book-with-hanging-ribbon.json,objects/hanging,content,primitives content
icon_set/metadata/solo/closed-caption-letters.json,objects/wayfinding,wayfinding,wayfinding primitives
icon_set/metadata/solo/closed-curtains-with-centre-seam.json,building,building,building primitives
icon_set/metadata/solo/closed-envelope-batch-019-01.json,objects/other,primitives-generate,other primitives-generate
icon_set/metadata/solo/closed-envelope-batch-019-02.json,objects/other,primitives-generate,other primitives-generate
icon_set/metadata/solo/closed-envelope-batch-020-11.json,objects,primitives-generate,other primitives-generate
icon_set/metadata/solo/closed-envelope-batch-020-12.json,objects,primitives-generate,other primitives-generate
icon_set/metadata/solo/closed-eyes-and-lips.json,beauty,beauty,primitives beauty
icon_set/metadata/solo/closed-eyes-with-eyelashes.json,objects/interface-essential,interface-essential,interface-essential primitives
icon_set/metadata/solo/closed-fist.json,objects/wayfinding,wayfinding,wayfinding primitives
icon_set/metadata/solo/closed-fitness-band-with-two-display-marks.json,objects/devices,devices,primitives devices
icon_set/metadata/solo/closed-hardcover-book-b5407048.json,objects/book,container,container
icon_set/metadata/solo/closed-hardcover-book-reference.json,objects/hardcover,content,primitives content
icon_set/metadata/solo/closed-left-hand-sliding-door-solo-b002-01.json,objects,building,building primitives
icon_set/metadata/solo/closed-padlock-batch-019-03.json,objects/other,primitives-generate,state other primitives-generate
icon_set/metadata/solo/closed-padlock-batch-020-13.json,objects,primitives-generate,state other primitives-generate
icon_set/metadata/solo/closed-padlock-with-keyhole-reference-arched.json,objects/interface-essential,interface-essential,interface-essential primitives
icon_set/metadata/solo/closed-padlock-with-keyhole-reference-password.json,objects/interface-essential,interface-essential,interface-essential primitives
icon_set/metadata/solo/closed-padlock-with-keyhole.json,apps,apps,apps primitives
icon_set/metadata/solo/closed-right-sliding-door-solo-b002-02.json,objects,building,building primitives
icon_set/metadata/solo/closed-sectional-garage-door.json,building,building,building primitives
icon_set/metadata/solo/closed-shipping-box.json,objects/shipping,shipping,primitives shipping
icon_set/metadata/solo/clothes-iron.json,objects/wayfinding,wayfinding,wayfinding primitives
icon_set/metadata/solo/clothes-rack-single-hanger.json,furnitures,furnitures,furnitures primitives
icon_set/metadata/solo/cloud-above-low-wind-lines-batch-045.json,objects/general,primitives-generate,primitives primitives-generate
icon_set/metadata/solo/cloud-display-globe.json,objects/decoration,decoration,primitives decoration
icon_set/metadata/solo/cloud-fog.json,objects/weather,weather,weather primitives
icon_set/metadata/solo/cloud-gaming-controller.json,objects/gaming,video-games,primitives video-games
icon_set/metadata/solo/cloud-internet.json,internet,internet,internet primitives
icon_set/metadata/solo/cloud-layered-fog.json,objects/weather,weather,weather primitives
icon_set/metadata/solo/cloud-rainbow.json,objects/weather,weather,weather primitives
