original,role,icon,shared,pairs,status,model,counterpart
curly-brackets-sub32,symbol,curly-brackets-sub32,False,1,fail,../../model/icons/symbol/curly_brackets_sub32_b0b92f6f_2602_450a_ad0e_3d84e809ce25.py,
currency-dollar-sub32,symbol,currency-dollar-sub32,False,19,fail,../../model/icons/symbol/currency_dollar_sub32_3334fbb0_436e_4762_bc8a_40fa2559c98c.py,
cursor-2-sub32,symbol,cursor-2-sub32,False,1,pass,../../model/icons/symbol/cursor_2_sub32_a1fd996b_f7ee_4257_bb4f_d644721f5983.py,
cursor-dcdcb7b9-sub32,side,cursor-dcdcb7b9-sub32,True,8,pass,../../model/icons/sub/cursor_dcdcb7b9_sub32_dcdcb7b9_e416_44a0_b02f_72fb6b50c853.py,cursor-dcdcb7b9-sub32-symbol
cursor-dcdcb7b9-sub32,symbol,cursor-dcdcb7b9-sub32-symbol,True,6,pass,../../model/icons/symbol/cursor_dcdcb7b9_sub32_symbol_dcdcb7b9_e416_44a0_b02f_72fb6b50c853.py,cursor-dcdcb7b9-sub32
cursor-left,side,cursor-left,False,1,pass,../../model/icons/sub/cursor_left_a19d3d8c_ca4f_4084_a880_3c773e5774a7.py,
cursor-left-horizontal-sub32-v2,side,cursor-left-horizontal-sub32-v2,False,1,pass,../../model/icons/sub/cursor_left_horizontal_sub32_v2_a19d3d8c_ca4f_4084_a880_3c773e5774a7.py,
cursor-right,side,cursor-right,False,1,pass,../../model/icons/sub/cursor_right_bae8ce7a_80bd_4ca5_b65d_f7e8e8792508.py,
cursor-right-horizontal-sub32-v2,side,cursor-right-horizontal-sub32-v2,False,1,pass,../../model/icons/sub/cursor_right_horizontal_sub32_v2_bae8ce7a_80bd_4ca5_b65d_f7e8e8792508.py,
cursor-sub32-v2,symbol,cursor-sub32-v2,False,6,pass,../../model/icons/symbol/cursor_sub32_v2_1d7d06ed_e8d1_45e5_bf6a_390fe16ad950.py,
curved-dam-wall-sub32,symbol,curved-dam-wall-sub32,False,1,fail,../../model/icons/symbol/curved_dam_wall_sub32_f9f457f4_66e4_4c02_af5b_93edb4742bbd.py,
cycling-sub32,symbol,cycling-sub32,False,1,fail,../../model/icons/symbol/cycling_sub32_8d3730da_df45_48a8_9d4e_6cf0a350df28.py,
database-servers-sub32,side,database-servers-sub32,True,10,fail,../../model/icons/sub/database_servers_sub32_7226fb36_c110_4033_9d0b_3e66cfa5b027.py,database-servers-sub32-symbol
database-servers-sub32,symbol,database-servers-sub32-symbol,True,2,fail,../../model/icons/symbol/database_servers_sub32_symbol_7226fb36_c110_4033_9d0b_3e66cfa5b027.py,database-servers-sub32
deepfake-face-sub32,side,deepfake-face-sub32,False,2,fail,../../model/icons/sub/deepfake_face_sub32_f0a4edbc_3aa6_49c2_908a_d9e182ed190a.py,
deepfake-rotate-sub32,side,deepfake-rotate-sub32,False,4,fail,../../model/icons/sub/deepfake_rotate_sub32_30e56ade_c3d8_5998_a5e2_8711b05ffd45.py,
deer-head-sub32,symbol,deer-head-sub32,False,1,pass,../../model/icons/symbol/deer_head_sub32_7bd92a94_e5b9_4c86_b41a_4bdf016eba52.py,
delivery-worker-head-with-emblem-cap-sub32,side,delivery-worker-head-with-emblem-cap-sub32,False,1,fail,../../model/icons/sub/delivery_worker_head_with_emblem_cap_sub32_6ea95ced_c71d_4484_9b5f_f271f95f35dc.py,
design-file-text-sub32-v2,symbol,design-file-text-sub32-v2,False,2,pass,../../model/icons/symbol/design_file_text_sub32_v2_c13e4b1c_0519_4681_b3ca_c44ba40934fa.py,
design-tool-magnet-sub32,side,design-tool-magnet-sub32,False,1,pass,../../model/icons/sub/design_tool_magnet_sub32_0e02914e_c94e_4b48_b911_4bfe965bc93a.py,
desktop-computer-monitor-sub32,side,desktop-computer-monitor-sub32,True,1,pass,../../model/icons/sub/desktop_computer_monitor_sub32_09fbfc2b_65a0_4684_b8ee_0ad753b3dbf9.py,desktop-computer-monitor-sub32-symbol
desktop-computer-monitor-sub32,symbol,desktop-computer-monitor-sub32-symbol,True,1,pass,../../model/icons/symbol/desktop_computer_monitor_sub32_symbol_09fbfc2b_65a0_4684_b8ee_0ad753b3dbf9.py,desktop-computer-monitor-sub32
desktop-monitor-curved-pedestal-sub32,side,desktop-monitor-curved-pedestal-sub32,True,6,fail,../../model/icons/sub/desktop_monitor_curved_pedestal_sub32_ed39cf15_fc56_485a_8d68_f5b5d3b362db.py,desktop-monitor-curved-pedestal-sub32-symbol
desktop-monitor-curved-pedestal-sub32,symbol,desktop-monitor-curved-pedestal-sub32-symbol,True,1,fail,../../model/icons/symbol/desktop_monitor_curved_pedestal_sub32_symbol_ed39cf15_fc56_485a_8d68_f5b5d3b362db.py,desktop-monitor-curved-pedestal-sub32
diagonal-arrow-pointing-to-dot-sub32,symbol,diagonal-arrow-pointing-to-dot-sub32,False,1,pass,../../model/icons/symbol/diagonal_arrow_pointing_to_dot_sub32_2e9c1712_6d57_4597_8235_ae8113db02d3.py,
diagonal-arrow-sub32-v2,symbol,diagonal-arrow-sub32-v2,False,1,pass,../../model/icons/symbol/diagonal_arrow_sub32_v2_8ec3a613_7e1f_4f25_b24f_78c45957aa3b.py,
diagonal-chain-link-connector-sub32,side,diagonal-chain-link-connector-sub32,False,2,pass,../../model/icons/sub/diagonal_chain_link_connector_sub32_519a60bc_1eb9_42a3_b501_4f1c01b78a2a.py,
diagonal-dna-helix-with-end-rungs-sub32,symbol,diagonal-dna-helix-with-end-rungs-sub32,False,1,pass,../../model/icons/symbol/diagonal_dna_helix_with_end_rungs_sub32_0f8bad55_2188_449b_86bc_2964af338a2e.py,
diagonal-expansion-arrow-sub32,side,diagonal-expansion-arrow-sub32,False,1,pass,../../model/icons/sub/diagonal_expansion_arrow_sub32_c84b5b94_cfc2_4c80_bb44_468cd2bc0cf6.py,
diagonal-paintbrush-with-curved-bristles-sub32,side,diagonal-paintbrush-with-curved-bristles-sub32,True,2,fail,../../model/icons/sub/diagonal_paintbrush_with_curved_bristles_sub32_dc5549d8_9b05_4532_8ed4_ef18efdf1b0f.py,diagonal-paintbrush-with-curved-bristles-sub32-symbol
diagonal-paintbrush-with-curved-bristles-sub32,symbol,diagonal-paintbrush-with-curved-bristles-sub32-symbol,True,1,fail,../../model/icons/symbol/diagonal_paintbrush_with_curved_bristles_sub32_symbol_dc5549d8_9b05_4532_8ed4_ef18efdf1b0f.py,diagonal-paintbrush-with-curved-bristles-sub32
diagonal-pencil-plain-tip-sub32,side,diagonal-pencil-plain-tip-sub32,True,63,pass,../../model/icons/sub/diagonal_pencil_plain_tip_sub32_4c398c0b_71ae_4681_a50b_2dd50dab7c0f.py,diagonal-pencil-plain-tip-sub32-symbol
diagonal-pencil-plain-tip-sub32,symbol,diagonal-pencil-plain-tip-sub32-symbol,True,3,pass,../../model/icons/symbol/diagonal_pencil_plain_tip_sub32_symbol_4c398c0b_71ae_4681_a50b_2dd50dab7c0f.py,diagonal-pencil-plain-tip-sub32
diagonal-slash,side,diagonal-slash,False,1,pass,../../model/icons/sub/diagonal_slash_bcec186a_7cb0_4c7c_9e2b_c1241cc798a2.py,
diagonal-slash-state-255,side,diagonal-slash-state-255,False,2,pass,../../model/icons/sub/diagonal_slash_state_255_00d83c6d_7ad8_492b_9d49_4bc79c61758b.py,
diagonal-telephone-receiver-sub32,side,diagonal-telephone-receiver-sub32,True,2,pass,../../model/icons/sub/diagonal_telephone_receiver_sub32_86f150b1_cf66_5caf_8e7c_715833861202.py,diagonal-telephone-receiver-sub32-symbol
diagonal-telephone-receiver-sub32,symbol,diagonal-telephone-receiver-sub32-symbol,True,2,pass,../../model/icons/symbol/diagonal_telephone_receiver_sub32_symbol_86f150b1_cf66_5caf_8e7c_715833861202.py,diagonal-telephone-receiver-sub32
dial-single-hand-sub32,side,dial-single-hand-sub32,False,1,pass,../../model/icons/sub/dial_single_hand_sub32_598944a9_8659_4310_9c2d_94ae3b706b3c.py,
diamond-money-sub32,side,diamond-money-sub32,True,3,fail,../../model/icons/sub/diamond_money_sub32_5d9db826_3f1d_489d_b7b6_bf5b50bbe949.py,diamond-money-sub32-symbol
diamond-money-sub32,symbol,diamond-money-sub32-symbol,True,2,fail,../../model/icons/symbol/diamond_money_sub32_symbol_5d9db826_3f1d_489d_b7b6_bf5b50bbe949.py,diamond-money-sub32
diamond-ring-sub32,symbol,diamond-ring-sub32,False,2,fail,../../model/icons/symbol/diamond_ring_sub32_3ec0efca_b302_4a23_87c5_6aa89c09fa95.py,
diamond-shape-bf86e9b1-sub32,symbol,diamond-shape-bf86e9b1-sub32,False,1,pass,../../model/icons/symbol/diamond_shape_bf86e9b1_sub32_bf86e9b1_2710_45c2_8393_0cae02c8611c.py,
dice-b1fb9650-sub32,symbol,dice-b1fb9650-sub32,False,1,pass,../../model/icons/symbol/dice_b1fb9650_sub32_b1fb9650_ac29_44c4_bc7c_62fe2b8946d1.py,
dice-entertainment-sub32,side,dice-entertainment-sub32,False,1,fail,../../model/icons/sub/dice_entertainment_sub32_56c4bb3a_2663_5bb0_8f4d_f5de1cfcafb7.py,
digital-facial-recognition-sub32,side,digital-facial-recognition-sub32,True,4,fail,../../model/icons/sub/digital_facial_recognition_sub32_e8d4be3d_150f_41a6_9d1a_bc26830066af.py,digital-facial-recognition-sub32-symbol
digital-facial-recognition-sub32,symbol,digital-facial-recognition-sub32-symbol,True,1,fail,../../model/icons/symbol/digital_facial_recognition_sub32_symbol_e8d4be3d_150f_41a6_9d1a_bc26830066af.py,digital-facial-recognition-sub32
disabled-battery-content-sub32,symbol,disabled-battery-content-sub32,False,1,fail,../../model/icons/symbol/disabled_battery_content_sub32_49cd19ff_6293_48fa_8d62_d508a17a80ae.py,
dislike-sub32,symbol,dislike-sub32,False,1,pass,../../model/icons/symbol/dislike_sub32_6613c088_acb8_4e18_a2e9_c3b9b192f419.py,
divided-capsule,side,divided-capsule,False,1,pass,../../model/icons/sub/divided_capsule_63768576_e3c2_41a6_925a_10bbe0f0af14.py,
divided-circle-arch-sub32,symbol,divided-circle-arch-sub32,False,1,pass,../../model/icons/symbol/divided_circle_arch_sub32_e3a175a4_e3aa_43f8_8841_6f146bd5990b.py,
dna-artificial-intelligence-sub32,symbol,dna-artificial-intelligence-sub32,False,1,pass,../../model/icons/symbol/dna_artificial_intelligence_sub32_c3ad20f0_3e47_4b9f_8ec6_40806e89dc7f.py,
dna-sub32-v3,symbol,dna-sub32-v3,False,1,pass,../../model/icons/symbol/dna_sub32_v3_b4ea616c_9fe4_40b2_ab7c_11c82b439358.py,
document-cut-corner-lines-long-sub32,side,document-cut-corner-lines-long-sub32,False,11,fail,../../model/icons/sub/document_cut_corner_lines_long_sub32_9c3cb75e_d776_4efc_9959_dd04e8c52052.py,
document-sub32,side,document-sub32,False,1,fail,../../model/icons/sub/document_sub32_22698c1f_48fd_44ce_b5f2_9ebee17ac2f8.py,
document-upload-content-sub32,symbol,document-upload-content-sub32,False,1,fail,../../model/icons/symbol/document_upload_content_sub32_b724f792_07ff_4baa_b3d7_a8da4f357c76.py,
dog-head-profile-sub32,side,dog-head-profile-sub32,False,2,pass,../../model/icons/sub/dog_head_profile_sub32_74ca938d_9d85_4544_b27a_8891d60149ba.py,
dog-profile-circle-sub32,side,dog-profile-circle-sub32,False,3,pass,../../model/icons/sub/dog_profile_circle_sub32_eab5a9ed_7706_42c2_851d_b7c76c820840.py,
dog-sub32,side,dog-sub32,True,3,pass,../../model/icons/sub/dog_sub32_55aea54c_8ead_4f93_95cd_761c80ea7215.py,dog-sub32-symbol
dog-sub32,symbol,dog-sub32-symbol,True,3,pass,../../model/icons/symbol/dog_sub32_symbol_55aea54c_8ead_4f93_95cd_761c80ea7215.py,dog-sub32
dollar-banknote-sub32,side,dollar-banknote-sub32,False,1,pass,../../model/icons/sub/dollar_banknote_sub32_62f830b6_4787_47c5_80c8_b44cac91eebe.py,
dollar-coin-symbol-sub32,side,dollar-coin-symbol-sub32,True,56,pass,../../model/icons/sub/dollar_coin_symbol_sub32_563b0b14_308a_4b0a_a664_4ae3e56c8366.py,dollar-coin-symbol-sub32-symbol
dollar-coin-symbol-sub32,symbol,dollar-coin-symbol-sub32-symbol,True,1,pass,../../model/icons/symbol/dollar_coin_symbol_sub32_symbol_563b0b14_308a_4b0a_a664_4ae3e56c8366.py,dollar-coin-symbol-sub32
dollar-sign-over-lines-sub32,symbol,dollar-sign-over-lines-sub32,False,2,fail,../../model/icons/symbol/dollar_sign_over_lines_sub32_2b92191a_aade_44ba_aa7c_ede48d8c51ac.py,
dollar-sign-sub,side,dollar-sign-sub,False,4,pass,../../model/icons/sub/dollar_sign_sub_7930e153_2438_44ec_8db7_960bb9aa10cc.py,
dollar-sub32,side,dollar-sub32,True,2,fail,../../model/icons/sub/dollar_sub32_2c47b147_c2f7_4c49_8513_824a167aa784.py,dollar-sub32-symbol
dollar-sub32,symbol,dollar-sub32-symbol,True,8,fail,../../model/icons/symbol/dollar_sub32_symbol_2c47b147_c2f7_4c49_8513_824a167aa784.py,dollar-sub32
dots-vertical-three-sub32,symbol,dots-vertical-three-sub32,False,2,fail,../../model/icons/symbol/dots_vertical_three_sub32_0a262ad5_77ea_4fea_bb24_97e6f7a6c26e.py,
double-arrow-right-state-sub32-v2,side,double-arrow-right-state-sub32-v2,False,1,pass,../../model/icons/sub/double_arrow_right_state_sub32_v2_7099ca2e_6b54_40e6_a460_b7c2704abd1f.py,
double-arrow-right-sub,side,double-arrow-right-sub,False,1,pass,../../model/icons/sub/double_arrow_right_sub_7099ca2e_6b54_40e6_a460_b7c2704abd1f.py,
double-bread-sub32,symbol,double-bread-sub32,False,1,fail,../../model/icons/symbol/double_bread_sub32_8dc3acdf_3a36_428c_9473_1d9cbc8584e9.py,
double-chevron-right,side,double-chevron-right,False,1,pass,../../model/icons/sub/double_chevron_right_f587e9fa_2c98_4afb_8edc_fcfcb1437a91.py,
double-chevron-right-v2,side,double-chevron-right-v2,False,1,unknown,../../model/icons/sub/double_chevron_right_v2_f587e9fa_2c98_4afb_8edc_fcfcb1437a91.py,
double-upward-chevron-arrow-sub32,side,double-upward-chevron-arrow-sub32,False,1,pass,../../model/icons/sub/double_upward_chevron_arrow_sub32_c97fe46d_5a12_431f_8533_e38efec4ac69.py,
double-upward-chevron-batch-022-04-sub32,side,double-upward-chevron-batch-022-04-sub32,False,1,pass,../../model/icons/sub/double_upward_chevron_batch_022_04_sub32_c97fe46d_5a12_431f_8533_e38efec4ac69.py,
downhill-skier-sub32,symbol,downhill-skier-sub32,False,1,fail,../../model/icons/symbol/downhill_skier_sub32_c92285fd_d928_4a7c_a2c3_2e02288f502f.py,
download-arrow-sub,side,download-arrow-sub,False,1,pass,../../model/icons/sub/download_arrow_sub_ce1e6086_e969_4822_a5e9_37e68d542f00.py,
download-arrow-sub-v2,side,download-arrow-sub-v2,False,1,unknown,../../model/icons/sub/download_arrow_sub_v2_ce1e6086_e969_4822_a5e9_37e68d542f00.py,
download-sub32,symbol,download-sub32,False,4,fail,../../model/icons/symbol/download_sub32_58449573_38e8_4aa0_bebb_14002004402f.py,
downward-arrow-to-bottom-sub32,side,downward-arrow-to-bottom-sub32,False,2,pass,../../model/icons/sub/downward_arrow_to_bottom_sub32_a60b36e0_81ea_4843_98fd_8424f5d2cd61.py,
downward-trend-arrow-sub32-v2,side,downward-trend-arrow-sub32-v2,True,7,pass,../../model/icons/sub/downward_trend_arrow_sub32_v2_082bbc6d_66f5_4ed1_9c07_82e626a9bcbb.py,downward-trend-arrow-sub32-v2-symbol
downward-trend-arrow-sub32-v2,symbol,downward-trend-arrow-sub32-v2-symbol,True,1,pass,../../model/icons/symbol/downward_trend_arrow_sub32_v2_symbol_082bbc6d_66f5_4ed1_9c07_82e626a9bcbb.py,downward-trend-arrow-sub32-v2
drawer-office-sub32-v2,symbol,drawer-office-sub32-v2,False,1,pass,../../model/icons/symbol/drawer_office_sub32_v2_8ace3035_2a2b_4dd5_8701_5613849d5c8d.py,
drop-bottle-sub32,side,drop-bottle-sub32,False,1,fail,../../model/icons/sub/drop_bottle_sub32_48eb833d_db76_44ba_9351_6d92a11f756c.py,
drop-smileys-sub32,side,drop-smileys-sub32,True,2,fail,../../model/icons/sub/drop_smileys_sub32_6eeb8b64_353f_4d55_afc4_cee5edb7104e.py,drop-smileys-sub32-symbol
drop-smileys-sub32,symbol,drop-smileys-sub32-symbol,True,3,fail,../../model/icons/symbol/drop_smileys_sub32_symbol_6eeb8b64_353f_4d55_afc4_cee5edb7104e.py,drop-smileys-sub32
drop-sub32-v2,side,drop-sub32-v2,True,15,pass,../../model/icons/sub/drop_sub32_v2_3057870d_1409_44b0_8369_04ad03f65bba.py,drop-sub32-v2-symbol
drop-sub32-v2,symbol,drop-sub32-v2-symbol,True,3,pass,../../model/icons/symbol/drop_sub32_v2_symbol_3057870d_1409_44b0_8369_04ad03f65bba.py,drop-sub32-v2
dryer-hair-sub32,symbol,dryer-hair-sub32,False,1,pass,../../model/icons/symbol/dryer_hair_sub32_34e94fc5_ce90_4627_9cd4_0ded39755e20.py,
dumbbell-sports-sub32,symbol,dumbbell-sports-sub32,False,4,fail,../../model/icons/symbol/dumbbell_sports_sub32_c7617317_0663_433d_b73d_2bfd2f6407c8.py,
dumbbell-sub32,symbol,dumbbell-sub32,False,4,fail,../../model/icons/symbol/dumbbell_sub32_97bb5439_4937_4e06_86b2_6f75d7c1665c.py,
dumbbell-tall-plates-sub32,symbol,dumbbell-tall-plates-sub32,False,4,fail,../../model/icons/symbol/dumbbell_tall_plates_sub32_9c8857a3_198d_47d1_be28_3a6d0762e293.py,
e-mail-symbol-sub32,side,e-mail-symbol-sub32,True,1,fail,../../model/icons/sub/e_mail_symbol_sub32_fa55b384_86b5_4031_918e_f08dbf65aec7.py,e-mail-symbol-sub32-symbol
e-mail-symbol-sub32,symbol,e-mail-symbol-sub32-symbol,True,1,fail,../../model/icons/symbol/e_mail_symbol_sub32_symbol_fa55b384_86b5_4031_918e_f08dbf65aec7.py,e-mail-symbol-sub32
earth-sub32,side,earth-sub32,True,2,pass,../../model/icons/sub/earth_sub32_1faa3a74_7dec_436a_b945_ba1bb83aadd7.py,earth-sub32-symbol
earth-sub32,symbol,earth-sub32-symbol,True,17,pass,../../model/icons/symbol/earth_sub32_symbol_1faa3a74_7dec_436a_b945_ba1bb83aadd7.py,earth-sub32
ecology-leaf-sub32-v3,side,ecology-leaf-sub32-v3,True,1,pass,../../model/icons/sub/ecology_leaf_sub32_v3_d816c758_0f95_4958_9d90_ed19c3a68e77.py,ecology-leaf-sub32-v3-symbol
ecology-leaf-sub32-v3,symbol,ecology-leaf-sub32-v3-symbol,True,4,pass,../../model/icons/symbol/ecology_leaf_sub32_v3_symbol_d816c758_0f95_4958_9d90_ed19c3a68e77.py,ecology-leaf-sub32-v3
eighth-note-wavy-flag-sub32,side,eighth-note-wavy-flag-sub32,True,1,fail,../../model/icons/sub/eighth_note_wavy_flag_sub32_0c73aef1_a234_5fa7_88ee_9a36a0ed8263.py,eighth-note-wavy-flag-sub32-symbol
eighth-note-wavy-flag-sub32,symbol,eighth-note-wavy-flag-sub32-symbol,True,2,fail,../../model/icons/symbol/eighth_note_wavy_flag_sub32_symbol_0c73aef1_a234_5fa7_88ee_9a36a0ed8263.py,eighth-note-wavy-flag-sub32
eject-symbol-sub32,symbol,eject-symbol-sub32,False,1,pass,../../model/icons/symbol/eject_symbol_sub32_458c9640_e242_4ef4_92b2_a6a2f8d73b15.py,
electric-plug-bolt-content-sub32,symbol,electric-plug-bolt-content-sub32,False,1,fail,../../model/icons/symbol/electric_plug_bolt_content_sub32_1fed8230_55dc_4ab0_90b8_ea4b658f60cf.py,
electric-waves-1-sub32-v3,side,electric-waves-1-sub32-v3,False,8,pass,../../model/icons/sub/electric_waves_1_sub32_v3_e6789468_9cc2_4444_a388_10e9ec1fdcb5.py,
elevator-direction-doors-sub32-v2,symbol,elevator-direction-doors-sub32-v2,False,1,pass,../../model/icons/symbol/elevator_direction_doors_sub32_v2_3b975376_341b_48a1_92cf_f4ed4b0af1eb.py,
ellipsis-message-58-sub32,side,ellipsis-message-58-sub32,False,4,pass,../../model/icons/sub/ellipsis_message_58_sub32_89a5b77e_eda2_4d50_a5ac_835058e2b4e8.py,
email-action-reply-sub32-v2,side,email-action-reply-sub32-v2,False,1,pass,../../model/icons/sub/email_action_reply_sub32_v2_941eddd0_ce09_5acc_8292_b980e062b376.py,
email-action-unread-emails-sub32,side,email-action-unread-emails-sub32,False,3,fail,../../model/icons/sub/email_action_unread_emails_sub32_a1eb2b1e_b7c4_4d81_badb_17e7418d1e92.py,
embassy-sub32,side,embassy-sub32,False,3,fail,../../model/icons/sub/embassy_sub32_4ed0a70e_9b41_4588_bb16_bc61d9b78d29.py,
empty-battery-content-sub32,symbol,empty-battery-content-sub32,False,1,fail,../../model/icons/symbol/empty_battery_content_sub32_85092961_e906_49b8_a4e0_732ce5ffbef0.py,
equalizer-cb9c3492-sub32,symbol,equalizer-cb9c3492-sub32,False,1,pass,../../model/icons/symbol/equalizer_cb9c3492_sub32_cb9c3492_0967_4a4f_9b7f_0f49d4679e9f.py,
equals-sign,side,equals-sign,False,1,pass,../../model/icons/sub/equals_sign_204ecec0_870d_4feb_9da5_e8ed98b8f9c3.py,
equals-sign-v2,side,equals-sign-v2,False,1,unknown,../../model/icons/sub/equals_sign_v2_204ecec0_870d_4feb_9da5_e8ed98b8f9c3.py,
euro-currency-coin-sub32,side,euro-currency-coin-sub32,False,2,pass,../../model/icons/sub/euro_currency_coin_sub32_4f00181e_9f16_4ce7_b529_18053abcaa47.py,
euro-financial-document-sub32,side,euro-financial-document-sub32,False,3,pass,../../model/icons/sub/euro_financial_document_sub32_36b5ce8c_0ffe_4bbc_9abc_5d99e806b0d9.py,
euro-sign-sub,side,euro-sign-sub,False,1,pass,../../model/icons/sub/euro_sign_sub_f98fd830_ab70_4a21_8f49_67aa7e50b273.py,
euro-sign-sub-v2,side,euro-sign-sub-v2,False,2,pass,../../model/icons/sub/euro_sign_sub_v2_f98fd830_ab70_4a21_8f49_67aa7e50b273.py,
exclamation-mark-sub32,symbol,exclamation-mark-sub32,False,16,fail,../../model/icons/symbol/exclamation_mark_sub32_22dbcbb2_ab8c_4fd4_be6b_b3ff28378c82.py,
exclamation-point-warning-triangle-solo-v2-sub32,side,exclamation-point-warning-triangle-solo-v2-sub32,True,80,pass,../../model/icons/sub/exclamation_point_warning_triangle_solo_v2_sub32_42f29bd3_1507_484e_98bb_b90c40309892.py,exclamation-point-warning-triangle-solo-v2-sub32-symbol
exclamation-point-warning-triangle-solo-v2-sub32,symbol,exclamation-point-warning-triangle-solo-v2-sub32-symbol,True,4,pass,../../model/icons/symbol/exclamation_point_warning_triangle_solo_v2_sub32_symbol_42f29bd3_1507_484e_98bb_b90c40309892.py,exclamation-point-warning-triangle-solo-v2-sub32
exclamation-point-warning-triangle-sub32,side,exclamation-point-warning-triangle-sub32,True,80,fail,../../model/icons/sub/exclamation_point_warning_triangle_sub32_42f29bd3_1507_484e_98bb_b90c40309892.py,exclamation-point-warning-triangle-sub32-symbol
exclamation-point-warning-triangle-sub32,symbol,exclamation-point-warning-triangle-sub32-symbol,True,4,fail,../../model/icons/symbol/exclamation_point_warning_triangle_sub32_symbol_42f29bd3_1507_484e_98bb_b90c40309892.py,exclamation-point-warning-triangle-sub32
expand-arrows-sub32,symbol,expand-arrows-sub32,False,2,pass,../../model/icons/symbol/expand_arrows_sub32_7324679a_3258_49f8_8cb3_a6f557baa703.py,
eye-outline-sub32-v3,symbol,eye-outline-sub32-v3,False,3,pass,../../model/icons/symbol/eye_outline_sub32_v3_3fb03548_09fc_4580_80ab_9c61e488e8e9.py,
face-scan-content-sub32,symbol,face-scan-content-sub32,False,1,pass,../../model/icons/symbol/face_scan_content_sub32_71a35cad_2876_4712_8cbd_ead7a0c2fa1c.py,
face-sub32,symbol,face-sub32,False,1,pass,../../model/icons/symbol/face_sub32_e79d0d3c_9833_42da_b29a_025ab29b3d7b.py,
factory-with-twin-chimneys-153adb1d-sub32,symbol,factory-with-twin-chimneys-153adb1d-sub32,False,2,pass,../../model/icons/symbol/factory_with_twin_chimneys_153adb1d_sub32_153adb1d_99b9_4795_8617_0258a4f8d507.py,
feather-sub32-v3,symbol,feather-sub32-v3,False,1,pass,../../model/icons/symbol/feather_sub32_v3_8ab28f10_44ce_40c6_b0df_2578356c15de.py,
female-person-pictogram-batch-023-02-sub32,side,female-person-pictogram-batch-023-02-sub32,False,1,fail,../../model/icons/sub/female_person_pictogram_batch_023_02_sub32_7e7928dc_c2b2_4979_be45_5ca674afd12d.py,
female-user-profile-icon-sub32,side,female-user-profile-icon-sub32,False,1,pass,../../model/icons/sub/female_user_profile_icon_sub32_7e7928dc_c2b2_4979_be45_5ca674afd12d.py,
female-user-profile-sub32,symbol,female-user-profile-sub32,False,8,fail,../../model/icons/symbol/female_user_profile_sub32_b7558322_6681_447e_8b8a_0f4a588a3f0e.py,
file-emails-sub32,side,file-emails-sub32,True,4,fail,../../model/icons/sub/file_emails_sub32_5bd8438c_94c0_4326_8e22_5188c667350d.py,file-emails-sub32-symbol
file-emails-sub32,symbol,file-emails-sub32-symbol,True,3,fail,../../model/icons/symbol/file_emails_sub32_symbol_5bd8438c_94c0_4326_8e22_5188c667350d.py,file-emails-sub32
file-sub32-v3,side,file-sub32-v3,False,1,pass,../../model/icons/sub/file_sub32_v3_2eca0df0_2d08_4674_b1e3_d443392e4f65.py,
financial-dollar-sign-document-solo-profile32,side,financial-dollar-sign-document-solo-profile32,False,2,fail,../../model/icons/sub/financial_dollar_sign_document_solo_profile32_35820950_4e21_49b7_a67d_b15356efda77.py,
fire-sub32-v2,side,fire-sub32-v2,True,15,pass,../../model/icons/sub/fire_sub32_v2_d57b67f9_c8ed_433b_aa42_f2f21b118e83.py,fire-sub32-v2-symbol
fire-sub32-v2,symbol,fire-sub32-v2-symbol,True,1,pass,../../model/icons/symbol/fire_sub32_v2_symbol_d57b67f9_c8ed_433b_aa42_f2f21b118e83.py,fire-sub32-v2
first-aid-medical-case-sub32,side,first-aid-medical-case-sub32,True,12,fail,../../model/icons/sub/first_aid_medical_case_sub32_1f12e0e9_892e_4d3d_ab45_7a2a22a30f92.py,first-aid-medical-case-sub32-symbol
first-aid-medical-case-sub32,symbol,first-aid-medical-case-sub32-symbol,True,5,fail,../../model/icons/symbol/first_aid_medical_case_sub32_symbol_1f12e0e9_892e_4d3d_ab45_7a2a22a30f92.py,first-aid-medical-case-sub32
fish-and-hook-sub32,symbol,fish-and-hook-sub32,False,1,fail,../../model/icons/symbol/fish_and_hook_sub32_baa1fd0f_249e_41b9_9925_8471559e72c2.py,
fish-and-knife-sub32,symbol,fish-and-knife-sub32,False,1,fail,../../model/icons/symbol/fish_and_knife_sub32_90a8c206_2f73_4de0_bff5_b2af71b9dd6b.py,
fish-outline-sub32,symbol,fish-outline-sub32,False,1,fail,../../model/icons/symbol/fish_outline_sub32_ef113d95_603a_4326_bef0_b182c1dd8c4f.py,
five-lobed-cannabis-leaf-with-curved-stem-sub32,side,five-lobed-cannabis-leaf-with-curved-stem-sub32,False,49,pass,../../model/icons/sub/five_lobed_cannabis_leaf_with_curved_stem_sub32_219ceabe_349a_4492_b9c9_eae240f9d5c9.py,
five-lobed-cannabis-leaf-with-straight-stem-sub32,side,five-lobed-cannabis-leaf-with-straight-stem-sub32,True,1,pass,../../model/icons/sub/five_lobed_cannabis_leaf_with_straight_stem_sub32_8be10246_6ae7_43c7_bc9e_c25a3d070fe3.py,five-lobed-cannabis-leaf-with-straight-stem-sub32-symbol
