kind,id,old_concept,categories,position,main_prefix,main_ids,main_concepts,sub_tail,sub_ids,sub_concepts
side,48208b48-931c-4607-b851-acf302ef01tr,card remove 2,entertainment side-combination top-right,tr,48208b48-931c-4607-,48208b48-931c-4607-8b76-e8e4eddfbfba,card,b851-acf302ef01,7bd3a2bd-439f-4018-b851-acf302ef01a5,circle arrow up
side,48275127-bff2-4cea-867c-e102edd9f1tr,online healthcare advice laptop,technology side-combination top-right,tr,48275127-bff2-4cea-,48275127-bff2-4cea-93b6-1c2cde6c49d2,laptop medical cross,867c-e102edd9f1,9c4f27d2-9a43-4e9d-867c-e102edd9f1b9,wifi
side,482de8d8-4394-4977-8424-bca1c4ce8ato,team meeting message question,work side-combination top,to,482de8d8-4394-4977-,482de8d8-4394-4977-8b8b-6abf5b4074e7,two users,8424-bca1c4ce8a,68af2538-81c2-4191-8424-bca1c4ce8a16,messages bubble square question
side,482de8d8-4394-4977-8db2-c377d1b6eftr,job search team man,work side-combination top-right,tr,482de8d8-4394-4977-,482de8d8-4394-4977-8b8b-6abf5b4074e7,two users,8db2-c377d1b6ef,9f1aeae0-d56e-4c60-8db2-c377d1b6ef06,magnifying glass
side,482de8d8-4394-4977-a337-c2575e324bto,couple man man 1,romance side-combination top,to,482de8d8-4394-4977-,482de8d8-4394-4977-8b8b-6abf5b4074e7,two users,a337-c2575e324b,0104273d-3559-4788-a337-c2575e324bb8,heart
side,482de8d8-4394-4977-ad13-315cf01509to,team meeting message lock,work side-combination top,to,482de8d8-4394-4977-,482de8d8-4394-4977-8b8b-6abf5b4074e7,two users,ad13-315cf01509,ea7c167c-f5f4-4220-ad13-315cf015097a,message lock
side,487f3a05-de28-44cf-861b-a51459770ebr,cannabis quality 3,cannabis side-combination bottom-right,br,487f3a05-de28-44cf-,487f3a05-de28-44cf-9e49-3130e24b6363,cannabis,861b-a51459770e,4e2ed51b-8309-4e10-861b-a51459770e84,badge
side,487f3a05-de28-44cf-9273-7fe0e43d2bbr,cannabis 4,cannabis side-combination bottom-right,br,487f3a05-de28-44cf-,487f3a05-de28-44cf-9e49-3130e24b6363,cannabis,9273-7fe0e43d2b,039d6076-f6f0-4285-9273-7fe0e43d2b2e,sand
side,487f3a05-de28-44cf-a3cb-caa71cc3b5br,cannabis legalization 1,cannabis side-combination bottom-right,br,487f3a05-de28-44cf-,487f3a05-de28-44cf-9e49-3130e24b6363,cannabis,a3cb-caa71cc3b5,9990b35d-e41d-404f-a3cb-caa71cc3b51f,circle check
side,487f3a05-de28-44cf-a440-3f7857af80to,cannabis drug 1,cannabis side-combination top,to,487f3a05-de28-44cf-,487f3a05-de28-44cf-9e49-3130e24b6363,cannabis,a440-3f7857af80,ef3bc9e5-1036-4389-a440-3f7857af80b0,pill open
side,487f3a05-de28-44cf-a53b-be10293087br,cannabis location 1,cannabis side-combination bottom-right,br,487f3a05-de28-44cf-,487f3a05-de28-44cf-9e49-3130e24b6363,cannabis,a53b-be10293087,76f7fdb5-5122-45e4-a53b-be1029308735,pin
side,487f3a05-de28-44cf-a7c1-7d22f0de49br,cannabis medicine 1,cannabis side-combination bottom-right,br,487f3a05-de28-44cf-,487f3a05-de28-44cf-9e49-3130e24b6363,cannabis,a7c1-7d22f0de49,4e6c72ac-9782-4bd5-a7c1-7d22f0de49cc,medical cross
side,487f3a05-de28-44cf-ae1a-a259c8c619br,cannabis extract 1,cannabis side-combination bottom-right,br,487f3a05-de28-44cf-,487f3a05-de28-44cf-9e49-3130e24b6363,cannabis,ae1a-a259c8c619,01d89380-da3f-4d8c-ae1a-a259c8c619ae,drop
side,487f3a05-de28-44cf-b092-89dae29f94tr,cannabis drug 2,cannabis side-combination top-right,tr,487f3a05-de28-44cf-,487f3a05-de28-44cf-9e49-3130e24b6363,cannabis,b092-89dae29f94,75d310c2-6d65-443d-b092-89dae29f9457,prescription px
side,487f3a05-de28-44cf-bf22-17d0a68feabr,cannabis medicine 3,cannabis side-combination bottom-right,br,487f3a05-de28-44cf-,487f3a05-de28-44cf-9e49-3130e24b6363,cannabis,bf22-17d0a68fea,41bb0b4b-dc69-42d5-bf22-17d0a68fea2b,medical kit 1
side,492c5a6b-bbb1-4d5d-9104-5d6461fe31to,programming team chat 3,programing side-combination top,to,492c5a6b-bbb1-4d5d-,492c5a6b-bbb1-4d5d-8fb7-a4836fc2ec91,people,9104-5d6461fe31,e1bcad48-dc6c-42e0-9104-5d6461fe3199,code message
side,4931a435-656f-5a61-ab17-500d6f3b54tr,smart tv remote,tv side-combination top-right,tr,4931a435-656f-5a61-,4931a435-656f-5a61-a7e0-200b2ecf1627,modern tv flat,ab17-500d6f3b54,ab133c84-c166-439c-ab17-500d6f3b5471,remote control
side,493fbc21-a820-489e-a27c-05b65a10e5bo,charging flash wifi,mobile side-combination bottom,bo,493fbc21-a820-489e-,493fbc21-a820-489e-a4e9-61e3aaf6c7b5,electric waves,a27c-05b65a10e5,0e1c9946-f691-4b0b-a27c-05b65a10e50d,lightning
side,49781b64-ccc2-5e53-aa87-6963634386br,book download,content side-combination bottom-right,br,49781b64-ccc2-5e53-,49781b64-ccc2-5e53-93f8-360efdda93fc,book close,aa87-6963634386,9703959b-8d72-4272-aa87-6963634386ca,circle arrow down
side,49a210d4-4bac-4319-ae47-3542cfdb8bbr,online learning online course 1,school-learning side-combination bottom-right,br,49a210d4-4bac-4319-,49a210d4-4bac-4319-b489-b9c0c45b8130,book open 1,ae47-3542cfdb8b,dd2baaa6-8560-4803-ae47-3542cfdb8b76,mouse
side,49a79098-c0be-4d5e-8651-f1619fdbdcbr,bike app time,transportation side-combination bottom-right,br,49a79098-c0be-4d5e-,49a79098-c0be-4d5e-8dd8-ff360a2a7d0d,mobile phone clock,8651-f1619fdbdc,ba2c7c5d-7b19-4251-8651-f1619fdbdc5e,bike
side,49a79098-c0be-4d5e-92f3-02a013f3d4br,bike app time,transportation side-combination bottom-right,br,49a79098-c0be-4d5e-,49a79098-c0be-4d5e-8dd8-ff360a2a7d0d,mobile phone clock,92f3-02a013f3d4,3bd744bc-3a24-4a8e-92f3-02a013f3d4f0,bike
side,49a79098-c0be-4d5e-bdb5-9884044e47br,bike app time,transportation side-combination bottom-right,br,49a79098-c0be-4d5e-,49a79098-c0be-4d5e-8dd8-ff360a2a7d0d,mobile phone clock,bdb5-9884044e47,e918e425-b0c9-444c-bdb5-9884044e4703,bike
side,4a021793-42aa-4625-98bb-b90c403098br,breached password authentication lock warning,apps side-combination bottom-right,br,4a021793-42aa-4625-,4a021793-42aa-4625-9a78-ae6669efd6ce,lock,98bb-b90c403098,42f29bd3-1507-484e-98bb-b90c40309892,warning triangle
side,4a672a0c-7986-4e33-9ed1-fcbbfdf883br,coding apps website privacy protection shield 1,apps side-combination bottom-right,br,4a672a0c-7986-4e33-,4a672a0c-7986-4e33-83d3-278b80db497b,profile,9ed1-fcbbfdf883,f74d3a61-6cdb-4466-9ed1-fcbbfdf8835a,protection shield
side,4a9e005b-7ece-42f1-98bb-b90c403098br,coding apps website detect virus thumdrive alert,apps side-combination bottom-right,br,4a9e005b-7ece-42f1-,4a9e005b-7ece-42f1-9b3f-9c3a94e7b79d,usb drive,98bb-b90c403098,42f29bd3-1507-484e-98bb-b90c40309892,warning triangle
side,4a9e005b-7ece-42f1-a0b8-bb7f432054br,flash drive lock,devices side-combination bottom-right,br,4a9e005b-7ece-42f1-,4a9e005b-7ece-42f1-9b3f-9c3a94e7b79d,usb drive,a0b8-bb7f432054,386cb547-821f-4d23-a0b8-bb7f43205473,lock
side,4a9ffb7b-6930-4a9e-9e36-0909d6c1a8tr,chip helmet,construction side-combination top-right,tr,4a9ffb7b-6930-4a9e-,4a9ffb7b-6930-4a9e-bb2e-449c166ffd75,design helmet,9e36-0909d6c1a8,d62fa8d6-31ca-4052-9e36-0909d6c1a80e,chip
side,4abcd754-5090-4ecf-8ad0-0d51c15807bl,helmet cost budget,business side-combination bottom-left,bl,4abcd754-5090-4ecf-,4abcd754-5090-4ecf-ac94-61ffac497f3e,calculator,8ad0-0d51c15807,d5b67122-8eaa-475e-8ad0-0d51c15807ab,helmet
side,4abcd754-5090-4ecf-9217-7031427f5ftr,cog cost budget,business side-combination top-right,tr,4abcd754-5090-4ecf-,4abcd754-5090-4ecf-ac94-61ffac497f3e,calculator,9217-7031427f5f,1e82d117-570c-41ee-9217-7031427f5fea,cog
side,4b19d2ae-09dc-47b4-81d8-30276fe161br,gmo food leaf dna,ecology side-combination bottom-right,br,4b19d2ae-09dc-47b4-,4b19d2ae-09dc-47b4-a0c9-296d290510c0,leaf right,81d8-30276fe161,3c216074-a57a-436c-81d8-30276fe1614e,dna vertical
side,4b1cd37d-5708-4e57-867c-e102edd9f1tr,smart plug,technology side-combination top-right,tr,4b1cd37d-5708-4e57-,4b1cd37d-5708-4e57-8dac-f3311354f4bc,plug board,867c-e102edd9f1,9c4f27d2-9a43-4e9d-867c-e102edd9f1b9,wifi
side,4b380cad-78f1-42a5-8068-aba74c1f83br,earpods right,audio side-combination bottom-right,br,4b380cad-78f1-42a5-,4b380cad-78f1-42a5-8629-274510139ed1,earpods,8068-aba74c1f83,bacc3012-d61e-47f0-8068-aba74c1f83c7,circle R
side,4b380cad-78f1-42a5-a3cb-caa71cc3b5br,earpods check,audio side-combination bottom-right,br,4b380cad-78f1-42a5-,4b380cad-78f1-42a5-8629-274510139ed1,earpods,a3cb-caa71cc3b5,9990b35d-e41d-404f-a3cb-caa71cc3b51f,circle check
side,4b380cad-78f1-42a5-b118-d2d0226808bl,earpods left,audio side-combination bottom-left,bl,4b380cad-78f1-42a5-,4b380cad-78f1-42a5-8629-274510139ed1,earpods,b118-d2d0226808,a05df7de-5aec-4ad6-b118-d2d02268088c,circle L
side,4b380cad-78f1-42a5-b4df-bb3dfe7ebebr,earpods remove,audio side-combination bottom-right,br,4b380cad-78f1-42a5-,4b380cad-78f1-42a5-8629-274510139ed1,earpods,b4df-bb3dfe7ebe,8fece960-4425-489e-b4df-bb3dfe7ebe00,circle remove
side,4b380cad-78f1-42a5-b4f6-36531140d2br,earpods charging,audio side-combination bottom-right,br,4b380cad-78f1-42a5-,4b380cad-78f1-42a5-8629-274510139ed1,earpods,b4f6-36531140d2,adb38709-2d40-4069-b4f6-36531140d2ed,charging
side,4b380cad-78f1-42a5-bf75-748eb9b9dabo,earpods bluetooth,audio side-combination bottom,bo,4b380cad-78f1-42a5-,4b380cad-78f1-42a5-8629-274510139ed1,earpods,bf75-748eb9b9da,809bf53d-f979-4aa8-bf75-748eb9b9dacd,circle bluetooth
side,4b380cad-78f1-42a5-bf75-748eb9b9dabr,earpods bluetooth 1,audio side-combination bottom-right,br,4b380cad-78f1-42a5-,4b380cad-78f1-42a5-8629-274510139ed1,earpods,bf75-748eb9b9da,809bf53d-f979-4aa8-bf75-748eb9b9dacd,circle bluetooth
side,4b6ec7ff-fa5a-4489-9bb2-19bfae693eto,coding apps website shield star,apps side-combination top,to,4b6ec7ff-fa5a-4489-,4b6ec7ff-fa5a-4489-9bab-e1e940ac236f,file shield,9bb2-19bfae693e,b6bc6078-6461-4815-9bb2-19bfae693e42,three stars
side,4be97868-555f-551a-8bba-d4d0f8b7b6bl,browser hand,websites side-combination bottom-left,bl,4be97868-555f-551a-,4be97868-555f-551a-b0aa-71a9aa960994,app window,8bba-d4d0f8b7b6,1ab29135-e724-4766-8bba-d4d0f8b7b6d5,begging hand ask
side,4c0cf10b-bbbf-4ff4-a0b8-bb7f432054br,password lock 2,interface-essential side-combination bottom-right,br,4c0cf10b-bbbf-4ff4-,4c0cf10b-bbbf-4ff4-9951-91713cc6ef28,rectangle bubble password,a0b8-bb7f432054,386cb547-821f-4d23-a0b8-bb7f43205473,lock
side,4c261fc0-0d1c-4e30-8bb3-41d6a1fb33br,tags block,ecommerce side-combination bottom-right,br,4c261fc0-0d1c-4e30-,4c261fc0-0d1c-4e30-abc1-c55587b5e470,tag,8bb3-41d6a1fb33,ea16df49-fc08-4bf0-8bb3-41d6a1fb33cf,prohitbition
side,4c261fc0-0d1c-4e30-8db2-c377d1b6efbr,tags search,interface-essential side-combination bottom-right,br,4c261fc0-0d1c-4e30-,4c261fc0-0d1c-4e30-abc1-c55587b5e470,tag,8db2-c377d1b6ef,9f1aeae0-d56e-4c60-8db2-c377d1b6ef06,magnifying glass
side,4c261fc0-0d1c-4e30-8dfb-01e3bb127cbr,tags minus,interface-essential side-combination bottom-right,br,4c261fc0-0d1c-4e30-,4c261fc0-0d1c-4e30-abc1-c55587b5e470,tag,8dfb-01e3bb127c,ab7a719f-7c4a-4ed8-8dfb-01e3bb127cb4,circle minus
side,4c261fc0-0d1c-4e30-9217-7031427f5fbr,tags settings,interface-essential side-combination bottom-right,br,4c261fc0-0d1c-4e30-,4c261fc0-0d1c-4e30-abc1-c55587b5e470,tag,9217-7031427f5f,1e82d117-570c-41ee-9217-7031427f5fea,cog
side,4c261fc0-0d1c-4e30-931b-0d558dad49br,tags add,interface-essential side-combination bottom-right,br,4c261fc0-0d1c-4e30-,4c261fc0-0d1c-4e30-abc1-c55587b5e470,tag,931b-0d558dad49,c4d23011-c558-4522-931b-0d558dad4995,circle add
side,4c261fc0-0d1c-4e30-98bb-b90c403098br,tags alert,interface-essential side-combination bottom-right,br,4c261fc0-0d1c-4e30-,4c261fc0-0d1c-4e30-abc1-c55587b5e470,tag,98bb-b90c403098,42f29bd3-1507-484e-98bb-b90c40309892,warning triangle
side,4c261fc0-0d1c-4e30-990d-dd252676e0br,recycling label,ecology side-combination bottom-right,br,4c261fc0-0d1c-4e30-,4c261fc0-0d1c-4e30-abc1-c55587b5e470,tag,990d-dd252676e0,1157517b-90dd-480d-990d-dd252676e00e,leaf right
side,4c261fc0-0d1c-4e30-9c62-9622160ecabr,tags favorite star,interface-essential side-combination bottom-right,br,4c261fc0-0d1c-4e30-,4c261fc0-0d1c-4e30-abc1-c55587b5e470,tag,9c62-9622160eca,b255daf0-3adf-4238-9c62-9622160eca5c,star
side,4c261fc0-0d1c-4e30-a0b8-bb7f432054br,tags lock,interface-essential side-combination bottom-right,br,4c261fc0-0d1c-4e30-,4c261fc0-0d1c-4e30-abc1-c55587b5e470,tag,a0b8-bb7f432054,386cb547-821f-4d23-a0b8-bb7f43205473,lock
side,4c261fc0-0d1c-4e30-a337-c2575e324bbr,tags favorite,interface-essential side-combination bottom-right,br,4c261fc0-0d1c-4e30-,4c261fc0-0d1c-4e30-abc1-c55587b5e470,tag,a337-c2575e324b,0104273d-3559-4788-a337-c2575e324bb8,heart
side,4c261fc0-0d1c-4e30-a664-4ae3e56c83br,tags cash,interface-essential side-combination bottom-right,br,4c261fc0-0d1c-4e30-,4c261fc0-0d1c-4e30-abc1-c55587b5e470,tag,a664-4ae3e56c83,563b0b14-308a-4b0a-a664-4ae3e56c8366,circle dollar
side,4c261fc0-0d1c-4e30-a73b-c30026b91fbr,tags refresh,interface-essential side-combination bottom-right,br,4c261fc0-0d1c-4e30-,4c261fc0-0d1c-4e30-abc1-c55587b5e470,tag,a73b-c30026b91f,dde1b901-7c31-4ac2-a73b-c30026b91f62,arrows spin
side,4c261fc0-0d1c-4e30-aa87-6963634386br,tags download,interface-essential side-combination bottom-right,br,4c261fc0-0d1c-4e30-,4c261fc0-0d1c-4e30-abc1-c55587b5e470,tag,aa87-6963634386,9703959b-8d72-4272-aa87-6963634386ca,circle arrow down
side,4c261fc0-0d1c-4e30-b4df-bb3dfe7ebebr,tags remove,interface-essential side-combination bottom-right,br,4c261fc0-0d1c-4e30-,4c261fc0-0d1c-4e30-abc1-c55587b5e470,tag,b4df-bb3dfe7ebe,8fece960-4425-489e-b4df-bb3dfe7ebe00,circle remove
side,4c261fc0-0d1c-4e30-b851-acf302ef01br,tags upload,interface-essential side-combination bottom-right,br,4c261fc0-0d1c-4e30-,4c261fc0-0d1c-4e30-abc1-c55587b5e470,tag,b851-acf302ef01,7bd3a2bd-439f-4018-b851-acf302ef01a5,circle arrow up
side,4c261fc0-0d1c-4e30-b9c9-6bdce0f5dabr,tags share,interface-essential side-combination bottom-right,br,4c261fc0-0d1c-4e30-,4c261fc0-0d1c-4e30-abc1-c55587b5e470,tag,b9c9-6bdce0f5da,ecd8b795-2136-4812-b9c9-6bdce0f5da6a,share
side,4c28e131-1cac-5c96-8833-a4322d4cbdbo,touch password lock 1,interface-essential side-combination bottom,bo,4c28e131-1cac-5c96-,4c28e131-1cac-5c96-be68-22e06749b7e3,lock password,8833-a4322d4cbd,82734f7a-f16b-4ab7-8833-a4322d4cbd4b,hand point
side,4c57be23-fe0b-4cb8-8b6d-a0ac8b9d53tr,drugs dealer briefcase,crime side-combination top-right,tr,4c57be23-fe0b-4cb8-,4c57be23-fe0b-4cb8-b06e-9aed4bc5f3aa,suitcase pill,8b6d-a0ac8b9d53,d057817d-368d-4824-8b6d-a0ac8b9d532d,person
side,4c6a59d7-f0de-4dca-8377-a962c80b31bl,shop dislike circle,shopping side-combination bottom-left,bl,4c6a59d7-f0de-4dca-,4c6a59d7-f0de-4dca-8f97-74c02d16025e,shop,8377-a962c80b31,27b101c0-52f9-45b3-8377-a962c80b316c,circle thumbs down
side,4c6a59d7-f0de-4dca-884b-9c85a97943bl,shop like,shopping side-combination bottom-left,bl,4c6a59d7-f0de-4dca-,4c6a59d7-f0de-4dca-8f97-74c02d16025e,shop,884b-9c85a97943,fc83794c-c4dc-4f7e-884b-9c85a97943ce,like
side,4c6a59d7-f0de-4dca-9187-d42561ffa0bl,shop like circle,shopping side-combination bottom-left,bl,4c6a59d7-f0de-4dca-,4c6a59d7-f0de-4dca-8f97-74c02d16025e,shop,9187-d42561ffa0,05032593-c317-46fb-9187-d42561ffa0d2,circle thumbs up
side,4c6a59d7-f0de-4dca-b9c9-eae240f9d5br,cannabis shop,cannabis side-combination bottom-right,br,4c6a59d7-f0de-4dca-,4c6a59d7-f0de-4dca-8f97-74c02d16025e,shop,b9c9-eae240f9d5,219ceabe-349a-4492-b9c9-eae240f9d5c9,cannabis
side,4c6e5052-015f-4d2d-8769-db85e43e22tr,cog approved 1,interface-essential side-combination top-right,tr,4c6e5052-015f-4d2d-,4c6e5052-015f-4d2d-9e75-eb3bcb5b5dcf,cog,8769-db85e43e22,e3edb211-f9b6-4e4c-8769-db85e43e229f,check
side,4c6e5052-015f-4d2d-8b09-653917d044br,ai settings spark,artificial-intelligence side-combination bottom-right,br,4c6e5052-015f-4d2d-,4c6e5052-015f-4d2d-9e75-eb3bcb5b5dcf,cog,8b09-653917d044,02f35c24-75e1-42ed-8b09-653917d04439,spark
side,4c6e5052-015f-4d2d-8b6d-a0ac8b9d53br,home improvement 4,construction side-combination bottom-right,br,4c6e5052-015f-4d2d-,4c6e5052-015f-4d2d-9e75-eb3bcb5b5dcf,cog,8b6d-a0ac8b9d53,d057817d-368d-4824-8b6d-a0ac8b9d532d,person
side,4c6e5052-015f-4d2d-8bba-d4d0f8b7b6bl,cog hand give 1,interface-essential side-combination bottom-left,bl,4c6e5052-015f-4d2d-,4c6e5052-015f-4d2d-9e75-eb3bcb5b5dcf,cog,8bba-d4d0f8b7b6,1ab29135-e724-4766-8bba-d4d0f8b7b6d5,begging hand ask
side,4c6e5052-015f-4d2d-9217-7031427f5ftr,cog double 2,interface-essential side-combination top-right,tr,4c6e5052-015f-4d2d-,4c6e5052-015f-4d2d-9e75-eb3bcb5b5dcf,cog,9217-7031427f5f,1e82d117-570c-41ee-9217-7031427f5fea,cog
side,4c6e5052-015f-4d2d-98bb-b90c403098br,emergency valve caution,tools side-combination bottom-right,br,4c6e5052-015f-4d2d-,4c6e5052-015f-4d2d-9e75-eb3bcb5b5dcf,cog,98bb-b90c403098,42f29bd3-1507-484e-98bb-b90c40309892,warning triangle
side,4c6e5052-015f-4d2d-a858-53d1cdc716br,ai settings robot,artificial-intelligence side-combination bottom-right,br,4c6e5052-015f-4d2d-,4c6e5052-015f-4d2d-9e75-eb3bcb5b5dcf,cog,a858-53d1cdc716,8c1610b9-bbb1-4bc2-a858-53d1cdc71603,robot
side,4c6e5052-015f-4d2d-a93b-dc7b4a54ffto,real estate settings building 2,real-estate side-combination top,to,4c6e5052-015f-4d2d-,4c6e5052-015f-4d2d-9e75-eb3bcb5b5dcf,cog,a93b-dc7b4a54ff,68b98b76-99c3-4bca-a93b-dc7b4a54ff1a,building
side,4c6e5052-015f-4d2d-baa4-a1006faf1fbr,coding apps website web dev cog api,programing side-combination bottom-right,br,4c6e5052-015f-4d2d-,4c6e5052-015f-4d2d-9e75-eb3bcb5b5dcf,cog,baa4-a1006faf1f,77375878-6b26-4a4a-baa4-a1006faf1f47,api (text)
side,4cd165e0-c0f7-4d03-b9c9-eae240f9d5br,cannabis bong 2,cannabis side-combination bottom-right,br,4cd165e0-c0f7-4d03-,4cd165e0-c0f7-4d03-82e8-0ebc16e3333b,cannabis bong,b9c9-eae240f9d5,219ceabe-349a-4492-b9c9-eae240f9d5c9,cannabis
side,4d690ae6-a7e2-4292-852e-3e5d04635btr,coding apps website web form email field 3,interface-essential side-combination top-right,tr,4d690ae6-a7e2-4292-,4d690ae6-a7e2-4292-9b6f-aeed1f355d7b,horizontal rectangle,852e-3e5d04635b,,
side,4d690ae6-a7e2-4292-867b-fa95e2fe44tr,coding apps website web form email field 3,interface-essential side-combination top-right,tr,4d690ae6-a7e2-4292-,4d690ae6-a7e2-4292-9b6f-aeed1f355d7b,horizontal rectangle,867b-fa95e2fe44,,
side,4db84a45-4c16-4769-931b-0d558dad49br,notes add,content side-combination bottom-right,br,4db84a45-4c16-4769-,4db84a45-4c16-4769-b6b7-4205d0a42357,note,931b-0d558dad49,c4d23011-c558-4522-931b-0d558dad4995,circle add
side,4e2bee98-c069-5dac-8057-8a88c92a68br,pencil edit audio,interface-essential side-combination bottom-right,br,4e2bee98-c069-5dac-,4e2bee98-c069-5dac-9b4e-bbd117774484,pencil,8057-8a88c92a68,55d86d50-5f31-41c5-8057-8a88c92a68bc,music
side,4e2bee98-c069-5dac-843e-7c08bc60fabr,pencil edit upload,interface-essential side-combination bottom-right,br,4e2bee98-c069-5dac-,4e2bee98-c069-5dac-9b4e-bbd117774484,pencil,843e-7c08bc60fa,e4631868-0084-4122-843e-7c08bc60fa13,state upload
side,4e2bee98-c069-5dac-858e-9eff669a98br,pencil edit video,interface-essential side-combination bottom-right,br,4e2bee98-c069-5dac-,4e2bee98-c069-5dac-9b4e-bbd117774484,pencil,858e-9eff669a98,6d29f24a-3e64-4196-858e-9eff669a98f5,video
side,4e2bee98-c069-5dac-879a-5477d3e84ebr,pencil edit question,interface-essential side-combination bottom-right,br,4e2bee98-c069-5dac-,4e2bee98-c069-5dac-9b4e-bbd117774484,pencil,879a-5477d3e84e,c356687a-8779-4296-879a-5477d3e84e2f,circle question
side,4e2bee98-c069-5dac-897e-de17aaf87cbr,pencil edit charge,interface-essential side-combination bottom-right,br,4e2bee98-c069-5dac-,4e2bee98-c069-5dac-9b4e-bbd117774484,pencil,897e-de17aaf87c,661caf54-eac9-4e44-897e-de17aaf87c39,flash
side,4e2bee98-c069-5dac-8a3b-4d7a1895c6br,pencil edit notification,interface-essential side-combination bottom-right,br,4e2bee98-c069-5dac-,4e2bee98-c069-5dac-9b4e-bbd117774484,pencil,8a3b-4d7a1895c6,14b2c83a-b6f9-4186-8a3b-4d7a1895c6ec,notification
side,4e2bee98-c069-5dac-8b09-653917d044tl,ai edit spark,artificial-intelligence side-combination top-left,tl,4e2bee98-c069-5dac-,4e2bee98-c069-5dac-9b4e-bbd117774484,pencil,8b09-653917d044,02f35c24-75e1-42ed-8b09-653917d04439,spark
side,4e2bee98-c069-5dac-8bb3-41d6a1fb33br,pencil edit prohibit,interface-essential side-combination bottom-right,br,4e2bee98-c069-5dac-,4e2bee98-c069-5dac-9b4e-bbd117774484,pencil,8bb3-41d6a1fb33,ea16df49-fc08-4bf0-8bb3-41d6a1fb33cf,prohitbition
side,4e2bee98-c069-5dac-8db2-c377d1b6efbr,pencil edit search,interface-essential side-combination bottom-right,br,4e2bee98-c069-5dac-,4e2bee98-c069-5dac-9b4e-bbd117774484,pencil,8db2-c377d1b6ef,9f1aeae0-d56e-4c60-8db2-c377d1b6ef06,magnifying glass
side,4e2bee98-c069-5dac-8de6-23be0bf1d8br,pencil edit protection,interface-essential side-combination bottom-right,br,4e2bee98-c069-5dac-,4e2bee98-c069-5dac-9b4e-bbd117774484,pencil,8de6-23be0bf1d8,378dbc4a-8e49-4c92-8de6-23be0bf1d811,shield with plus
side,4e2bee98-c069-5dac-8dfb-01e3bb127cbr,pencil edit remove,interface-essential side-combination bottom-right,br,4e2bee98-c069-5dac-,4e2bee98-c069-5dac-9b4e-bbd117774484,pencil,8dfb-01e3bb127c,ab7a719f-7c4a-4ed8-8dfb-01e3bb127cb4,circle minus
side,4e2bee98-c069-5dac-8fc2-900f19c95fbr,pencil edit media,interface-essential side-combination bottom-right,br,4e2bee98-c069-5dac-,4e2bee98-c069-5dac-9b4e-bbd117774484,pencil,8fc2-900f19c95f,6b4412f7-032d-41f0-8fc2-900f19c95ff0,square play
side,4e2bee98-c069-5dac-8fdf-cc3a1edb68br,pencil edit photo,interface-essential side-combination bottom-right,br,4e2bee98-c069-5dac-,4e2bee98-c069-5dac-9b4e-bbd117774484,pencil,8fdf-cc3a1edb68,abfa4d34-f0c4-4ef1-8fdf-cc3a1edb6828,photo
side,4e2bee98-c069-5dac-911c-aee5076b1cbr,pencil edit wifi,interface-essential side-combination bottom-right,br,4e2bee98-c069-5dac-,4e2bee98-c069-5dac-9b4e-bbd117774484,pencil,911c-aee5076b1c,b2468acd-4b50-4a65-911c-aee5076b1c7e,electric waves
side,4e2bee98-c069-5dac-9217-7031427f5fbr,pencil edit setting,interface-essential side-combination bottom-right,br,4e2bee98-c069-5dac-,4e2bee98-c069-5dac-9b4e-bbd117774484,pencil,9217-7031427f5f,1e82d117-570c-41ee-9217-7031427f5fea,cog
side,4e2bee98-c069-5dac-931a-9f1999e263br,pencil edit card,interface-essential side-combination bottom-right,br,4e2bee98-c069-5dac-,4e2bee98-c069-5dac-9b4e-bbd117774484,pencil,931a-9f1999e263,a525cc8f-6e57-4f1c-931a-9f1999e26316,card
side,4e2bee98-c069-5dac-931b-0d558dad49br,pencil edit add,interface-essential side-combination bottom-right,br,4e2bee98-c069-5dac-,4e2bee98-c069-5dac-9b4e-bbd117774484,pencil,931b-0d558dad49,c4d23011-c558-4522-931b-0d558dad4995,circle add
side,4e2bee98-c069-5dac-9473-a05f533d17br,pencil edit comment,interface-essential side-combination bottom-right,br,4e2bee98-c069-5dac-,4e2bee98-c069-5dac-9b4e-bbd117774484,pencil,9473-a05f533d17,5ae74931-130f-4e62-9473-a05f533d17c8,chat bubble
side,4e2bee98-c069-5dac-9500-989f57208ebr,pencil edit data transfer,interface-essential side-combination bottom-right,br,4e2bee98-c069-5dac-,4e2bee98-c069-5dac-9b4e-bbd117774484,pencil,9500-989f57208e,aad0f67c-9b58-4313-9500-989f57208e70,circle opposite arrows
side,4e2bee98-c069-5dac-9512-f7ec606bfebr,pencil edit sync,interface-essential side-combination bottom-right,br,4e2bee98-c069-5dac-,4e2bee98-c069-5dac-9b4e-bbd117774484,pencil,9512-f7ec606bfe,2fd1c079-cf3a-416d-9512-f7ec606bfef0,refresh
side,4e2bee98-c069-5dac-984f-c475f5f845br,pencil edit mail,interface-essential side-combination bottom-right,br,4e2bee98-c069-5dac-,4e2bee98-c069-5dac-9b4e-bbd117774484,pencil,984f-c475f5f845,75ad5383-92bd-435c-984f-c475f5f845c1,mail
