uuid,reference,concept,pages,primary,all_categories,previous_runs,newest_run,errors,reviewer
b274b037-6061-4c72-b6f8-f750487d883c,pictographic-primitives/_uncategorized_03/amphibian frog body_b274b037-6061-4c72-b6f8-f750487d883c.svg,Simple Sitting Frog,primitives-drawn,clearance,clearance,0,,internal-spacing [frog / right-haunch]: frog-4 and right-haunch-0 have -0.8893 units of ink clearance over 3.0191 units; requires 4; review required || internal-spacing [frog / right-haunch]: frog-5 and right-haunch-0 have 3.4347 units of ink clearance over 2.9165 units; requires 4; review required || internal-spacing [frog / right-haunch]: frog-5 and right-haunch-1 have -0.0114 units of ink clearance over 10.8507 units; requires 4; review required || internal-spacing [frog / left-haunch]: frog-6 and left-haunch-0 have 3.4347 units of ink clearance over 2.9165 units; requires 4; review required || internal-spacing [frog / left-haunch]: frog-6 and left-haunch-1 have -0.0114 units of ink clearance over 10.8507 units; requires 4; review required || internal-spacing [frog / left-haunch]: frog-7 and left-haunch-0 have -0.8893 units of ink clearance over 3.0191 units; requires 4; review required,
09ba7447-8f77-4033-ba06-5bf4e4d39449,pictographic-primitives/_uncategorized_03/ankle tracker_09ba7447-8f77-4033-ba06-5bf4e4d39449.svg,Electronic Ankle Tracking Device,primitives-drawn,clearance,clearance,1,primitive-make-ray/valid,internal-spacing [foot-outline]: foot-outline-3 and foot-outline-5 have 0.1636 units of ink clearance over 3.7268 units; requires 4; review required || internal-spacing [foot-outline]: foot-outline-6 and foot-outline-9 have 2.9768 units of ink clearance over 2.5 units; requires 4; review required,
7f1ad0e2-4f9e-423b-9473-4df26eae6fed,pictographic-primitives/_uncategorized_04/arch linux logo_7f1ad0e2-4f9e-423b-9473-4df26eae6fed.svg,Arch Linux Operating System Logo,primitives-drawn,clearance,clearance,0,,internal-spacing [left / base]: left-1 and base-1 have 3.1161 units of ink clearance over 10.9571 units; requires 4; review required || internal-spacing [left / base]: left-2 and base-1 have 3.3082 units of ink clearance over 4.2362 units; requires 4; review required,
434aebe0-5637-41b2-ba5b-e41942db8485,pictographic-primitives/_uncategorized_04/archaeologist_434aebe0-5637-41b2-ba5b-e41942db8485.svg,Archaeologist with Hat and Shovel,primitives-drawn,clearance,clearance,0,,internal-spacing [brim / jaw]: brim and jaw have 3.0287 units of ink clearance over 8.2114 units; requires 4; review required || internal-spacing [jaw / shoulders]: jaw and shoulders have 0.0379 units of ink clearance over 2.646 units; requires 4; review required,
0a473297-da88-4e1f-8691-703bcbdef5cb,pictographic-primitives/_uncategorized_05/avatar carpenter_0a473297-da88-4e1f-8691-703bcbdef5cb.svg,Carpenter Avatar with Hand Saw,primitives-drawn,clearance,clearance,0,,internal-spacing [saw]: saw-1 and saw-3 have 0.2778 units of ink clearance over 7.9505 units; requires 4; review required || internal-spacing [saw]: saw-1 and saw-4 have 0.2778 units of ink clearance over 7.9505 units; requires 4; review required || internal-spacing [saw]: saw-1 and saw-5 have 0.2778 units of ink clearance over 7.9505 units; requires 4; review required || internal-spacing [saw]: saw-1 and saw-6 have 0.2778 units of ink clearance over 7.9505 units; requires 4; review required,
76411d38-aca5-4268-9511-bc3205689722,pictographic-primitives/_uncategorized_06/bhudda hand finger citron 1_76411d38-aca5-4268-9511-bc3205689722.svg,Buddha Hand Mudra Gesture,primitives-drawn,clearance,clearance,0,,internal-spacing [hand]: thumb and thumb have 1.9043 units of ink clearance over 4.3343 units; requires 4; review required,
967f7cba-3409-4e70-8a1c-ac8501b16e27,pictographic-primitives/_uncategorized_06/bilibili logo_967f7cba-3409-4e70-8a1c-ac8501b16e27.svg,Smiling television mascot,primitives-drawn,clearance,clearance,0,,internal-spacing [tv / aerial]: tv-0 and aerial-1 have -3.7462 units of ink clearance over 9.75 units; requires 4; review required || internal-spacing [tv / aerial]: tv-0 and aerial-2 have -3.7462 units of ink clearance over 9.75 units; requires 4; review required,
f32dfbb3-c9cb-4afa-ab8c-f60fb98b6072,pictographic-primitives/_uncategorized_08/buggy_f32dfbb3-c9cb-4afa-ab8c-f60fb98b6072.svg,Simple Passenger Car,primitives-drawn,clearance,clearance,0,,internal-spacing [roof / body]: roof-1 and body-3 have 3.6176 units of ink clearance over 2.2359 units; requires 4; review required || internal-spacing [roof / body]: roof-3 and body-3 have 3.6176 units of ink clearance over 2.2359 units; requires 4; review required || internal-spacing [body / wheel-14]: body-1 and wheel-14-0 have 0.064 units of ink clearance over 4.75 units; requires 4; review required || internal-spacing [body / wheel-34]: body-5 and wheel-34-1 have 0.064 units of ink clearance over 4.75 units; requires 4; review required,
df04551f-f9b1-422f-a44f-8a7dfd1d0dda,pictographic-primitives/_uncategorized_11/chinchilla_df04551f-f9b1-422f-a44f-8a7dfd1d0dda.svg,Small Sitting Chinchilla Rodent,primitives-drawn,clearance,clearance,0,,internal-spacing [chinchilla]: chinchilla-1 and chinchilla-3 have 3.7033 units of ink clearance over 2.1529 units; requires 4; review required,
7812933e-4da0-4067-9131-d948a045fef8,pictographic-primitives/_uncategorized_11/clapboard_7812933e-4da0-4067-9131-d948a045fef8.svg,Movie Production Clapperboard,side-mains-failing,clearance,clearance,1,primitive-make-ray/valid,internal-spacing [slate / clapper]: slate-2 and clapper-6 have -2.8485 units of ink clearance over 5.2476 units; requires 4; review required || internal-spacing [slate / clapper]: slate-3 and clapper-5 have 1.15 units of ink clearance over 9.4007 units; requires 4; review required || internal-spacing [slate / clapper]: slate-3 and clapper-6 have -1.4231 units of ink clearance over 10.25 units; requires 4; review required || internal-spacing [slate / clapper]: slate-4 and clapper-5 have 3.4277 units of ink clearance over 2.5 units; requires 4; review required,
19554f1f-19e3-4b9e-87c9-d610d1b7dcb6,pictographic-primitives/_uncategorized_11/cloister_19554f1f-19e3-4b9e-87c9-d610d1b7dcb6.svg,Arched Stone Cloister Building,primitives-drawn,clearance,clearance,0,,internal-spacing [facade / door]: facade-4 and door-1 have 3.1275 units of ink clearance over 7.3031 units; requires 4; review required || internal-spacing [window-0 / floor]: window-0-1 and floor have 3.5224 units of ink clearance over 4.1881 units; requires 4; review required || internal-spacing [window-1 / floor]: window-1-1 and floor have 3.5224 units of ink clearance over 4.1881 units; requires 4; review required,
f644d4c1-b881-4092-96b4-a643877d65a5,pictographic-primitives/_uncategorized_16/eel_f644d4c1-b881-4092-96b4-a643877d65a5.svg,Simple Slithering Eel,primitives-drawn,clearance,clearance,0,,internal-spacing [eel]: eel-2 and eel-5 have 3.2512 units of ink clearance over 10.3901 units; requires 4; review required || internal-spacing [eel]: eel-4 and eel-8 have 0.6491 units of ink clearance over 2.4051 units; requires 4; review required || internal-spacing [eel]: eel-4 and eel-9 have 0.6259 units of ink clearance over 12.9625 units; requires 4; review required || internal-spacing [eel]: eel-5 and eel-7 have 1.1121 units of ink clearance over 8.1069 units; requires 4; review required || internal-spacing [eel]: eel-5 and eel-8 have 0.5683 units of ink clearance over 8.2802 units; requires 4; review required || internal-spacing [eel]: eel-10 and eel-12 have -1.8848 units of ink clearance over 5.0842 units; requires 4; review required,
db37e620-1eb0-4c99-bce3-2c53b5c5fa76,pictographic-primitives/_uncategorized_20/gesture swipe vertical 3_db37e620-1eb0-4c99-bce3-2c53b5c5fa76.svg,One Finger Vertical Swipe Gesture,primitives-drawn,clearance,clearance,1,primitive-make-ray/valid,internal-spacing [hand]: hand-6 and hand-9 have 2.9877 units of ink clearance over 2.5 units; requires 4; review required,
3b0fa0d0-112f-4a7d-9586-70fd5b30cbaa,pictographic-primitives/_uncategorized_20/gesture tap swipe right 1_3b0fa0d0-112f-4a7d-9586-70fd5b30cbaa.svg,Hand Swipe Right Gesture,primitives-drawn,clearance,clearance,1,primitive-make-ray/valid,internal-spacing [hand]: hand-3 and hand-11 have 2.3381 units of ink clearance over 6.2165 units; requires 4; review required || internal-spacing [hand]: hand-8 and hand-10 have 0.6248 units of ink clearance over 5 units; requires 4; review required,
3808dced-acba-4c34-8f9f-05ba44dfe152,pictographic-primitives/_uncategorized_20/gesture two finger flip right_3808dced-acba-4c34-8f9f-05ba44dfe152.svg,Two Finger Swipe Right,primitives-drawn,clearance,clearance,1,primitive-make-ray/valid,internal-spacing [hand]: hand-3 and hand-18 have 2.0882 units of ink clearance over 6.9879 units; requires 4; review required || internal-spacing [hand]: hand-4 and hand-8 have 3.0049 units of ink clearance over 7.2467 units; requires 4; review required || internal-spacing [hand]: hand-9 and hand-13 have 2.0299 units of ink clearance over 5.9678 units; requires 4; review required,
c6d7f6d7-a700-4894-830b-9788ba0a2a17,pictographic-primitives/_uncategorized_21/graffiti_c6d7f6d7-a700-4894-830b-9788ba0a2a17.svg,Stylized Graffiti Cloud,primitives-drawn,clearance,clearance,0,,internal-spacing [cloud / seam]: cloud and seam have 2.7551 units of ink clearance over 3.8535 units; requires 4; review required,
a8c124ba-bd78-456b-87fd-6763a1095d57,pictographic-primitives/_uncategorized_23/infancy care_a8c124ba-bd78-456b-87fd-6763a1095d57.svg,Hand Protecting Swaddled Baby,primitives-drawn,clearance,clearance,1,primitive-make-ray/valid,internal-spacing [hand]: hand-slope and hand-under have 0.2778 units of ink clearance over 5.7144 units; requires 4; review required || internal-spacing [hand]: hand-slope and hand-thumb have 2.4124 units of ink clearance over 5.4659 units; requires 4; review required,
66883e78-cb13-4f81-a6f8-a7ec339ba917,pictographic-primitives/_uncategorized_23/insurance hands_66883e78-cb13-4f81-a6f8-a7ec339ba917.svg,Hands Holding Medical Cross,primitives-drawn,clearance,clearance,1,primitive-make-ray/valid,internal-spacing [hand-left]: hand-left-1 and hand-left-5 have 2.946 units of ink clearance over 4.75 units; requires 4; review required || internal-spacing [hand-left]: hand-left-1 and hand-left-6 have 3.287 units of ink clearance over 3.6893 units; requires 4; review required || internal-spacing [hand-right]: hand-right-1 and hand-right-5 have 2.946 units of ink clearance over 4.75 units; requires 4; review required || internal-spacing [hand-right]: hand-right-1 and hand-right-6 have 3.287 units of ink clearance over 3.6893 units; requires 4; review required,
5e90a983-c6c8-4780-99a7-53d2101f43e0,pictographic-primitives/_uncategorized_24/labor worker_5e90a983-c6c8-4780-99a7-53d2101f43e0.svg,Construction Worker with Wrench,primitives-drawn,clearance,clearance,1,primitive-make-ray/valid,internal-spacing [head-and-hat / hat-brim]: hard-hat-dome and hat-brim have 3.0287 units of ink clearance over 8.2114 units; requires 4; review required || internal-spacing [head-and-hat / hard-hat-rib]: hard-hat-dome and hard-hat-rib have 2.9685 units of ink clearance over 3.7324 units; requires 4; review required || internal-spacing [head-and-hat / hat-brim]: face-lower and hat-brim have 3.0287 units of ink clearance over 8.2114 units; requires 4; review required,
d3d86e97-b873-48ff-bd6b-fc4456184a6e,pictographic-primitives/_uncategorized_25/linguist_d3d86e97-b873-48ff-bd6b-fc4456184a6e.svg,Speaking Person with Speech Bubble,primitives-drawn,clearance,clearance,0,,internal-spacing [face / skull]: face-6 and skull have 2.017 units of ink clearance over 5.2485 units; requires 4; review required,
23d9de33-2d15-4372-8f12-18cd47ea7ba3,pictographic-primitives/_uncategorized_26/love heart ranking_23d9de33-2d15-4372-8f12-18cd47ea7ba3.svg,Heart Ranking Podium,primitives-drawn,clearance,clearance,1,primitive-make-ray/valid,internal-spacing [heart]: heart-1 and heart-4 have 2.7548 units of ink clearance over 6.7261 units; requires 4; review required || internal-spacing [heart]: heart-5 and heart-8 have 2.7548 units of ink clearance over 6.7261 units; requires 4; review required,
cd0e91bf-8014-4487-8310-916da006a67a,pictographic-primitives/_uncategorized_26/mantel_cd0e91bf-8014-4487-8310-916da006a67a.svg,Fireplace with Burning Flame,primitives-drawn,clearance,clearance,1,primitive-make-ray/valid,internal-spacing [flame]: flame-1 and flame-5 have 2.4523 units of ink clearance over 4 units; requires 4; review required || internal-spacing [flame]: flame-2 and flame-6 have 3.3786 units of ink clearance over 2.1853 units; requires 4; review required,
4a6fa657-5f3d-4ab6-8949-77cda8ee6030,pictographic-primitives/_uncategorized_26/map marks_4a6fa657-5f3d-4ab6-8949-77cda8ee6030.svg,Map with Two Location Pins,primitives-drawn,clearance,clearance,1,primitive-make-ray/valid,internal-spacing [pin-1 / map]: pin-right-1 and map-5 have 2.6176 units of ink clearance over 2.25 units; requires 4; review required,
5728b0bd-4ca7-4880-8dd9-2620444de10e,pictographic-primitives/_uncategorized_26/mastodon logo 2_5728b0bd-4ca7-4880-8dd9-2620444de10e.svg,Mastodon Social Network Logo,primitives-drawn,clearance,clearance,1,primitive-make-ray/valid,internal-spacing [outline]: underbody and tail-return have 2.4903 units of ink clearance over 5.5 units; requires 4; review required,
0ab8e84d-e705-47dc-805d-8eeccbcc900b,pictographic-primitives/_uncategorized_27/mastodon logo 3_0ab8e84d-e705-47dc-805d-8eeccbcc900b.svg,Mastodon Social Network Icon,primitives-drawn,clearance,clearance,1,primitive-make-ray/valid,internal-spacing [outline]: underbody and tail-return have 2.4903 units of ink clearance over 5.5 units; requires 4; review required,
adef874c-e298-460c-b8fd-7d6806bd6e51,pictographic-primitives/_uncategorized_27/maya logo_adef874c-e298-460c-b8fd-7d6806bd6e51.svg,Capital Letter M,primitives-drawn,clearance,clearance,1,primitive-make-ray/valid,internal-spacing [letter-outline]: letter-outline-2 and letter-outline-10 have 2.4726 units of ink clearance over 8.6569 units; requires 4; review required || internal-spacing [letter-outline]: letter-outline-2 and letter-outline-11 have 2.7364 units of ink clearance over 3 units; requires 4; review required || internal-spacing [letter-outline]: letter-outline-3 and letter-outline-7 have 2.7364 units of ink clearance over 3 units; requires 4; review required || internal-spacing [letter-outline]: letter-outline-3 and letter-outline-8 have 2.4726 units of ink clearance over 8.6569 units; requires 4; review required,
811410b0-f597-4cad-ad05-e3c48b6e64b7,pictographic-primitives/_uncategorized_27/medical app smartphone listen_811410b0-f597-4cad-ad05-e3c48b6e64b7.svg,Smartphone with Stethoscope,primitives-drawn,clearance,clearance,1,primitive-make-ray/valid,internal-spacing [stethoscope-u / lower-tube]: u-right-bend and lower-tube-2 have 1.0186 units of ink clearance over 10.75 units; requires 4; review required,
ff53feac-62ae-4745-9bd7-4e08ad72f21a,pictographic-primitives/_uncategorized_27/microsoft internet explorer logo_ff53feac-62ae-4745-9bd7-4e08ad72f21a.svg,Stylized Lowercase Letter E Symbol,primitives-drawn,clearance,clearance,1,primitive-make-ray/valid,internal-spacing [e-main]: middle-bar and lower-bowl-right have 1.6022 units of ink clearance over 14.534 units; requires 4; review required || internal-spacing [e-main]: lower-bowl-left and outer-bottom-left have 3.9813 units of ink clearance over 10.2226 units; requires 4; review required || internal-spacing [e-main]: lower-bowl-right and outer-bottom-right have -0.9993 units of ink clearance over 17.5567 units; requires 4; review required,
b9c25347-4f61-49ed-b94b-bdbb23fd2b5e,pictographic-primitives/_uncategorized_28/music box_b9c25347-4f61-49ed-b94b-bdbb23fd2b5e.svg,Hand Crank Music Box,primitives-drawn,clearance,clearance,1,primitive-make-ray/valid,internal-spacing [note-right / beam]: note-right-a and beam-1 have 2.1958 units of ink clearance over 3.25 units; requires 4; review required || internal-spacing [note-right / second-beam]: note-right-a and second-beam have -0.9974 units of ink clearance over 5.5 units; requires 4; review required,
8fed7998-a482-495d-a5a5-6b6237429d87,pictographic-primitives/_uncategorized_28/music making_8fed7998-a482-495d-a5a5-6b6237429d87.svg,Person with Musical Note,primitives-drawn,clearance,clearance,1,primitive-make-ray/valid,internal-spacing [note-right / beam]: note-right-a and beam-2 have 3.2164 units of ink clearance over 7.2467 units; requires 4; review required,
763a2d28-4b32-458f-8301-cf3ad514b5a1,pictographic-primitives/_uncategorized_28/muskrat_763a2d28-4b32-458f-8301-cf3ad514b5a1.svg,Small Muskrat Rodent,primitives-drawn,clearance,clearance,0,,internal-spacing [muskrat / tail]: muskrat-4 and tail-1 have 1.0157 units of ink clearance over 18.7711 units; requires 4; review required || internal-spacing [muskrat / tail]: muskrat-5 and tail-1 have 1.5951 units of ink clearance over 3.75 units; requires 4; review required,
3f984823-804b-4a87-b5c2-3f6d4596f2d2,pictographic-primitives/_uncategorized_28/natural disaster hurricane house_3f984823-804b-4a87-b5c2-3f6d4596f2d2.svg,Hurricane and House Icon,primitives-drawn,clearance,clearance,1,primitive-make-ray/valid,internal-spacing [hurricane]: tail and inner-coil have 1.6019 units of ink clearance over 23.0852 units; requires 4; review required || internal-spacing [hurricane]: outer-coil and core have 1.6248 units of ink clearance over 29.6698 units; requires 4; review required || internal-spacing [house]: house-2 and house-4 have 2.2778 units of ink clearance over 3.9752 units; requires 4; review required || internal-spacing [house]: house-2 and house-5 have 2.2778 units of ink clearance over 3.9752 units; requires 4; review required,
4f2adf74-2b0c-4983-8567-ce3c6c50bff8,pictographic-primitives/_uncategorized_28/nightclub_4f2adf74-2b0c-4983-8567-ce3c6c50bff8.svg,Music Venue Building,primitives-drawn,clearance,clearance,1,primitive-make-ray/valid,internal-spacing [cornice / door]: cornice-2 and door-top have 2.0019 units of ink clearance over 11.25 units; requires 4; review required || internal-spacing [building / door]: building-3 and door-top have 3.5224 units of ink clearance over 4.1881 units; requires 4; review required || internal-spacing [note-0-right / beam-0]: note-0-right-a and beam-0-2 have 2.2462 units of ink clearance over 7.2467 units; requires 4; review required || internal-spacing [note-1-right / beam-1]: note-1-right-a and beam-1-2 have 2.2462 units of ink clearance over 7.2467 units; requires 4; review required,
176149f5-709e-4aea-827c-9e372966aa1a,pictographic-primitives/_uncategorized_29/outdoors dog house_176149f5-709e-4aea-827c-9e372966aa1a.svg,Dog Inside Kennel House,primitives-drawn,clearance,clearance,3,primitive-make-ray/invalid,internal-spacing [dog]: dog-6 and dog-8 have 0.9411 units of ink clearance over 4 units; requires 4; review required,
6c8a1385-af01-4783-b140-1d97d33064f1,pictographic-primitives/_uncategorized_29/paintwork_6c8a1385-af01-4783-b140-1d97d33064f1.svg,Artistic Paint Brush Icon,primitives-drawn,clearance,clearance,0,,internal-spacing [handle-outline]: handle and handle have 1.7077 units of ink clearance over 20.4118 units; requires 4; review required || internal-spacing [handle-outline / ferrule]: handle-base and ferrule-2 have 2.8436 units of ink clearance over 6.25 units; requires 4; review required,
f422872b-42cf-4b74-aa1f-bf870f557d7a,pictographic-primitives/_uncategorized_29/pantyhose_f422872b-42cf-4b74-aa1f-bf870f557d7a.svg,Human legs wearing pantyhose,primitives-drawn,clearance,clearance,3,primitive-make-ray/valid,internal-spacing [bent-leg]: outer-thigh and toe-2 have 0.4358 units of ink clearance over 5.3103 units; requires 4; review required || internal-spacing [bent-leg]: outer-calf and toe-2 have 0.4105 units of ink clearance over 13.8979 units; requires 4; review required,
242c5167-10ea-4717-a24b-bd22d2cf9483,pictographic-primitives/_uncategorized_30/pencil edit desktop_242c5167-10ea-4717-a24b-bd22d2cf9483.svg,Desktop Monitor Pencil Edit,primitives-drawn,clearance,clearance,1,primitive-make-ray/valid,internal-spacing [screen / pencil]: screen-3 and pencil-b-2 have 0.1716 units of ink clearance over 11.25 units; requires 4; review required,
da7fc73f-7180-4170-9161-a6c525c99704,pictographic-primitives/_uncategorized_30/pillbox_da7fc73f-7180-4170-9161-a6c525c99704.svg,Medical Pill Storage Container,primitives-drawn,clearance,clearance,1,primitive-make-ray/valid,internal-spacing [box / lid]: box-1 and lid have 3.2156 units of ink clearance over 2.728 units; requires 4; review required || internal-spacing [box / lid]: box-7 and lid have 3.2156 units of ink clearance over 2.728 units; requires 4; review required,
12ed033b-94af-439b-9775-23fdba88d590,pictographic-primitives/_uncategorized_31/pinworm_12ed033b-94af-439b-9775-23fdba88d590.svg,Simple Wiggling Worm,primitives-drawn,clearance,clearance,0,,internal-spacing [worm]: worm-1 and worm-3 have 2.6827 units of ink clearance over 2.1644 units; requires 4; review required || internal-spacing [worm]: worm-5 and worm-7 have 3.2986 units of ink clearance over 9.7991 units; requires 4; review required || internal-spacing [worm]: worm-7 and worm-9 have 2.877 units of ink clearance over 3.2066 units; requires 4; review required,
c6ecc684-688c-443b-ae9b-74c5652fb4fa,pictographic-primitives/_uncategorized_31/playroom_c6ecc684-688c-443b-ae9b-74c5652fb4fa.svg,House with Child,primitives-drawn,clearance,clearance,1,primitive-make-ray/valid,internal-spacing [house / toy-knob]: house-2 and toy-knob-1 have 3.2619 units of ink clearance over 6.9402 units; requires 4; review required || internal-spacing [house / toy-knob]: house-3 and toy-knob-1 have 2.1958 units of ink clearance over 2.75 units; requires 4; review required || internal-spacing [house / toy-knob]: house-3 and toy-knob-2 have 2.1958 units of ink clearance over 3.25 units; requires 4; review required || internal-spacing [house / toy]: house-3 and toy-base have 0.0307 units of ink clearance over 7.75 units; requires 4; review required || internal-spacing [house / toy]: house-3 and toy-base have -1.55 units of ink clearance over 4.25 units; requires 4; review required || internal-spacing [house / toy]: house-4 and toy-base have -3.9909 units of ink clearance over 5.5 units; requires 4; review required || internal-spacing [door / toy]: door-3 and toy-base have 0.4496 units of ink clearance over 5.75 units; requires 4; review required || internal-spacing [door / toy]: door-3 and toy-base have 2.0304 units of ink clearance over 8.5 units; requires 4; review required,
2fa2e764-f653-4eb6-b13a-4c6d7b198877,pictographic-primitives/_uncategorized_31/plug circle xmark_2fa2e764-f653-4eb6-b13a-4c6d7b198877.svg,Disconnected Power Plug Symbol,primitives-drawn,clearance,clearance,1,primitive-make-ray/valid,internal-spacing [plug-top / plug-bowl]: plug-top-2 and bowl-right have 2.2156 units of ink clearance over 2.728 units; requires 4; review required || internal-spacing [plug-top / plug-bowl]: plug-top-2 and bowl-left have 2.2156 units of ink clearance over 2.728 units; requires 4; review required,
f5badc78-84c0-4392-89e1-d9fa0712f0cb,pictographic-primitives/_uncategorized_31/programming hold code 2_f5badc78-84c0-4392-89e1-d9fa0712f0cb.svg,Hands Holding Programming Code,primitives-drawn,clearance,clearance,1,primitive-make-ray/valid,internal-spacing [cupped-left]: hand-left and palm-left have 3.1552 units of ink clearance over 4.9527 units; requires 4; review required || internal-spacing [cupped-left]: hand-left and finger-left have 0 units of ink clearance over 3.0674 units; requires 4; review required || internal-spacing [cupped-left]: hand-left and palm-left have 0.1175 units of ink clearance over 3.0674 units; requires 4; review required || internal-spacing [cupped-left]: hand-left and palm-left have 1.6495 units of ink clearance over 2.4156 units; requires 4; review required || internal-spacing [cupped-right]: hand-right and palm-right have 3.1552 units of ink clearance over 4.9527 units; requires 4; review required || internal-spacing [cupped-right]: hand-right and finger-right have 0 units of ink clearance over 3.0674 units; requires 4; review required || internal-spacing [cupped-right]: hand-right and palm-right have 0.1175 units of ink clearance over 3.0674 units; requires 4; review required || internal-spacing [cupped-right]: hand-right and palm-right have 1.6495 units of ink clearance over 2.4156 units; requires 4; review required,
962c33a0-eaf5-4a99-9127-a5fd1da5870b,pictographic-primitives/_uncategorized_31/protocol open id logo_962c33a0-eaf5-4a99-9127-a5fd1da5870b.svg,OpenID Identity and Authentication Logo,primitives-drawn,clearance,clearance,1,primitive-make-ray/valid,internal-spacing [arrow-upper / arrow-lower]: arrow-upper-1 and arrow-lower-2 have 0.2778 units of ink clearance over 8.4474 units; requires 4; review required || internal-spacing [outer-loop / inner-loop]: outer-loop and inner-loop have 1.5745 units of ink clearance over 22.5312 units; requires 4; review required || internal-spacing [outer-loop / inner-loop]: outer-loop and inner-loop have 1.5518 units of ink clearance over 20.6939 units; requires 4; review required,
fc8e8b95-766a-4f15-a80b-5e30979a5fc8,pictographic-primitives/_uncategorized_31/psycho analysis 5_fc8e8b95-766a-4f15-a80b-5e30979a5fc8.svg,Person with Halo,primitives-drawn,clearance,clearance,1,primitive-make-ray/valid,internal-spacing [head-bowl / shoulders]: jaw and shoulders have 0.0186 units of ink clearance over 6.0109 units; requires 4; review required,
bbf400c0-4ed9-481e-8643-979aa728bc9d,pictographic-primitives/_uncategorized_32/quote left_bbf400c0-4ed9-481e-8643-979aa728bc9d.svg,Opening Quotation Marks,primitives-drawn,clearance,clearance,1,primitive-make-ray/valid,internal-spacing [quote-0]: quote-0-outer and quote-0-inner have 2.3416 units of ink clearance over 19.6173 units; requires 4; review required || internal-spacing [quote-1]: quote-1-outer and quote-1-inner have 2.3416 units of ink clearance over 19.6173 units; requires 4; review required,
a669591d-8405-49c2-be0a-5d69af49a20c,pictographic-primitives/_uncategorized_32/quote right_a669591d-8405-49c2-be0a-5d69af49a20c.svg,Right Double Quotation Marks,primitives-drawn,clearance,clearance,1,primitive-make-ray/valid,internal-spacing [quote-0]: quote-0-outer and quote-0-inner have 2.3416 units of ink clearance over 19.6173 units; requires 4; review required || internal-spacing [quote-1]: quote-1-outer and quote-1-inner have 2.3416 units of ink clearance over 19.6173 units; requires 4; review required,
d8e178df-75a7-436c-99cf-7f7c90cf866a,pictographic-primitives/_uncategorized_32/quotes_d8e178df-75a7-436c-99cf-7f7c90cf866a.svg,Double Quotation Marks,primitives-drawn,clearance,clearance,1,primitive-make-ray/valid,internal-spacing [quote-0]: quote-0-outer-tail and quote-0-inner-tail have 1.8304 units of ink clearance over 17.5376 units; requires 4; review required || internal-spacing [quote-1]: quote-1-outer-tail and quote-1-inner-tail have 1.8304 units of ink clearance over 17.5376 units; requires 4; review required,
490f19a8-c170-4914-bea1-18cbfb479033,pictographic-primitives/_uncategorized_32/real estate deal shake_490f19a8-c170-4914-bea1-18cbfb479033.svg,Handshake Under House Roof,primitives-drawn,clearance,clearance,1,primitive-make-ray/valid,internal-spacing [handshake-outline]: left-hand-top-1 and thumb-1 have -0.8996 units of ink clearance over 2.1893 units; requires 4; review required || internal-spacing [handshake-outline]: left-hand-top-2 and thumb-return have 1.3525 units of ink clearance over 2.2207 units; requires 4; review required || internal-spacing [handshake-outline]: thumb-return and fingers-bottom have 3.1388 units of ink clearance over 7.9011 units; requires 4; review required || internal-spacing [handshake-outline / right-hand-top]: fingers-upper-1 and right-hand-top have 1.0347 units of ink clearance over 6.9879 units; requires 4; review required,
7c0ac5c3-a514-484c-9bdf-404c88d05eb7,pictographic-primitives/_uncategorized_32/remains_7c0ac5c3-a514-484c-9bdf-404c88d05eb7.svg,Bone and Leaf,primitives-drawn,clearance,clearance,1,primitive-make-ray/valid,internal-spacing [bone]: shaft-upper and shaft-lower have 1.9342 units of ink clearance over 4.7124 units; requires 4; review required,
4eebbb0e-3d47-4014-a9b8-95819896ada8,pictographic-primitives/_uncategorized_33/rogue_4eebbb0e-3d47-4014-a9b8-95819896ada8.svg,Anonymous Person in Hoodie,primitives-drawn,clearance,clearance,0,,internal-spacing [face / shoulders]: face-1 and shoulders have 0.0264 units of ink clearance over 3.5066 units; requires 4; review required,
65d8507f-531a-4e81-bd3e-1e2516aebe33,pictographic-primitives/_uncategorized_33/route interstate_65d8507f-531a-4e81-bd3e-1e2516aebe33.svg,Interstate Highway Route Shield,primitives-drawn,clearance,clearance,1,primitive-make-ray/valid,internal-spacing [shield / header]: left-top and header have 3.6868 units of ink clearance over 7 units; requires 4; review required || internal-spacing [shield / header]: right-top and header have 3.6868 units of ink clearance over 7 units; requires 4; review required,
e9b350be-f0e4-49b9-8413-4a4d1c678f43,pictographic-primitives/_uncategorized_33/rupee sign_e9b350be-f0e4-49b9-8413-4a4d1c678f43.svg,Indian Rupee Currency Symbol,primitives-drawn,clearance,clearance,1,primitive-make-ray/valid,internal-spacing [bowl-leg / top]: bowl-top and top have -3.9831 units of ink clearance over 6.25 units; requires 4; review required,
